region	tags	indicator	Программы бакалавриата / Всего (сумма гр. 4-7) / 3	Программы бакалавриата / В том числе обучаются / за счет бюджетных ассигнований / федераль-ного бюджета / 4	Программы бакалавриата / В том числе обучаются / за счет бюджетных ассигнований / бюджета субъекта Российской Федерации / 5	Программы бакалавриата / В том числе обучаются / за счет бюджетных ассигнований / местного бюджета / 6	Программы бакалавриата / В том числе обучаются / по договорам об оказании платных образова-тельных услуг / 7	Программы бакалавриата / Из гр. 3 - лица с ОВЗ, инвалиды, дети-инвалиды / 8	Программы специалитета / Всего (сумма гр. 10-13) / 9	Программы специалитета / В том числе обучаются / за счет бюджетных ассигнований / федераль-ного бюджета / 10	Программы специалитета / В том числе обучаются / за счет бюджетных ассигнований / бюджета субъекта Российской Федерации / 11	Программы специалитета / В том числе обучаются / за счет бюджетных ассигнований / местного бюджета / 12	Программы специалитета / В том числе обучаются / по договорам об оказании платных образова-тельных услуг / 13	Программы специалитета / Из гр. 9 - лица с ОВЗ, инвалиды, дети-инвалиды / 14	Программы магистратуры / Всего (сумма гр. 16-19) / 15	Программы магистратуры / В том числе обучаются / за счет бюджетных ассигнований / федераль-ного бюджета / 16	Программы магистратуры / В том числе обучаются / за счет бюджетных ассигнований / бюджета субъекта Российской Федерации / 17	Программы магистратуры / В том числе обучаются / за счет бюджетных ассигнований / местного бюджета / 18	Программы магистратуры / В том числе обучаются / по договорам об оказании платных образова-тельных услуг / 19	Программы магистратуры / Из гр. 15 -лица с ОВЗ, инвалиды, дети-инвалиды / 20
Владимирская область	очная; Частные	прибыло по другим причинам / 05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Владимирская область	очно-заочная; Частные	Выбыло студентов - всего (сумма строк 07-11, 13-15) / 06	15.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Владимирская область	очно-заочная; Частные	Прибыло студентов - всего (сумма строк 02-05) / 01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Владимирская область	очно-заочная; Частные	Численность студентов на начало предыдущего учебного года (на 1 октября) / 16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Владимирская область	очно-заочная; Частные	возвратились из числа ранее отчисленных / 04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Владимирская область	очно-заочная; Частные	выбыло по другим причинам / 15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Владимирская область	очно-заочная; Частные	добровольно оставили образовательную организацию  (бросили учебу) / 10	2.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Владимирская область	очно-заочная; Частные	из них не прошли итоговую аттестацию / 12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Владимирская область	очно-заочная; Частные	из них: переведено на другие формы обучения данной  образовательной организации на программы того же уровня / 07	12.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Владимирская область	очно-заочная; Частные	из них: переведено с других форм обучения данной  образовательной организации с программ того же уровня / 02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Владимирская область	очно-заочная; Частные	отчислено в виде меры дисциплинарного взыскания / 13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Владимирская область	очно-заочная; Частные	отчислено из-за просрочки оплаты обучения / 14	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Владимирская область	очно-заочная; Частные	отчислено:  по неуспеваемости / 11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Владимирская область	очно-заочная; Частные	переведено в другие образовательные организации  высшего образования на программы того же уровня / 08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Владимирская область	очно-заочная; Частные	переведено из других образовательных организаций  высшего образования с программ того же уровня / 03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Владимирская область	очно-заочная; Частные	по болезни / 09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Владимирская область	очно-заочная; Частные	прибыло по другим причинам / 05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Волгоградская область	Государственные, Муниципальные; заочная	Выбыло студентов - всего (сумма строк 07-11, 13-15) / 06	2054.0	319.0	21.0	1.0	1713.0	3.0	299.0	16.0	4.0	0.0	279.0	1.0	320.0	59.0	0.0	0.0	261.0	0.0
Волгоградская область	Государственные, Муниципальные; заочная	Прибыло студентов - всего (сумма строк 02-05) / 01	906.0	130.0	8.0	1.0	767.0	0.0	145.0	4.0	0.0	0.0	141.0	0.0	49.0	7.0	0.0	0.0	42.0	0.0
Волгоградская область	Государственные, Муниципальные; заочная	Численность студентов на начало предыдущего учебного года (на 1 октября) / 16	14422.0	3776.0	329.0	8.0	10309.0	40.0	2025.0	241.0	44.0	0.0	1740.0	3.0	2567.0	654.0	0.0	0.0	1913.0	4.0
Волгоградская область	Государственные, Муниципальные; заочная	возвратились из числа ранее отчисленных / 04	443.0	40.0	0.0	0.0	403.0	0.0	60.0	1.0	0.0	0.0	59.0	0.0	32.0	2.0	0.0	0.0	30.0	0.0
Волгоградская область	Государственные, Муниципальные; заочная	выбыло по другим причинам / 15	261.0	15.0	2.0	0.0	244.0	0.0	31.0	0.0	0.0	0.0	31.0	1.0	13.0	2.0	0.0	0.0	11.0	0.0
Волгоградская область	Государственные, Муниципальные; заочная	добровольно оставили образовательную организацию  (бросили учебу) / 10	596.0	113.0	4.0	1.0	478.0	0.0	88.0	11.0	2.0	0.0	75.0	0.0	116.0	26.0	0.0	0.0	90.0	0.0
Волгоградская область	Государственные, Муниципальные; заочная	из них не прошли итоговую аттестацию / 12	8.0	0.0	1.0	0.0	7.0	0.0	9.0	0.0	0.0	0.0	9.0	0.0	4.0	0.0	0.0	0.0	4.0	0.0
Волгоградская область	Государственные, Муниципальные; заочная	из них: переведено на другие формы обучения данной  образовательной организации на программы того же уровня / 07	170.0	4.0	1.0	0.0	165.0	0.0	4.0	0.0	1.0	0.0	3.0	0.0	6.0	0.0	0.0	0.0	6.0	0.0
Волгоградская область	Государственные, Муниципальные; заочная	из них: переведено с других форм обучения данной  образовательной организации с программ того же уровня / 02	292.0	42.0	5.0	0.0	245.0	0.0	77.0	0.0	0.0	0.0	77.0	0.0	10.0	0.0	0.0	0.0	10.0	0.0
Волгоградская область	Государственные, Муниципальные; заочная	отчислено в виде меры дисциплинарного взыскания / 13	6.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	3.0	0.0
Волгоградская область	Государственные, Муниципальные; заочная	отчислено из-за просрочки оплаты обучения / 14	237.0	0.0	0.0	0.0	237.0	0.0	71.0	0.0	0.0	0.0	71.0	0.0	57.0	0.0	0.0	0.0	57.0	0.0
Волгоградская область	Государственные, Муниципальные; заочная	отчислено:  по неуспеваемости / 11	731.0	181.0	14.0	0.0	536.0	2.0	93.0	4.0	1.0	0.0	88.0	0.0	120.0	31.0	0.0	0.0	89.0	0.0
Волгоградская область	Государственные, Муниципальные; заочная	переведено в другие образовательные организации  высшего образования на программы того же уровня / 08	52.0	6.0	0.0	0.0	46.0	0.0	12.0	1.0	0.0	0.0	11.0	0.0	5.0	0.0	0.0	0.0	5.0	0.0
Волгоградская область	Государственные, Муниципальные; заочная	переведено из других образовательных организаций  высшего образования с программ того же уровня / 03	55.0	8.0	2.0	1.0	44.0	0.0	5.0	0.0	0.0	0.0	5.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0
Волгоградская область	Государственные, Муниципальные; заочная	по болезни / 09	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Волгоградская область	Государственные, Муниципальные; заочная	прибыло по другим причинам / 05	116.0	40.0	1.0	0.0	75.0	0.0	3.0	3.0	0.0	0.0	0.0	0.0	6.0	5.0	0.0	0.0	1.0	0.0
Волгоградская область	Государственные, Муниципальные; очная	Выбыло студентов - всего (сумма строк 07-11, 13-15) / 06	2380.0	1464.0	31.0	29.0	856.0	4.0	735.0	168.0	12.0	3.0	552.0	0.0	371.0	290.0	0.0	0.0	81.0	0.0
Волгоградская область	Государственные, Муниципальные; очная	Прибыло студентов - всего (сумма строк 02-05) / 01	796.0	373.0	10.0	6.0	407.0	0.0	325.0	160.0	5.0	0.0	160.0	0.0	43.0	25.0	0.0	0.0	18.0	0.0
Волгоградская область	Государственные, Муниципальные; очная	Численность студентов на начало предыдущего учебного года (на 1 октября) / 16	20268.0	15257.0	276.0	209.0	4526.0	106.0	9352.0	4459.0	123.0	54.0	4716.0	18.0	2603.0	2153.0	0.0	0.0	450.0	2.0
Волгоградская область	Государственные, Муниципальные; очная	возвратились из числа ранее отчисленных / 04	204.0	63.0	0.0	0.0	141.0	0.0	105.0	6.0	0.0	0.0	99.0	0.0	21.0	10.0	0.0	0.0	11.0	0.0
Волгоградская область	Государственные, Муниципальные; очная	выбыло по другим причинам / 15	325.0	60.0	1.0	3.0	261.0	0.0	187.0	7.0	4.0	0.0	176.0	0.0	26.0	4.0	0.0	0.0	22.0	0.0
Волгоградская область	Государственные, Муниципальные; очная	добровольно оставили образовательную организацию  (бросили учебу) / 10	771.0	555.0	6.0	19.0	191.0	3.0	198.0	62.0	3.0	1.0	132.0	0.0	154.0	127.0	0.0	0.0	27.0	0.0
Волгоградская область	Государственные, Муниципальные; очная	из них не прошли итоговую аттестацию / 12	11.0	5.0	0.0	2.0	4.0	0.0	8.0	3.0	0.0	1.0	4.0	0.0	11.0	10.0	0.0	0.0	1.0	0.0
Волгоградская область	Государственные, Муниципальные; очная	из них: переведено на другие формы обучения данной  образовательной организации на программы того же уровня / 07	336.0	200.0	8.0	0.0	128.0	0.0	72.0	16.0	1.0	1.0	54.0	0.0	15.0	6.0	0.0	0.0	9.0	0.0
Волгоградская область	Государственные, Муниципальные; очная	из них: переведено с других форм обучения данной  образовательной организации с программ того же уровня / 02	131.0	108.0	3.0	0.0	20.0	0.0	12.0	4.0	4.0	0.0	4.0	0.0	11.0	8.0	0.0	0.0	3.0	0.0
Волгоградская область	Государственные, Муниципальные; очная	отчислено в виде меры дисциплинарного взыскания / 13	3.0	2.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Волгоградская область	Государственные, Муниципальные; очная	отчислено из-за просрочки оплаты обучения / 14	19.0	0.0	0.0	0.0	19.0	0.0	3.0	0.0	0.0	0.0	3.0	0.0	6.0	0.0	0.0	0.0	6.0	0.0
Волгоградская область	Государственные, Муниципальные; очная	отчислено:  по неуспеваемости / 11	755.0	555.0	11.0	3.0	186.0	1.0	198.0	68.0	3.0	1.0	126.0	0.0	168.0	152.0	0.0	0.0	16.0	0.0
Волгоградская область	Государственные, Муниципальные; очная	переведено в другие образовательные организации  высшего образования на программы того же уровня / 08	170.0	91.0	5.0	4.0	70.0	0.0	77.0	15.0	1.0	0.0	61.0	0.0	2.0	1.0	0.0	0.0	1.0	0.0
Волгоградская область	Государственные, Муниципальные; очная	переведено из других образовательных организаций  высшего образования с программ того же уровня / 03	335.0	89.0	4.0	6.0	236.0	0.0	74.0	17.0	0.0	0.0	57.0	0.0	4.0	3.0	0.0	0.0	1.0	0.0
Волгоградская область	Государственные, Муниципальные; очная	по болезни / 09	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Волгоградская область	Государственные, Муниципальные; очная	прибыло по другим причинам / 05	126.0	113.0	3.0	0.0	10.0	0.0	134.0	133.0	1.0	0.0	0.0	0.0	7.0	4.0	0.0	0.0	3.0	0.0
Волгоградская область	Государственные, Муниципальные; очно-заочная	Выбыло студентов - всего (сумма строк 07-11, 13-15) / 06	416.0	143.0	0.0	0.0	273.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	97.0	13.0	0.0	0.0	84.0	0.0
Волгоградская область	Государственные, Муниципальные; очно-заочная	Прибыло студентов - всего (сумма строк 02-05) / 01	200.0	54.0	0.0	0.0	146.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.0	8.0	0.0	0.0	17.0	0.0
Волгоградская область	Государственные, Муниципальные; очно-заочная	Численность студентов на начало предыдущего учебного года (на 1 октября) / 16	1970.0	606.0	0.0	0.0	1364.0	1.0	7.0	0.0	0.0	0.0	7.0	0.0	425.0	23.0	0.0	0.0	402.0	0.0
Волгоградская область	Государственные, Муниципальные; очно-заочная	возвратились из числа ранее отчисленных / 04	71.0	13.0	0.0	0.0	58.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	3.0	0.0
Волгоградская область	Государственные, Муниципальные; очно-заочная	выбыло по другим причинам / 15	24.0	4.0	0.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	37.0	0.0	0.0	0.0	37.0	0.0
Волгоградская область	Государственные, Муниципальные; очно-заочная	добровольно оставили образовательную организацию  (бросили учебу) / 10	145.0	42.0	0.0	0.0	103.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	1.0	0.0	0.0	15.0	0.0
Волгоградская область	Государственные, Муниципальные; очно-заочная	из них не прошли итоговую аттестацию / 12	4.0	1.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Волгоградская область	Государственные, Муниципальные; очно-заочная	из них: переведено на другие формы обучения данной  образовательной организации на программы того же уровня / 07	63.0	29.0	0.0	0.0	34.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0	7.0	0.0	0.0	10.0	0.0
Волгоградская область	Государственные, Муниципальные; очно-заочная	из них: переведено с других форм обучения данной  образовательной организации с программ того же уровня / 02	97.0	36.0	0.0	0.0	61.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	8.0	0.0	0.0	12.0	0.0
Волгоградская область	Государственные, Муниципальные; очно-заочная	отчислено в виде меры дисциплинарного взыскания / 13	8.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Волгоградская область	Государственные, Муниципальные; очно-заочная	отчислено из-за просрочки оплаты обучения / 14	42.0	0.0	0.0	0.0	42.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.0	0.0	0.0	0.0	19.0	0.0
Волгоградская область	Государственные, Муниципальные; очно-заочная	отчислено:  по неуспеваемости / 11	108.0	65.0	0.0	0.0	43.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	5.0	0.0	0.0	3.0	0.0
Волгоградская область	Государственные, Муниципальные; очно-заочная	переведено в другие образовательные организации  высшего образования на программы того же уровня / 08	26.0	3.0	0.0	0.0	23.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Волгоградская область	Государственные, Муниципальные; очно-заочная	переведено из других образовательных организаций  высшего образования с программ того же уровня / 03	20.0	1.0	0.0	0.0	19.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0
Волгоградская область	Государственные, Муниципальные; очно-заочная	по болезни / 09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Волгоградская область	Государственные, Муниципальные; очно-заочная	прибыло по другим причинам / 05	12.0	4.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0
Волгоградская область	заочная; Частные	Выбыло студентов - всего (сумма строк 07-11, 13-15) / 06	266.0	0.0	0.0	0.0	266.0	0.0	19.0	0.0	0.0	0.0	19.0	0.0	7.0	0.0	0.0	0.0	7.0	0.0
Волгоградская область	заочная; Частные	Прибыло студентов - всего (сумма строк 02-05) / 01	66.0	0.0	0.0	0.0	66.0	0.0	12.0	0.0	0.0	0.0	12.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0
Волгоградская область	заочная; Частные	Численность студентов на начало предыдущего учебного года (на 1 октября) / 16	1003.0	0.0	0.0	0.0	1003.0	0.0	195.0	0.0	0.0	0.0	195.0	0.0	83.0	0.0	0.0	0.0	83.0	0.0
Волгоградская область	заочная; Частные	возвратились из числа ранее отчисленных / 04	25.0	0.0	0.0	0.0	25.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Волгоградская область	заочная; Частные	выбыло по другим причинам / 15	67.0	0.0	0.0	0.0	67.0	0.0	7.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Волгоградская область	заочная; Частные	добровольно оставили образовательную организацию  (бросили учебу) / 10	52.0	0.0	0.0	0.0	52.0	0.0	5.0	0.0	0.0	0.0	5.0	0.0	5.0	0.0	0.0	0.0	5.0	0.0
Волгоградская область	заочная; Частные	из них не прошли итоговую аттестацию / 12	2.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Волгоградская область	заочная; Частные	из них: переведено на другие формы обучения данной  образовательной организации на программы того же уровня / 07	4.0	0.0	0.0	0.0	4.0	0.0	4.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Волгоградская область	заочная; Частные	из них: переведено с других форм обучения данной  образовательной организации с программ того же уровня / 02	31.0	0.0	0.0	0.0	31.0	0.0	10.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Волгоградская область	заочная; Частные	отчислено в виде меры дисциплинарного взыскания / 13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Волгоградская область	заочная; Частные	отчислено из-за просрочки оплаты обучения / 14	37.0	0.0	0.0	0.0	37.0	0.0	2.0	0.0	0.0	0.0	2.0	0.0	2.0	0.0	0.0	0.0	2.0	0.0
Волгоградская область	заочная; Частные	отчислено:  по неуспеваемости / 11	31.0	0.0	0.0	0.0	31.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Волгоградская область	заочная; Частные	переведено в другие образовательные организации  высшего образования на программы того же уровня / 08	75.0	0.0	0.0	0.0	75.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Волгоградская область	заочная; Частные	переведено из других образовательных организаций  высшего образования с программ того же уровня / 03	8.0	0.0	0.0	0.0	8.0	0.0	2.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Волгоградская область	заочная; Частные	по болезни / 09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Волгоградская область	заочная; Частные	прибыло по другим причинам / 05	2.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0
Волгоградская область	очная; Частные	Выбыло студентов - всего (сумма строк 07-11, 13-15) / 06	67.0	3.0	0.0	0.0	64.0	1.0	21.0	0.0	0.0	0.0	21.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Волгоградская область	очная; Частные	Прибыло студентов - всего (сумма строк 02-05) / 01	24.0	3.0	0.0	0.0	21.0	0.0	16.0	0.0	0.0	0.0	16.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Волгоградская область	очная; Частные	Численность студентов на начало предыдущего учебного года (на 1 октября) / 16	286.0	10.0	0.0	0.0	276.0	1.0	178.0	0.0	0.0	0.0	178.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Волгоградская область	очная; Частные	возвратились из числа ранее отчисленных / 04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Волгоградская область	очная; Частные	выбыло по другим причинам / 15	3.0	0.0	0.0	0.0	3.0	0.0	8.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Волгоградская область	очная; Частные	добровольно оставили образовательную организацию  (бросили учебу) / 10	8.0	3.0	0.0	0.0	5.0	0.0	2.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Волгоградская область	очная; Частные	из них не прошли итоговую аттестацию / 12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Волгоградская область	очная; Частные	из них: переведено на другие формы обучения данной  образовательной организации на программы того же уровня / 07	40.0	0.0	0.0	0.0	40.0	0.0	5.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Волгоградская область	очная; Частные	из них: переведено с других форм обучения данной  образовательной организации с программ того же уровня / 02	19.0	3.0	0.0	0.0	16.0	0.0	16.0	0.0	0.0	0.0	16.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Волгоградская область	очная; Частные	отчислено в виде меры дисциплинарного взыскания / 13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Волгоградская область	очная; Частные	отчислено из-за просрочки оплаты обучения / 14	2.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Волгоградская область	очная; Частные	отчислено:  по неуспеваемости / 11	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Волгоградская область	очная; Частные	переведено в другие образовательные организации  высшего образования на программы того же уровня / 08	13.0	0.0	0.0	0.0	13.0	1.0	6.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Волгоградская область	очная; Частные	переведено из других образовательных организаций  высшего образования с программ того же уровня / 03	2.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Волгоградская область	очная; Частные	по болезни / 09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Волгоградская область	очная; Частные	прибыло по другим причинам / 05	3.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Волгоградская область	очно-заочная; Частные	Выбыло студентов - всего (сумма строк 07-11, 13-15) / 06	263.0	0.0	0.0	0.0	263.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Волгоградская область	очно-заочная; Частные	Прибыло студентов - всего (сумма строк 02-05) / 01	77.0	0.0	0.0	0.0	77.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Волгоградская область	очно-заочная; Частные	Численность студентов на начало предыдущего учебного года (на 1 октября) / 16	1200.0	0.0	0.0	0.0	1200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Волгоградская область	очно-заочная; Частные	возвратились из числа ранее отчисленных / 04	27.0	0.0	0.0	0.0	27.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Волгоградская область	очно-заочная; Частные	выбыло по другим причинам / 15	20.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Волгоградская область	очно-заочная; Частные	добровольно оставили образовательную организацию  (бросили учебу) / 10	54.0	0.0	0.0	0.0	54.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Волгоградская область	очно-заочная; Частные	из них не прошли итоговую аттестацию / 12	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Волгоградская область	очно-заочная; Частные	из них: переведено на другие формы обучения данной  образовательной организации на программы того же уровня / 07	42.0	0.0	0.0	0.0	42.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Волгоградская область	очно-заочная; Частные	из них: переведено с других форм обучения данной  образовательной организации с программ того же уровня / 02	21.0	0.0	0.0	0.0	21.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Волгоградская область	очно-заочная; Частные	отчислено в виде меры дисциплинарного взыскания / 13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Волгоградская область	очно-заочная; Частные	отчислено из-за просрочки оплаты обучения / 14	32.0	0.0	0.0	0.0	32.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Волгоградская область	очно-заочная; Частные	отчислено:  по неуспеваемости / 11	25.0	0.0	0.0	0.0	25.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Волгоградская область	очно-заочная; Частные	переведено в другие образовательные организации  высшего образования на программы того же уровня / 08	90.0	0.0	0.0	0.0	90.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Волгоградская область	очно-заочная; Частные	переведено из других образовательных организаций  высшего образования с программ того же уровня / 03	13.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Волгоградская область	очно-заочная; Частные	по болезни / 09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Волгоградская область	очно-заочная; Частные	прибыло по другим причинам / 05	16.0	0.0	0.0	0.0	16.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
