region	tags	indicator	Программы бакалавриата / Принято / 3	Программы бакалавриата / из них женщины / 4	Программы бакалавриата / Числен-ность студентов / 5	Программы бакалавриата / из них женщины / 6	Программы бакалавриата / Выпуск / 7	Программы бакалавриата / из них женщины / 8	Программы специалитета / Принято / 9	Программы специалитета / из них женщины / 10	Программы специалитета / Числен-ность студентов / 11	Программы специалитета / из них женщины / 12	Программы специалитета / Выпуск / 13	Программы специалитета / из них женщины / 14	Программы магистратуры / Принято / 15	Программы магистратуры / из них женщины / 16	Программы магистратуры / Числен-ность студентов / 17	Программы магистратуры / из них женщины / 18	Программы магистратуры / Выпуск / 19	Программы магистратуры / из них женщины / 20
Костромская область	Государственные, Муниципальные; очно-заочная	19 лет / 07	32.0	24.0	53.0	38.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Костромская область	Государственные, Муниципальные; очно-заочная	20 лет / 08	27.0	18.0	65.0	50.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Костромская область	Государственные, Муниципальные; очно-заочная	21 лет / 09	16.0	6.0	83.0	65.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	4.0	4.0	4.0	0.0	0.0
Костромская область	Государственные, Муниципальные; очно-заочная	22 лет / 10	17.0	5.0	76.0	55.0	3.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	5.0	8.0	6.0	0.0	0.0
Костромская область	Государственные, Муниципальные; очно-заочная	23 лет / 11	5.0	2.0	27.0	18.0	7.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	8.0	5.0	0.0	0.0
Костромская область	Государственные, Муниципальные; очно-заочная	24 лет / 12	6.0	0.0	21.0	8.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	9.0	8.0	2.0	2.0
Костромская область	Государственные, Муниципальные; очно-заочная	25 лет / 13	2.0	1.0	7.0	2.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	11.0	8.0	11.0	7.0
Костромская область	Государственные, Муниципальные; очно-заочная	26 лет / 14	5.0	0.0	8.0	2.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	8.0	1.0	1.0	1.0
Костромская область	Государственные, Муниципальные; очно-заочная	27 лет / 15	6.0	1.0	11.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	3.0	13.0	7.0	4.0	1.0
Костромская область	Государственные, Муниципальные; очно-заочная	28 лет / 16	2.0	1.0	5.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0
Костромская область	Государственные, Муниципальные; очно-заочная	29 лет / 17	6.0	2.0	10.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	5.0	3.0	0.0	0.0
Костромская область	Государственные, Муниципальные; очно-заочная	30-34 года / 18	15.0	3.0	20.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	3.0	7.0	6.0	0.0	0.0
Костромская область	Государственные, Муниципальные; очно-заочная	35-39 лет / 19	15.0	2.0	23.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	2.0	6.0	4.0	0.0	0.0
Костромская область	Государственные, Муниципальные; очно-заочная	40 лет и старше / 20	5.0	0.0	12.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	8.0	17.0	13.0	2.0	0.0
Костромская область	Государственные, Муниципальные; очно-заочная	Всего / 01	262.0	118.0	513.0	321.0	14.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	45.0	27.0	103.0	65.0	20.0	11.0
Костромская область	Государственные, Муниципальные; очно-заочная	в возрасте (число полных лет  на 1 января): в возрасте моложе 15 лет / 02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Краснодарский край	Государственные, Муниципальные	15 лет / 03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Краснодарский край	Государственные, Муниципальные	16 лет / 04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Краснодарский край	Государственные, Муниципальные	17 лет / 05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Краснодарский край	Государственные, Муниципальные	18 лет / 06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Краснодарский край	Государственные, Муниципальные	19 лет / 07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Краснодарский край	Государственные, Муниципальные	20 лет / 08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Краснодарский край	Государственные, Муниципальные	21 лет / 09	0.0	0.0	0.0	0.0	7.0	7.0	0.0	0.0	0.0	0.0	4.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0
Краснодарский край	Государственные, Муниципальные	22 лет / 10	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	4.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
Краснодарский край	Государственные, Муниципальные	23 лет / 11	0.0	0.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
Краснодарский край	Государственные, Муниципальные	24 лет / 12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Краснодарский край	Государственные, Муниципальные	25 лет / 13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Краснодарский край	Государственные, Муниципальные	26 лет / 14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Краснодарский край	Государственные, Муниципальные	27 лет / 15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Краснодарский край	Государственные, Муниципальные	28 лет / 16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
Краснодарский край	Государственные, Муниципальные	29 лет / 17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
Краснодарский край	Государственные, Муниципальные	30-34 года / 18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
Краснодарский край	Государственные, Муниципальные	35-39 лет / 19	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0
Краснодарский край	Государственные, Муниципальные	40 лет и старше / 20	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	3.0	2.0
Краснодарский край	Государственные, Муниципальные	Всего / 01	0.0	0.0	0.0	0.0	11.0	11.0	0.0	0.0	0.0	0.0	11.0	8.0	0.0	0.0	0.0	0.0	8.0	6.0
Краснодарский край	Государственные, Муниципальные	в возрасте (число полных лет  на 1 января): в возрасте моложе 15 лет / 02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Краснодарский край	Государственные, Муниципальные; заочная	15 лет / 03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Краснодарский край	Государственные, Муниципальные; заочная	16 лет / 04	3.0	3.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Краснодарский край	Государственные, Муниципальные; заочная	17 лет / 05	84.0	67.0	56.0	45.0	0.0	0.0	10.0	5.0	7.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Краснодарский край	Государственные, Муниципальные; заочная	18 лет / 06	505.0	394.0	474.0	381.0	0.0	0.0	91.0	70.0	70.0	56.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Краснодарский край	Государственные, Муниципальные; заочная	19 лет / 07	701.0	502.0	1219.0	941.0	0.0	0.0	157.0	102.0	201.0	146.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Краснодарский край	Государственные, Муниципальные; заочная	20 лет / 08	842.0	545.0	2310.0	1662.0	0.0	0.0	144.0	59.0	244.0	172.0	0.0	0.0	41.0	33.0	28.0	17.0	0.0	0.0
Краснодарский край	Государственные, Муниципальные; заочная	21 лет / 09	491.0	265.0	2813.0	2008.0	14.0	6.0	96.0	36.0	407.0	277.0	0.0	0.0	299.0	228.0	256.0	181.0	0.0	0.0
Краснодарский край	Государственные, Муниципальные; заочная	22 лет / 10	258.0	116.0	3227.0	2215.0	206.0	159.0	61.0	19.0	411.0	246.0	0.0	0.0	787.0	565.0	1068.0	694.0	27.0	21.0
Краснодарский край	Государственные, Муниципальные; заочная	23 лет / 11	120.0	52.0	2565.0	1528.0	799.0	679.0	27.0	5.0	367.0	157.0	11.0	9.0	301.0	186.0	1305.0	852.0	180.0	119.0
Краснодарский край	Государственные, Муниципальные; заочная	24 лет / 12	77.0	32.0	1886.0	1030.0	993.0	698.0	16.0	5.0	263.0	97.0	43.0	35.0	138.0	79.0	1289.0	808.0	204.0	135.0
Краснодарский край	Государственные, Муниципальные; заочная	25 лет / 13	58.0	22.0	1168.0	619.0	822.0	465.0	9.0	1.0	159.0	56.0	36.0	24.0	103.0	54.0	577.0	336.0	725.0	530.0
Краснодарский край	Государственные, Муниципальные; заочная	26 лет / 14	49.0	20.0	766.0	378.0	561.0	269.0	2.0	1.0	112.0	26.0	32.0	27.0	65.0	34.0	303.0	180.0	334.0	201.0
Краснодарский край	Государственные, Муниципальные; заочная	27 лет / 15	43.0	25.0	540.0	274.0	328.0	158.0	3.0	1.0	73.0	24.0	21.0	12.0	43.0	20.0	231.0	121.0	158.0	87.0
Краснодарский край	Государственные, Муниципальные; заочная	28 лет / 16	56.0	27.0	415.0	213.0	199.0	99.0	2.0	0.0	49.0	9.0	17.0	1.0	52.0	32.0	160.0	96.0	115.0	68.0
Краснодарский край	Государственные, Муниципальные; заочная	29 лет / 17	39.0	16.0	488.0	187.0	163.0	77.0	6.0	1.0	36.0	3.0	15.0	0.0	45.0	21.0	191.0	77.0	67.0	35.0
Краснодарский край	Государственные, Муниципальные; заочная	30-34 года / 18	174.0	95.0	1151.0	543.0	430.0	213.0	20.0	5.0	74.0	35.0	18.0	5.0	187.0	92.0	520.0	255.0	184.0	110.0
Краснодарский край	Государственные, Муниципальные; заочная	35-39 лет / 19	138.0	68.0	894.0	478.0	280.0	154.0	12.0	4.0	86.0	23.0	48.0	2.0	138.0	86.0	461.0	233.0	176.0	106.0
Краснодарский край	Государственные, Муниципальные; заочная	40 лет и старше / 20	102.0	54.0	897.0	524.0	282.0	191.0	7.0	1.0	70.0	21.0	35.0	7.0	172.0	84.0	449.0	253.0	217.0	133.0
Краснодарский край	Государственные, Муниципальные; заочная	Всего / 01	3740.0	2303.0	20872.0	13026.0	5077.0	3168.0	663.0	315.0	2629.0	1351.0	276.0	122.0	2371.0	1514.0	6838.0	4103.0	2387.0	1545.0
Краснодарский край	Государственные, Муниципальные; заочная	в возрасте (число полных лет  на 1 января): в возрасте моложе 15 лет / 02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Краснодарский край	Государственные, Муниципальные; очная	15 лет / 03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Краснодарский край	Государственные, Муниципальные; очная	16 лет / 04	49.0	40.0	5.0	4.0	0.0	0.0	6.0	3.0	6.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Краснодарский край	Государственные, Муниципальные; очная	17 лет / 05	1904.0	1059.0	1579.0	841.0	0.0	0.0	522.0	292.0	517.0	277.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Краснодарский край	Государственные, Муниципальные; очная	18 лет / 06	6085.0	3376.0	8128.0	4379.0	0.0	0.0	1760.0	928.0	2257.0	1146.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Краснодарский край	Государственные, Муниципальные; очная	19 лет / 07	990.0	563.0	9426.0	4953.0	0.0	0.0	198.0	108.0	2427.0	1325.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Краснодарский край	Государственные, Муниципальные; очная	20 лет / 08	656.0	326.0	7892.0	4445.0	53.0	30.0	102.0	40.0	2357.0	1267.0	0.0	0.0	10.0	6.0	5.0	4.0	0.0	0.0
Краснодарский край	Государственные, Муниципальные; очная	21 лет / 09	280.0	106.0	6443.0	3760.0	1211.0	642.0	58.0	25.0	2307.0	1302.0	26.0	5.0	474.0	186.0	527.0	171.0	0.0	0.0
Краснодарский край	Государственные, Муниципальные; очная	22 лет / 10	95.0	38.0	2111.0	1310.0	4815.0	2792.0	28.0	12.0	2144.0	1078.0	414.0	160.0	1428.0	527.0	1688.0	641.0	53.0	14.0
Краснодарский край	Государственные, Муниципальные; очная	23 лет / 11	43.0	11.0	755.0	370.0	1213.0	818.0	12.0	4.0	824.0	544.0	858.0	498.0	343.0	165.0	1327.0	541.0	307.0	116.0
Краснодарский край	Государственные, Муниципальные; очная	24 лет / 12	25.0	5.0	333.0	133.0	369.0	206.0	7.0	4.0	237.0	147.0	590.0	385.0	96.0	44.0	425.0	200.0	839.0	376.0
Краснодарский край	Государственные, Муниципальные; очная	25 лет / 13	15.0	6.0	160.0	53.0	151.0	61.0	2.0	1.0	96.0	48.0	111.0	87.0	47.0	16.0	136.0	56.0	266.0	128.0
Краснодарский край	Государственные, Муниципальные; очная	26 лет / 14	22.0	8.0	90.0	27.0	61.0	28.0	1.0	1.0	65.0	38.0	60.0	45.0	32.0	18.0	75.0	41.0	61.0	29.0
Краснодарский край	Государственные, Муниципальные; очная	27 лет / 15	8.0	1.0	49.0	11.0	29.0	13.0	3.0	1.0	39.0	25.0	22.0	12.0	28.0	9.0	49.0	19.0	35.0	16.0
Краснодарский край	Государственные, Муниципальные; очная	28 лет / 16	5.0	3.0	26.0	13.0	23.0	8.0	1.0	1.0	16.0	12.0	12.0	9.0	20.0	8.0	32.0	17.0	27.0	14.0
Краснодарский край	Государственные, Муниципальные; очная	29 лет / 17	4.0	3.0	30.0	13.0	11.0	4.0	1.0	1.0	12.0	7.0	14.0	9.0	13.0	4.0	29.0	11.0	16.0	7.0
Краснодарский край	Государственные, Муниципальные; очная	30-34 года / 18	31.0	17.0	71.0	37.0	23.0	8.0	3.0	2.0	21.0	10.0	14.0	4.0	55.0	19.0	80.0	35.0	39.0	20.0
Краснодарский край	Государственные, Муниципальные; очная	35-39 лет / 19	6.0	3.0	24.0	10.0	6.0	3.0	5.0	3.0	18.0	13.0	9.0	5.0	54.0	24.0	73.0	33.0	22.0	14.0
Краснодарский край	Государственные, Муниципальные; очная	40 лет и старше / 20	10.0	8.0	29.0	14.0	5.0	2.0	2.0	2.0	9.0	5.0	3.0	2.0	43.0	25.0	74.0	41.0	29.0	13.0
Краснодарский край	Государственные, Муниципальные; очная	Всего / 01	10228.0	5573.0	37152.0	20373.0	7970.0	4615.0	2711.0	1428.0	13352.0	7247.0	2133.0	1221.0	2643.0	1051.0	4520.0	1810.0	1694.0	747.0
Краснодарский край	Государственные, Муниципальные; очная	в возрасте (число полных лет  на 1 января): в возрасте моложе 15 лет / 02	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Краснодарский край	Государственные, Муниципальные; очно-заочная	15 лет / 03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Краснодарский край	Государственные, Муниципальные; очно-заочная	16 лет / 04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Краснодарский край	Государственные, Муниципальные; очно-заочная	17 лет / 05	59.0	47.0	56.0	41.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Краснодарский край	Государственные, Муниципальные; очно-заочная	18 лет / 06	396.0	283.0	401.0	303.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Краснодарский край	Государственные, Муниципальные; очно-заочная	19 лет / 07	513.0	362.0	795.0	587.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Краснодарский край	Государственные, Муниципальные; очно-заочная	20 лет / 08	449.0	257.0	969.0	651.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Краснодарский край	Государственные, Муниципальные; очно-заочная	21 лет / 09	240.0	91.0	877.0	514.0	7.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	7.0	11.0	5.0	0.0	0.0
Краснодарский край	Государственные, Муниципальные; очно-заочная	22 лет / 10	115.0	31.0	689.0	322.0	81.0	67.0	0.0	0.0	3.0	3.0	0.0	0.0	61.0	33.0	69.0	37.0	0.0	0.0
Краснодарский край	Государственные, Муниципальные; очно-заочная	23 лет / 11	57.0	21.0	396.0	157.0	75.0	35.0	0.0	0.0	2.0	2.0	0.0	0.0	36.0	23.0	91.0	45.0	1.0	1.0
Краснодарский край	Государственные, Муниципальные; очно-заочная	24 лет / 12	41.0	12.0	277.0	70.0	45.0	24.0	0.0	0.0	1.0	1.0	0.0	0.0	25.0	14.0	81.0	42.0	17.0	10.0
Краснодарский край	Государственные, Муниципальные; очно-заочная	25 лет / 13	34.0	11.0	161.0	46.0	28.0	11.0	0.0	0.0	1.0	1.0	0.0	0.0	20.0	10.0	71.0	37.0	49.0	24.0
Краснодарский край	Государственные, Муниципальные; очно-заочная	26 лет / 14	19.0	6.0	135.0	40.0	14.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	18.0	9.0	46.0	19.0	32.0	17.0
Краснодарский край	Государственные, Муниципальные; очно-заочная	27 лет / 15	25.0	11.0	129.0	52.0	8.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	18.0	5.0	38.0	11.0	7.0	2.0
Краснодарский край	Государственные, Муниципальные; очно-заочная	28 лет / 16	21.0	9.0	95.0	29.0	8.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	8.0	35.0	16.0	6.0	4.0
Краснодарский край	Государственные, Муниципальные; очно-заочная	29 лет / 17	20.0	8.0	123.0	42.0	4.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	3.0	29.0	9.0	8.0	5.0
Краснодарский край	Государственные, Муниципальные; очно-заочная	30-34 года / 18	70.0	28.0	186.0	71.0	8.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	40.0	27.0	85.0	57.0	15.0	3.0
Краснодарский край	Государственные, Муниципальные; очно-заочная	35-39 лет / 19	55.0	27.0	127.0	63.0	4.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	53.0	35.0	93.0	69.0	8.0	3.0
Краснодарский край	Государственные, Муниципальные; очно-заочная	40 лет и старше / 20	46.0	26.0	134.0	56.0	10.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	54.0	43.0	98.0	75.0	10.0	7.0
Краснодарский край	Государственные, Муниципальные; очно-заочная	Всего / 01	2160.0	1230.0	5550.0	3044.0	292.0	165.0	0.0	0.0	7.0	7.0	0.0	0.0	360.0	217.0	747.0	422.0	153.0	76.0
Краснодарский край	Государственные, Муниципальные; очно-заочная	в возрасте (число полных лет  на 1 января): в возрасте моложе 15 лет / 02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Краснодарский край	Частные	15 лет / 03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Краснодарский край	Частные	16 лет / 04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Краснодарский край	Частные	17 лет / 05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Краснодарский край	Частные	18 лет / 06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Краснодарский край	Частные	19 лет / 07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Краснодарский край	Частные	20 лет / 08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Краснодарский край	Частные	21 лет / 09	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Краснодарский край	Частные	22 лет / 10	0.0	0.0	0.0	0.0	10.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Краснодарский край	Частные	23 лет / 11	0.0	0.0	0.0	0.0	11.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Краснодарский край	Частные	24 лет / 12	0.0	0.0	0.0	0.0	6.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Краснодарский край	Частные	25 лет / 13	0.0	0.0	0.0	0.0	10.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Краснодарский край	Частные	26 лет / 14	0.0	0.0	0.0	0.0	10.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Краснодарский край	Частные	27 лет / 15	0.0	0.0	0.0	0.0	5.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Краснодарский край	Частные	28 лет / 16	0.0	0.0	0.0	0.0	4.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Краснодарский край	Частные	29 лет / 17	0.0	0.0	0.0	0.0	6.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Краснодарский край	Частные	30-34 года / 18	0.0	0.0	0.0	0.0	39.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Краснодарский край	Частные	35-39 лет / 19	0.0	0.0	0.0	0.0	35.0	16.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Краснодарский край	Частные	40 лет и старше / 20	0.0	0.0	0.0	0.0	20.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Краснодарский край	Частные	Всего / 01	0.0	0.0	0.0	0.0	157.0	73.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Краснодарский край	Частные	в возрасте (число полных лет  на 1 января): в возрасте моложе 15 лет / 02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Краснодарский край	заочная; Частные	15 лет / 03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Краснодарский край	заочная; Частные	16 лет / 04	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Краснодарский край	заочная; Частные	17 лет / 05	0.0	0.0	0.0	0.0	0.0	0.0	3.0	3.0	4.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Краснодарский край	заочная; Частные	18 лет / 06	16.0	13.0	7.0	5.0	0.0	0.0	24.0	15.0	26.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Краснодарский край	заочная; Частные	19 лет / 07	57.0	44.0	41.0	30.0	0.0	0.0	41.0	26.0	60.0	44.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Краснодарский край	заочная; Частные	20 лет / 08	172.0	86.0	258.0	151.0	0.0	0.0	54.0	35.0	83.0	68.0	0.0	0.0	2.0	1.0	2.0	1.0	0.0	0.0
Краснодарский край	заочная; Частные	21 лет / 09	144.0	72.0	342.0	237.0	0.0	0.0	36.0	21.0	98.0	69.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0
Краснодарский край	заочная; Частные	22 лет / 10	60.0	29.0	389.0	263.0	50.0	44.0	15.0	5.0	106.0	56.0	8.0	6.0	11.0	5.0	12.0	5.0	0.0	0.0
Краснодарский край	заочная; Частные	23 лет / 11	32.0	12.0	315.0	223.0	113.0	88.0	5.0	1.0	89.0	58.0	4.0	4.0	28.0	15.0	32.0	20.0	0.0	0.0
Краснодарский край	заочная; Частные	24 лет / 12	18.0	7.0	203.0	118.0	138.0	104.0	3.0	2.0	84.0	47.0	37.0	24.0	26.0	15.0	39.0	29.0	4.0	1.0
Краснодарский край	заочная; Частные	25 лет / 13	22.0	5.0	134.0	74.0	110.0	74.0	2.0	2.0	41.0	19.0	22.0	12.0	22.0	13.0	33.0	21.0	14.0	6.0
Краснодарский край	заочная; Частные	26 лет / 14	17.0	5.0	131.0	70.0	85.0	56.0	4.0	1.0	17.0	7.0	9.0	1.0	25.0	10.0	29.0	15.0	20.0	13.0
Краснодарский край	заочная; Частные	27 лет / 15	5.0	2.0	76.0	42.0	43.0	20.0	5.0	3.0	16.0	8.0	12.0	6.0	13.0	6.0	24.0	14.0	11.0	6.0
Краснодарский край	заочная; Частные	28 лет / 16	5.0	3.0	64.0	39.0	48.0	27.0	4.0	2.0	13.0	5.0	4.0	2.0	16.0	9.0	23.0	13.0	8.0	7.0
Краснодарский край	заочная; Частные	29 лет / 17	11.0	4.0	57.0	30.0	21.0	11.0	0.0	0.0	3.0	2.0	3.0	1.0	14.0	7.0	13.0	8.0	7.0	4.0
Краснодарский край	заочная; Частные	30-34 года / 18	35.0	13.0	163.0	83.0	91.0	54.0	7.0	7.0	18.0	8.0	7.0	5.0	41.0	17.0	68.0	28.0	29.0	15.0
