region	tags	indicator	Программы бакалавриата / Принято / 3	Программы бакалавриата / из них принято в пределах квоты приема лиц, имеющих особое право / 4	Программы бакалавриата / Численность студентов / 5	Программы бакалавриата / Выпуск / 6	Программы специалитета / Принято / 7	Программы специалитета / из них принято в пределах квоты приема лиц, имеющих особое право / 8	Программы специалитета / Численность студентов / 9	Программы специалитета / Выпуск / 10	Программы магистратуры / Принято / 11	Программы магистратуры / Численность студентов / 12	Программы магистратуры / Выпуск / 13
Калужская область	Государственные, Муниципальные; заочная	Студенты с ограниченными возможностями здоровья / 01	1.0	1.0	2.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
Калужская область	Государственные, Муниципальные; заочная	Численность студентов утративших статус «лицо с ограниченными возможностями здоровья» / 11	0.0										
Калужская область	Государственные, Муниципальные; заочная	Численность студентов, которые впервые приобрели статус инвалидности или лица с ограниченными возможностями здоровья / 15	0.0										
Калужская область	Государственные, Муниципальные; заочная	Численность студентов, утративших статус «инвалид» / 12	0.0										
Калужская область	Государственные, Муниципальные; заочная	Численность студентов, утративших статус «ребёнок-инвалид» без присвоения статуса «инвалид» / 13	0.0										
Калужская область	Государственные, Муниципальные; заочная	Численность студентов, утративших статус «ребёнок-инвалид» с присвоением статуса «инвалид» / 14	0.0										
Калужская область	Государственные, Муниципальные; заочная	дети-инвалиды / 03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Калужская область	Государственные, Муниципальные; заочная	из них: инвалиды / 02	1.0	1.0	2.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
Калужская область	Государственные, Муниципальные; очная	Дети-инвалиды (кроме учтенных в стр. 03) / 05	4.0	4.0	1.0	2.0	2.0	2.0	2.0	0.0	0.0	0.0	0.0
Калужская область	Государственные, Муниципальные; очная	Из них (из стр.01) обучаются по адаптированным образовательным программам: Студенты с ограниченными возможностями здоровья / 06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Калужская область	Государственные, Муниципальные; очная	Из них (из стр.02) обучаются по адаптированным образовательным программам: из них: инвалиды / 07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Калужская область	Государственные, Муниципальные; очная	Из них (из стр.03) обучаются по адаптированным образовательным программам: из них: дети-инвалиды / 08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Калужская область	Государственные, Муниципальные; очная	Из них (из стр.04) обучаются по адаптированным образовательным программам: Инвалиды (кроме учтенных в стр. 07) / 09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Калужская область	Государственные, Муниципальные; очная	Из них (из стр.05) обучаются по адаптированным образовательным программам: Дети-инвалиды (кроме учтенных в стр. 08) / 10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Калужская область	Государственные, Муниципальные; очная	Инвалиды (кроме учтенных в стр. 02) / 04	16.0	15.0	54.0	4.0	1.0	1.0	10.0	2.0	0.0	2.0	1.0
Калужская область	Государственные, Муниципальные; очная	Студенты с ограниченными возможностями здоровья / 01	10.0	9.0	26.0	3.0	3.0	3.0	12.0	0.0	1.0	1.0	0.0
Калужская область	Государственные, Муниципальные; очная	Численность студентов утративших статус «лицо с ограниченными возможностями здоровья» / 11	0.0										
Калужская область	Государственные, Муниципальные; очная	Численность студентов, которые впервые приобрели статус инвалидности или лица с ограниченными возможностями здоровья / 15	0.0										
Калужская область	Государственные, Муниципальные; очная	Численность студентов, утративших статус «инвалид» / 12	9.0										
Калужская область	Государственные, Муниципальные; очная	Численность студентов, утративших статус «ребёнок-инвалид» без присвоения статуса «инвалид» / 13	3.0										
Калужская область	Государственные, Муниципальные; очная	Численность студентов, утративших статус «ребёнок-инвалид» с присвоением статуса «инвалид» / 14	8.0										
Калужская область	Государственные, Муниципальные; очная	дети-инвалиды / 03	5.0	5.0	5.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
Калужская область	Государственные, Муниципальные; очная	из них: инвалиды / 02	5.0	4.0	21.0	3.0	2.0	2.0	12.0	0.0	1.0	1.0	0.0
Калужская область	Государственные, Муниципальные; очно-заочная	Дети-инвалиды (кроме учтенных в стр. 03) / 05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Калужская область	Государственные, Муниципальные; очно-заочная	Из них (из стр.01) обучаются по адаптированным образовательным программам: Студенты с ограниченными возможностями здоровья / 06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Калужская область	Государственные, Муниципальные; очно-заочная	Из них (из стр.02) обучаются по адаптированным образовательным программам: из них: инвалиды / 07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Калужская область	Государственные, Муниципальные; очно-заочная	Из них (из стр.03) обучаются по адаптированным образовательным программам: из них: дети-инвалиды / 08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Калужская область	Государственные, Муниципальные; очно-заочная	Из них (из стр.04) обучаются по адаптированным образовательным программам: Инвалиды (кроме учтенных в стр. 07) / 09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Калужская область	Государственные, Муниципальные; очно-заочная	Из них (из стр.05) обучаются по адаптированным образовательным программам: Дети-инвалиды (кроме учтенных в стр. 08) / 10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Калужская область	Государственные, Муниципальные; очно-заочная	Инвалиды (кроме учтенных в стр. 02) / 04	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Калужская область	Государственные, Муниципальные; очно-заочная	Студенты с ограниченными возможностями здоровья / 01	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Калужская область	Государственные, Муниципальные; очно-заочная	Численность студентов утративших статус «лицо с ограниченными возможностями здоровья» / 11	0.0										
Калужская область	Государственные, Муниципальные; очно-заочная	Численность студентов, которые впервые приобрели статус инвалидности или лица с ограниченными возможностями здоровья / 15	0.0										
Калужская область	Государственные, Муниципальные; очно-заочная	Численность студентов, утративших статус «инвалид» / 12	0.0										
Калужская область	Государственные, Муниципальные; очно-заочная	Численность студентов, утративших статус «ребёнок-инвалид» без присвоения статуса «инвалид» / 13	0.0										
Калужская область	Государственные, Муниципальные; очно-заочная	Численность студентов, утративших статус «ребёнок-инвалид» с присвоением статуса «инвалид» / 14	0.0										
Калужская область	Государственные, Муниципальные; очно-заочная	дети-инвалиды / 03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Калужская область	Государственные, Муниципальные; очно-заочная	из них: инвалиды / 02	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Камчатский край	Государственные, Муниципальные; заочная	Дети-инвалиды (кроме учтенных в стр. 03) / 05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Камчатский край	Государственные, Муниципальные; заочная	Из них (из стр.01) обучаются по адаптированным образовательным программам: Студенты с ограниченными возможностями здоровья / 06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Камчатский край	Государственные, Муниципальные; заочная	Из них (из стр.02) обучаются по адаптированным образовательным программам: из них: инвалиды / 07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Камчатский край	Государственные, Муниципальные; заочная	Из них (из стр.03) обучаются по адаптированным образовательным программам: из них: дети-инвалиды / 08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Камчатский край	Государственные, Муниципальные; заочная	Из них (из стр.04) обучаются по адаптированным образовательным программам: Инвалиды (кроме учтенных в стр. 07) / 09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Камчатский край	Государственные, Муниципальные; заочная	Из них (из стр.05) обучаются по адаптированным образовательным программам: Дети-инвалиды (кроме учтенных в стр. 08) / 10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Камчатский край	Государственные, Муниципальные; заочная	Инвалиды (кроме учтенных в стр. 02) / 04	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Камчатский край	Государственные, Муниципальные; заочная	Студенты с ограниченными возможностями здоровья / 01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Камчатский край	Государственные, Муниципальные; заочная	Численность студентов утративших статус «лицо с ограниченными возможностями здоровья» / 11	0.0										
Камчатский край	Государственные, Муниципальные; заочная	Численность студентов, которые впервые приобрели статус инвалидности или лица с ограниченными возможностями здоровья / 15	0.0										
Камчатский край	Государственные, Муниципальные; заочная	Численность студентов, утративших статус «инвалид» / 12	0.0										
Камчатский край	Государственные, Муниципальные; заочная	Численность студентов, утративших статус «ребёнок-инвалид» без присвоения статуса «инвалид» / 13	0.0										
Камчатский край	Государственные, Муниципальные; заочная	Численность студентов, утративших статус «ребёнок-инвалид» с присвоением статуса «инвалид» / 14	3.0										
Камчатский край	Государственные, Муниципальные; заочная	дети-инвалиды / 03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Камчатский край	Государственные, Муниципальные; заочная	из них: инвалиды / 02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Камчатский край	Государственные, Муниципальные; очная	Дети-инвалиды (кроме учтенных в стр. 03) / 05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Камчатский край	Государственные, Муниципальные; очная	Из них (из стр.01) обучаются по адаптированным образовательным программам: Студенты с ограниченными возможностями здоровья / 06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Камчатский край	Государственные, Муниципальные; очная	Из них (из стр.02) обучаются по адаптированным образовательным программам: из них: инвалиды / 07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Камчатский край	Государственные, Муниципальные; очная	Из них (из стр.03) обучаются по адаптированным образовательным программам: из них: дети-инвалиды / 08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Камчатский край	Государственные, Муниципальные; очная	Из них (из стр.04) обучаются по адаптированным образовательным программам: Инвалиды (кроме учтенных в стр. 07) / 09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Камчатский край	Государственные, Муниципальные; очная	Из них (из стр.05) обучаются по адаптированным образовательным программам: Дети-инвалиды (кроме учтенных в стр. 08) / 10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Камчатский край	Государственные, Муниципальные; очная	Инвалиды (кроме учтенных в стр. 02) / 04	3.0	1.0	12.0	0.0	1.0	1.0	3.0	0.0	0.0	0.0	0.0
Камчатский край	Государственные, Муниципальные; очная	Студенты с ограниченными возможностями здоровья / 01	2.0	2.0	2.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0
Камчатский край	Государственные, Муниципальные; очная	Численность студентов утративших статус «лицо с ограниченными возможностями здоровья» / 11	0.0										
Камчатский край	Государственные, Муниципальные; очная	Численность студентов, которые впервые приобрели статус инвалидности или лица с ограниченными возможностями здоровья / 15	0.0										
Камчатский край	Государственные, Муниципальные; очная	Численность студентов, утративших статус «инвалид» / 12	0.0										
Камчатский край	Государственные, Муниципальные; очная	Численность студентов, утративших статус «ребёнок-инвалид» без присвоения статуса «инвалид» / 13	0.0										
Камчатский край	Государственные, Муниципальные; очная	Численность студентов, утративших статус «ребёнок-инвалид» с присвоением статуса «инвалид» / 14	8.0										
Камчатский край	Государственные, Муниципальные; очная	дети-инвалиды / 03	2.0	2.0	2.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0
Камчатский край	Государственные, Муниципальные; очная	из них: инвалиды / 02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Карачаево-Черкесская Республика	Государственные, Муниципальные; заочная	Дети-инвалиды (кроме учтенных в стр. 03) / 05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Карачаево-Черкесская Республика	Государственные, Муниципальные; заочная	Из них (из стр.01) обучаются по адаптированным образовательным программам: Студенты с ограниченными возможностями здоровья / 06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Карачаево-Черкесская Республика	Государственные, Муниципальные; заочная	Из них (из стр.02) обучаются по адаптированным образовательным программам: из них: инвалиды / 07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Карачаево-Черкесская Республика	Государственные, Муниципальные; заочная	Из них (из стр.03) обучаются по адаптированным образовательным программам: из них: дети-инвалиды / 08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Карачаево-Черкесская Республика	Государственные, Муниципальные; заочная	Из них (из стр.04) обучаются по адаптированным образовательным программам: Инвалиды (кроме учтенных в стр. 07) / 09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Карачаево-Черкесская Республика	Государственные, Муниципальные; заочная	Из них (из стр.05) обучаются по адаптированным образовательным программам: Дети-инвалиды (кроме учтенных в стр. 08) / 10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Карачаево-Черкесская Республика	Государственные, Муниципальные; заочная	Инвалиды (кроме учтенных в стр. 02) / 04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Карачаево-Черкесская Республика	Государственные, Муниципальные; заочная	Студенты с ограниченными возможностями здоровья / 01	11.0	0.0	26.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0
Карачаево-Черкесская Республика	Государственные, Муниципальные; заочная	дети-инвалиды / 03	4.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Карачаево-Черкесская Республика	Государственные, Муниципальные; заочная	из них: инвалиды / 02	7.0	0.0	17.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0
Карачаево-Черкесская Республика	Государственные, Муниципальные; очная	Дети-инвалиды (кроме учтенных в стр. 03) / 05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Карачаево-Черкесская Республика	Государственные, Муниципальные; очная	Из них (из стр.01) обучаются по адаптированным образовательным программам: Студенты с ограниченными возможностями здоровья / 06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Карачаево-Черкесская Республика	Государственные, Муниципальные; очная	Из них (из стр.02) обучаются по адаптированным образовательным программам: из них: инвалиды / 07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Карачаево-Черкесская Республика	Государственные, Муниципальные; очная	Из них (из стр.03) обучаются по адаптированным образовательным программам: из них: дети-инвалиды / 08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Карачаево-Черкесская Республика	Государственные, Муниципальные; очная	Из них (из стр.04) обучаются по адаптированным образовательным программам: Инвалиды (кроме учтенных в стр. 07) / 09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Карачаево-Черкесская Республика	Государственные, Муниципальные; очная	Из них (из стр.05) обучаются по адаптированным образовательным программам: Дети-инвалиды (кроме учтенных в стр. 08) / 10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Карачаево-Черкесская Республика	Государственные, Муниципальные; очная	Инвалиды (кроме учтенных в стр. 02) / 04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Карачаево-Черкесская Республика	Государственные, Муниципальные; очная	Студенты с ограниченными возможностями здоровья / 01	38.0	0.0	119.0	36.0	27.0	0.0	87.0	9.0	0.0	5.0	7.0
Карачаево-Черкесская Республика	Государственные, Муниципальные; очная	Численность студентов утративших статус «лицо с ограниченными возможностями здоровья» / 11	12.0										
Карачаево-Черкесская Республика	Государственные, Муниципальные; очная	Численность студентов, которые впервые приобрели статус инвалидности или лица с ограниченными возможностями здоровья / 15	17.0										
Карачаево-Черкесская Республика	Государственные, Муниципальные; очная	Численность студентов, утративших статус «инвалид» / 12	7.0										
Карачаево-Черкесская Республика	Государственные, Муниципальные; очная	Численность студентов, утративших статус «ребёнок-инвалид» без присвоения статуса «инвалид» / 13	5.0										
Карачаево-Черкесская Республика	Государственные, Муниципальные; очная	Численность студентов, утративших статус «ребёнок-инвалид» с присвоением статуса «инвалид» / 14	14.0										
Карачаево-Черкесская Республика	Государственные, Муниципальные; очная	дети-инвалиды / 03	23.0	0.0	58.0	10.0	0.0	0.0	4.0	1.0	0.0	0.0	0.0
Карачаево-Черкесская Республика	Государственные, Муниципальные; очная	из них: инвалиды / 02	15.0	0.0	61.0	26.0	27.0	0.0	83.0	8.0	0.0	0.0	0.0
Карачаево-Черкесская Республика	Государственные, Муниципальные; очно-заочная	Дети-инвалиды (кроме учтенных в стр. 03) / 05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Карачаево-Черкесская Республика	Государственные, Муниципальные; очно-заочная	Из них (из стр.01) обучаются по адаптированным образовательным программам: Студенты с ограниченными возможностями здоровья / 06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Карачаево-Черкесская Республика	Государственные, Муниципальные; очно-заочная	Из них (из стр.02) обучаются по адаптированным образовательным программам: из них: инвалиды / 07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Карачаево-Черкесская Республика	Государственные, Муниципальные; очно-заочная	Из них (из стр.03) обучаются по адаптированным образовательным программам: из них: дети-инвалиды / 08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Карачаево-Черкесская Республика	Государственные, Муниципальные; очно-заочная	Из них (из стр.04) обучаются по адаптированным образовательным программам: Инвалиды (кроме учтенных в стр. 07) / 09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Карачаево-Черкесская Республика	Государственные, Муниципальные; очно-заочная	Из них (из стр.05) обучаются по адаптированным образовательным программам: Дети-инвалиды (кроме учтенных в стр. 08) / 10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Карачаево-Черкесская Республика	Государственные, Муниципальные; очно-заочная	Инвалиды (кроме учтенных в стр. 02) / 04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Карачаево-Черкесская Республика	Государственные, Муниципальные; очно-заочная	Студенты с ограниченными возможностями здоровья / 01	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Карачаево-Черкесская Республика	Государственные, Муниципальные; очно-заочная	дети-инвалиды / 03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Карачаево-Черкесская Республика	Государственные, Муниципальные; очно-заочная	из них: инвалиды / 02	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Кемеровская область	Государственные, Муниципальные; заочная	Дети-инвалиды (кроме учтенных в стр. 03) / 05	3.0	3.0	5.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Кемеровская область	Государственные, Муниципальные; заочная	Из них (из стр.01) обучаются по адаптированным образовательным программам: Студенты с ограниченными возможностями здоровья / 06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Кемеровская область	Государственные, Муниципальные; заочная	Из них (из стр.02) обучаются по адаптированным образовательным программам: из них: инвалиды / 07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Кемеровская область	Государственные, Муниципальные; заочная	Из них (из стр.03) обучаются по адаптированным образовательным программам: из них: дети-инвалиды / 08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Кемеровская область	Государственные, Муниципальные; заочная	Из них (из стр.04) обучаются по адаптированным образовательным программам: Инвалиды (кроме учтенных в стр. 07) / 09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Кемеровская область	Государственные, Муниципальные; заочная	Из них (из стр.05) обучаются по адаптированным образовательным программам: Дети-инвалиды (кроме учтенных в стр. 08) / 10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Кемеровская область	Государственные, Муниципальные; заочная	Инвалиды (кроме учтенных в стр. 02) / 04	11.0	5.0	27.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Кемеровская область	Государственные, Муниципальные; заочная	Студенты с ограниченными возможностями здоровья / 01	2.0	2.0	9.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0
Кемеровская область	Государственные, Муниципальные; заочная	Численность студентов утративших статус «лицо с ограниченными возможностями здоровья» / 11	0.0										
Кемеровская область	Государственные, Муниципальные; заочная	Численность студентов, которые впервые приобрели статус инвалидности или лица с ограниченными возможностями здоровья / 15	0.0										
Кемеровская область	Государственные, Муниципальные; заочная	Численность студентов, утративших статус «инвалид» / 12	2.0										
Кемеровская область	Государственные, Муниципальные; заочная	Численность студентов, утративших статус «ребёнок-инвалид» без присвоения статуса «инвалид» / 13	0.0										
Кемеровская область	Государственные, Муниципальные; заочная	Численность студентов, утративших статус «ребёнок-инвалид» с присвоением статуса «инвалид» / 14	0.0										
Кемеровская область	Государственные, Муниципальные; заочная	дети-инвалиды / 03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Кемеровская область	Государственные, Муниципальные; заочная	из них: инвалиды / 02	2.0	2.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Кемеровская область	Государственные, Муниципальные; очная	Дети-инвалиды (кроме учтенных в стр. 03) / 05	12.0	11.0	13.0	1.0	2.0	2.0	2.0	0.0	0.0	1.0	0.0
Кемеровская область	Государственные, Муниципальные; очная	Из них (из стр.01) обучаются по адаптированным образовательным программам: Студенты с ограниченными возможностями здоровья / 06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Кемеровская область	Государственные, Муниципальные; очная	Из них (из стр.02) обучаются по адаптированным образовательным программам: из них: инвалиды / 07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Кемеровская область	Государственные, Муниципальные; очная	Из них (из стр.03) обучаются по адаптированным образовательным программам: из них: дети-инвалиды / 08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Кемеровская область	Государственные, Муниципальные; очная	Из них (из стр.04) обучаются по адаптированным образовательным программам: Инвалиды (кроме учтенных в стр. 07) / 09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Кемеровская область	Государственные, Муниципальные; очная	Из них (из стр.05) обучаются по адаптированным образовательным программам: Дети-инвалиды (кроме учтенных в стр. 08) / 10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Кемеровская область	Государственные, Муниципальные; очная	Инвалиды (кроме учтенных в стр. 02) / 04	17.0	15.0	87.0	6.0	6.0	6.0	10.0	0.0	0.0	4.0	2.0
Кемеровская область	Государственные, Муниципальные; очная	Студенты с ограниченными возможностями здоровья / 01	17.0	13.0	48.0	4.0	16.0	15.0	46.0	4.0	0.0	1.0	0.0
Кемеровская область	Государственные, Муниципальные; очная	Численность студентов утративших статус «лицо с ограниченными возможностями здоровья» / 11	0.0										
Кемеровская область	Государственные, Муниципальные; очная	Численность студентов, которые впервые приобрели статус инвалидности или лица с ограниченными возможностями здоровья / 15	0.0										
Кемеровская область	Государственные, Муниципальные; очная	Численность студентов, утративших статус «инвалид» / 12	2.0										
Кемеровская область	Государственные, Муниципальные; очная	Численность студентов, утративших статус «ребёнок-инвалид» без присвоения статуса «инвалид» / 13	4.0										
Кемеровская область	Государственные, Муниципальные; очная	Численность студентов, утративших статус «ребёнок-инвалид» с присвоением статуса «инвалид» / 14	5.0										
Кемеровская область	Государственные, Муниципальные; очная	дети-инвалиды / 03	5.0	4.0	12.0	3.0	5.0	5.0	4.0	0.0	0.0	0.0	0.0
Кемеровская область	Государственные, Муниципальные; очная	из них: инвалиды / 02	12.0	9.0	36.0	1.0	11.0	10.0	42.0	4.0	0.0	1.0	0.0
Кемеровская область	Государственные, Муниципальные; очно-заочная	Дети-инвалиды (кроме учтенных в стр. 03) / 05	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Кемеровская область	Государственные, Муниципальные; очно-заочная	Из них (из стр.01) обучаются по адаптированным образовательным программам: Студенты с ограниченными возможностями здоровья / 06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Кемеровская область	Государственные, Муниципальные; очно-заочная	Из них (из стр.02) обучаются по адаптированным образовательным программам: из них: инвалиды / 07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Кемеровская область	Государственные, Муниципальные; очно-заочная	Из них (из стр.03) обучаются по адаптированным образовательным программам: из них: дети-инвалиды / 08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Кемеровская область	Государственные, Муниципальные; очно-заочная	Из них (из стр.04) обучаются по адаптированным образовательным программам: Инвалиды (кроме учтенных в стр. 07) / 09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Кемеровская область	Государственные, Муниципальные; очно-заочная	Из них (из стр.05) обучаются по адаптированным образовательным программам: Дети-инвалиды (кроме учтенных в стр. 08) / 10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Кемеровская область	Государственные, Муниципальные; очно-заочная	Инвалиды (кроме учтенных в стр. 02) / 04	0.0	0.0	4.0	2.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
Кемеровская область	Государственные, Муниципальные; очно-заочная	Студенты с ограниченными возможностями здоровья / 01	2.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0	2.0	3.0	1.0
Кемеровская область	Государственные, Муниципальные; очно-заочная	Численность студентов утративших статус «лицо с ограниченными возможностями здоровья» / 11	0.0										
Кемеровская область	Государственные, Муниципальные; очно-заочная	Численность студентов, которые впервые приобрели статус инвалидности или лица с ограниченными возможностями здоровья / 15	0.0										
Кемеровская область	Государственные, Муниципальные; очно-заочная	Численность студентов, утративших статус «инвалид» / 12	0.0										
Кемеровская область	Государственные, Муниципальные; очно-заочная	Численность студентов, утративших статус «ребёнок-инвалид» без присвоения статуса «инвалид» / 13	0.0										
Кемеровская область	Государственные, Муниципальные; очно-заочная	Численность студентов, утративших статус «ребёнок-инвалид» с присвоением статуса «инвалид» / 14	0.0										
Кемеровская область	Государственные, Муниципальные; очно-заочная	дети-инвалиды / 03	2.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Кемеровская область	Государственные, Муниципальные; очно-заочная	из них: инвалиды / 02	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0	3.0	1.0
Кировская область	Государственные, Муниципальные; заочная	Дети-инвалиды (кроме учтенных в стр. 03) / 05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
