region	tags	indicator	Программы бакалавриата / Обучение за счет бюджетных ассигнований федерального бюджета, бюджета субъекта Российской Федерации, местного бюджета / подано заявлений / 3	Программы бакалавриата / Обучение за счет бюджетных ассигнований федерального бюджета, бюджета субъекта Российской Федерации, местного бюджета / принято / 4	Программы бакалавриата / Обучение по договорам об оказании платных образовательных услуг / подано заявлений / 5	Программы бакалавриата / Обучение по договорам об оказании платных образовательных услуг / принято / 6	Программы специалитета / Обучение за счет бюджетных ассигнований федерального бюджета, бюджета субъекта Российской Федерации, местного бюджета / подано заявлений / 7	Программы специалитета / Обучение за счет бюджетных ассигнований федерального бюджета, бюджета субъекта Российской Федерации, местного бюджета / принято / 8	Программы специалитета / Обучение по договорам об оказании платных образовательных услуг / подано заявлений / 9	Программы специалитета / Обучение по договорам об оказании платных образовательных услуг / принято / 10
Волгоградская область	Государственные, Муниципальные; очная	из них полученного за период с 1 октября прошлого года  по 30 сентября текущего года / 17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Волгоградская область	Государственные, Муниципальные; очная	из них полученного за период с 1 октября прошлого года по  30 сентября текущего года (сумма стр. 04, 06, 07) / 03	39577.0	3034.0	9225.0	1217.0	14087.0	826.0	7031.0	808.0
Волгоградская область	Государственные, Муниципальные; очная	из них полученного за период с 1 октября прошлого года по  30 сентября текущего года / 09	106.0	30.0	15.0	0.0	5.0	1.0	15.0	0.0
Волгоградская область	Государственные, Муниципальные; очная	из них полученного за период с 1 октября прошлого года по 30 сентября текущего года / 11	2304.0	510.0	308.0	61.0	815.0	93.0	404.0	77.0
Волгоградская область	Государственные, Муниципальные; очная	из них полученного за период с 1 октября прошлого года по 30 сентября текущего года / 13	0.0	0.0	7.0	0.0	0.0	0.0	12.0	1.0
Волгоградская область	Государственные, Муниципальные; очная	из строки 03 – выпускники:  общеобразовательных организаций / 04	39562.0	3020.0	9225.0	1217.0	14087.0	826.0	7031.0	808.0
Волгоградская область	Государственные, Муниципальные; очная	специальных учебно-воспитательных учреждений для  обучающихся с девиантным (общественно-опасным)  поведением / 06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Волгоградская область	Государственные, Муниципальные; очная	среднего профессионального по программам подготовки  квалифицированных рабочих, служащих / 08	489.0	92.0	76.0	1.0	28.0	6.0	15.0	0.0
Волгоградская область	Государственные, Муниципальные; очная	среднего профессионального по программам подготовки  специалистов среднего звена / 10	3258.0	885.0	500.0	79.0	1282.0	148.0	586.0	98.0
Волгоградская область	Государственные, Муниципальные; очно-заочная	Всего (сумма строк 02, 08, 10, 12, 13, 14, 16) / 01	533.0	136.0	1703.0	1099.0	0.0	0.0	2.0	1.0
Волгоградская область	Государственные, Муниципальные; очно-заочная	в том числе поступали на базе образования:  среднего общего / 02	292.0	70.0	552.0	277.0	0.0	0.0	1.0	1.0
Волгоградская область	Государственные, Муниципальные; очно-заочная	высшего, подтвержденного дипломом: бакалавра / 12	0.0	0.0	49.0	24.0	0.0	0.0	0.0	0.0
Волгоградская область	Государственные, Муниципальные; очно-заочная	высшего, подтвержденного дипломом: магистра / 16	0.0	0.0	3.0	3.0	0.0	0.0	0.0	0.0
Волгоградская область	Государственные, Муниципальные; очно-заочная	высшего, подтвержденного дипломом: специалиста / 14	0.0	0.0	38.0	30.0	0.0	0.0	0.0	0.0
Волгоградская область	Государственные, Муниципальные; очно-заочная	других организаций, осуществляющих образовательную  деятельность по программам среднего общего образования / 07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Волгоградская область	Государственные, Муниципальные; очно-заочная	из них отдельных общеобразовательных организаций, осуществляющих обучение по адаптированным основным  общеобразовательным программам / 05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Волгоградская область	Государственные, Муниципальные; очно-заочная	из них полученного за период с 1 октября прошлого года  по 30 сентября текущего года / 15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Волгоградская область	Государственные, Муниципальные; очно-заочная	из них полученного за период с 1 октября прошлого года  по 30 сентября текущего года / 17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Волгоградская область	Государственные, Муниципальные; очно-заочная	из них полученного за период с 1 октября прошлого года по  30 сентября текущего года (сумма стр. 04, 06, 07) / 03	164.0	29.0	342.0	140.0	0.0	0.0	0.0	0.0
Волгоградская область	Государственные, Муниципальные; очно-заочная	из них полученного за период с 1 октября прошлого года по  30 сентября текущего года / 09	0.0	0.0	7.0	1.0	0.0	0.0	0.0	0.0
Волгоградская область	Государственные, Муниципальные; очно-заочная	из них полученного за период с 1 октября прошлого года по 30 сентября текущего года / 11	78.0	26.0	471.0	327.0	0.0	0.0	1.0	0.0
Волгоградская область	Государственные, Муниципальные; очно-заочная	из них полученного за период с 1 октября прошлого года по 30 сентября текущего года / 13	0.0	0.0	11.0	2.0	0.0	0.0	0.0	0.0
Волгоградская область	Государственные, Муниципальные; очно-заочная	из строки 03 – выпускники:  общеобразовательных организаций / 04	164.0	29.0	342.0	140.0	0.0	0.0	0.0	0.0
Волгоградская область	Государственные, Муниципальные; очно-заочная	специальных учебно-воспитательных учреждений для  обучающихся с девиантным (общественно-опасным)  поведением / 06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Волгоградская область	Государственные, Муниципальные; очно-заочная	среднего профессионального по программам подготовки  квалифицированных рабочих, служащих / 08	5.0	3.0	28.0	21.0	0.0	0.0	0.0	0.0
Волгоградская область	Государственные, Муниципальные; очно-заочная	среднего профессионального по программам подготовки  специалистов среднего звена / 10	236.0	63.0	1033.0	744.0	0.0	0.0	1.0	0.0
Волгоградская область	заочная; Частные	Всего (сумма строк 02, 08, 10, 12, 13, 14, 16) / 01	11.0	5.0	347.0	249.0	0.0	0.0	62.0	44.0
Волгоградская область	заочная; Частные	в том числе поступали на базе образования:  среднего общего / 02	3.0	0.0	25.0	24.0	0.0	0.0	9.0	5.0
Волгоградская область	заочная; Частные	высшего, подтвержденного дипломом: бакалавра / 12	0.0	0.0	42.0	37.0	0.0	0.0	0.0	0.0
Волгоградская область	заочная; Частные	высшего, подтвержденного дипломом: магистра / 16	0.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0
Волгоградская область	заочная; Частные	высшего, подтвержденного дипломом: специалиста / 14	0.0	0.0	29.0	17.0	0.0	0.0	0.0	0.0
Волгоградская область	заочная; Частные	других организаций, осуществляющих образовательную  деятельность по программам среднего общего образования / 07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Волгоградская область	заочная; Частные	из них отдельных общеобразовательных организаций, осуществляющих обучение по адаптированным основным  общеобразовательным программам / 05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Волгоградская область	заочная; Частные	из них полученного за период с 1 октября прошлого года  по 30 сентября текущего года / 15	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Волгоградская область	заочная; Частные	из них полученного за период с 1 октября прошлого года  по 30 сентября текущего года / 17	0.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0
Волгоградская область	заочная; Частные	из них полученного за период с 1 октября прошлого года по  30 сентября текущего года (сумма стр. 04, 06, 07) / 03	0.0	0.0	2.0	2.0	0.0	0.0	9.0	5.0
Волгоградская область	заочная; Частные	из них полученного за период с 1 октября прошлого года по  30 сентября текущего года / 09	1.0	1.0	7.0	7.0	0.0	0.0	10.0	10.0
Волгоградская область	заочная; Частные	из них полученного за период с 1 октября прошлого года по 30 сентября текущего года / 11	0.0	0.0	96.0	93.0	0.0	0.0	0.0	0.0
Волгоградская область	заочная; Частные	из них полученного за период с 1 октября прошлого года по 30 сентября текущего года / 13	0.0	0.0	6.0	6.0	0.0	0.0	0.0	0.0
Волгоградская область	заочная; Частные	из строки 03 – выпускники:  общеобразовательных организаций / 04	0.0	0.0	2.0	2.0	0.0	0.0	9.0	5.0
Волгоградская область	заочная; Частные	специальных учебно-воспитательных учреждений для  обучающихся с девиантным (общественно-опасным)  поведением / 06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Волгоградская область	заочная; Частные	среднего профессионального по программам подготовки  квалифицированных рабочих, служащих / 08	8.0	5.0	10.0	10.0	0.0	0.0	22.0	22.0
Волгоградская область	заочная; Частные	среднего профессионального по программам подготовки  специалистов среднего звена / 10	0.0	0.0	239.0	159.0	0.0	0.0	31.0	17.0
Волгоградская область	очная; Частные	Всего (сумма строк 02, 08, 10, 12, 13, 14, 16) / 01	0.0	0.0	172.0	130.0	0.0	0.0	62.0	49.0
Волгоградская область	очная; Частные	в том числе поступали на базе образования:  среднего общего / 02	0.0	0.0	88.0	53.0	0.0	0.0	43.0	33.0
Волгоградская область	очная; Частные	высшего, подтвержденного дипломом: бакалавра / 12	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0
Волгоградская область	очная; Частные	высшего, подтвержденного дипломом: магистра / 16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Волгоградская область	очная; Частные	высшего, подтвержденного дипломом: специалиста / 14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Волгоградская область	очная; Частные	других организаций, осуществляющих образовательную  деятельность по программам среднего общего образования / 07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Волгоградская область	очная; Частные	из них отдельных общеобразовательных организаций, осуществляющих обучение по адаптированным основным  общеобразовательным программам / 05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Волгоградская область	очная; Частные	из них полученного за период с 1 октября прошлого года  по 30 сентября текущего года / 15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Волгоградская область	очная; Частные	из них полученного за период с 1 октября прошлого года  по 30 сентября текущего года / 17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Волгоградская область	очная; Частные	из них полученного за период с 1 октября прошлого года по  30 сентября текущего года (сумма стр. 04, 06, 07) / 03	0.0	0.0	72.0	45.0	0.0	0.0	6.0	1.0
Волгоградская область	очная; Частные	из них полученного за период с 1 октября прошлого года по  30 сентября текущего года / 09	0.0	0.0	11.0	11.0	0.0	0.0	11.0	10.0
Волгоградская область	очная; Частные	из них полученного за период с 1 октября прошлого года по 30 сентября текущего года / 11	0.0	0.0	18.0	17.0	0.0	0.0	0.0	0.0
Волгоградская область	очная; Частные	из них полученного за период с 1 октября прошлого года по 30 сентября текущего года / 13	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0
Волгоградская область	очная; Частные	из строки 03 – выпускники:  общеобразовательных организаций / 04	0.0	0.0	72.0	45.0	0.0	0.0	6.0	1.0
Волгоградская область	очная; Частные	специальных учебно-воспитательных учреждений для  обучающихся с девиантным (общественно-опасным)  поведением / 06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Волгоградская область	очная; Частные	среднего профессионального по программам подготовки  квалифицированных рабочих, служащих / 08	0.0	0.0	46.0	45.0	0.0	0.0	14.0	13.0
Волгоградская область	очная; Частные	среднего профессионального по программам подготовки  специалистов среднего звена / 10	0.0	0.0	37.0	31.0	0.0	0.0	5.0	3.0
Волгоградская область	очно-заочная; Частные	Всего (сумма строк 02, 08, 10, 12, 13, 14, 16) / 01	0.0	0.0	549.0	451.0	0.0	0.0	0.0	0.0
Волгоградская область	очно-заочная; Частные	в том числе поступали на базе образования:  среднего общего / 02	0.0	0.0	57.0	43.0	0.0	0.0	0.0	0.0
Волгоградская область	очно-заочная; Частные	высшего, подтвержденного дипломом: бакалавра / 12	0.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0
Волгоградская область	очно-заочная; Частные	высшего, подтвержденного дипломом: магистра / 16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Волгоградская область	очно-заочная; Частные	высшего, подтвержденного дипломом: специалиста / 14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Волгоградская область	очно-заочная; Частные	других организаций, осуществляющих образовательную  деятельность по программам среднего общего образования / 07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Волгоградская область	очно-заочная; Частные	из них отдельных общеобразовательных организаций, осуществляющих обучение по адаптированным основным  общеобразовательным программам / 05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Волгоградская область	очно-заочная; Частные	из них полученного за период с 1 октября прошлого года  по 30 сентября текущего года / 15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Волгоградская область	очно-заочная; Частные	из них полученного за период с 1 октября прошлого года  по 30 сентября текущего года / 17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Волгоградская область	очно-заочная; Частные	из них полученного за период с 1 октября прошлого года по  30 сентября текущего года (сумма стр. 04, 06, 07) / 03	0.0	0.0	28.0	23.0	0.0	0.0	0.0	0.0
Волгоградская область	очно-заочная; Частные	из них полученного за период с 1 октября прошлого года по  30 сентября текущего года / 09	0.0	0.0	108.0	101.0	0.0	0.0	0.0	0.0
Волгоградская область	очно-заочная; Частные	из них полученного за период с 1 октября прошлого года по 30 сентября текущего года / 11	0.0	0.0	18.0	18.0	0.0	0.0	0.0	0.0
Волгоградская область	очно-заочная; Частные	из них полученного за период с 1 октября прошлого года по 30 сентября текущего года / 13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Волгоградская область	очно-заочная; Частные	из строки 03 – выпускники:  общеобразовательных организаций / 04	0.0	0.0	28.0	23.0	0.0	0.0	0.0	0.0
Волгоградская область	очно-заочная; Частные	специальных учебно-воспитательных учреждений для  обучающихся с девиантным (общественно-опасным)  поведением / 06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Волгоградская область	очно-заочная; Частные	среднего профессионального по программам подготовки  квалифицированных рабочих, служащих / 08	0.0	0.0	172.0	161.0	0.0	0.0	0.0	0.0
Волгоградская область	очно-заочная; Частные	среднего профессионального по программам подготовки  специалистов среднего звена / 10	0.0	0.0	318.0	245.0	0.0	0.0	0.0	0.0
Вологодская область	Государственные, Муниципальные; заочная	Всего (сумма строк 02, 08, 10, 12, 13, 14, 16) / 01	3091.0	533.0	1393.0	553.0	0.0	0.0	307.0	102.0
Вологодская область	Государственные, Муниципальные; заочная	в том числе поступали на базе образования:  среднего общего / 02	577.0	38.0	307.0	126.0	0.0	0.0	71.0	13.0
Вологодская область	Государственные, Муниципальные; заочная	высшего, подтвержденного дипломом: бакалавра / 12	0.0	0.0	30.0	18.0	0.0	0.0	0.0	0.0
Вологодская область	Государственные, Муниципальные; заочная	высшего, подтвержденного дипломом: магистра / 16	0.0	0.0	5.0	1.0	0.0	0.0	0.0	0.0
Вологодская область	Государственные, Муниципальные; заочная	высшего, подтвержденного дипломом: специалиста / 14	0.0	0.0	31.0	18.0	0.0	0.0	3.0	0.0
Вологодская область	Государственные, Муниципальные; заочная	других организаций, осуществляющих образовательную  деятельность по программам среднего общего образования / 07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Вологодская область	Государственные, Муниципальные; заочная	из них отдельных общеобразовательных организаций, осуществляющих обучение по адаптированным основным  общеобразовательным программам / 05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Вологодская область	Государственные, Муниципальные; заочная	из них полученного за период с 1 октября прошлого года  по 30 сентября текущего года / 15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Вологодская область	Государственные, Муниципальные; заочная	из них полученного за период с 1 октября прошлого года  по 30 сентября текущего года / 17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Вологодская область	Государственные, Муниципальные; заочная	из них полученного за период с 1 октября прошлого года по  30 сентября текущего года (сумма стр. 04, 06, 07) / 03	372.0	22.0	178.0	82.0	0.0	0.0	66.0	10.0
Вологодская область	Государственные, Муниципальные; заочная	из них полученного за период с 1 октября прошлого года по  30 сентября текущего года / 09	12.0	6.0	2.0	2.0	0.0	0.0	0.0	0.0
Вологодская область	Государственные, Муниципальные; заочная	из них полученного за период с 1 октября прошлого года по 30 сентября текущего года / 11	816.0	130.0	361.0	188.0	0.0	0.0	144.0	52.0
Вологодская область	Государственные, Муниципальные; заочная	из них полученного за период с 1 октября прошлого года по 30 сентября текущего года / 13	0.0	0.0	16.0	11.0	0.0	0.0	0.0	0.0
Вологодская область	Государственные, Муниципальные; заочная	из строки 03 – выпускники:  общеобразовательных организаций / 04	372.0	22.0	178.0	82.0	0.0	0.0	66.0	10.0
Вологодская область	Государственные, Муниципальные; заочная	специальных учебно-воспитательных учреждений для  обучающихся с девиантным (общественно-опасным)  поведением / 06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Вологодская область	Государственные, Муниципальные; заочная	среднего профессионального по программам подготовки  квалифицированных рабочих, служащих / 08	258.0	61.0	89.0	20.0	0.0	0.0	8.0	0.0
Вологодская область	Государственные, Муниципальные; заочная	среднего профессионального по программам подготовки  специалистов среднего звена / 10	2256.0	434.0	931.0	370.0	0.0	0.0	225.0	89.0
Вологодская область	Государственные, Муниципальные; очная	Всего (сумма строк 02, 08, 10, 12, 13, 14, 16) / 01	15038.0	2029.0	1689.0	278.0	607.0	138.0	329.0	69.0
Вологодская область	Государственные, Муниципальные; очная	в том числе поступали на базе образования:  среднего общего / 02	13105.0	1469.0	1588.0	252.0	511.0	92.0	306.0	67.0
Вологодская область	Государственные, Муниципальные; очная	высшего, подтвержденного дипломом: бакалавра / 12	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
Вологодская область	Государственные, Муниципальные; очная	высшего, подтвержденного дипломом: магистра / 16	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
Вологодская область	Государственные, Муниципальные; очная	высшего, подтвержденного дипломом: специалиста / 14	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0
Вологодская область	Государственные, Муниципальные; очная	других организаций, осуществляющих образовательную  деятельность по программам среднего общего образования / 07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Вологодская область	Государственные, Муниципальные; очная	из них отдельных общеобразовательных организаций, осуществляющих обучение по адаптированным основным  общеобразовательным программам / 05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Вологодская область	Государственные, Муниципальные; очная	из них полученного за период с 1 октября прошлого года  по 30 сентября текущего года / 15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Вологодская область	Государственные, Муниципальные; очная	из них полученного за период с 1 октября прошлого года  по 30 сентября текущего года / 17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Вологодская область	Государственные, Муниципальные; очная	из них полученного за период с 1 октября прошлого года по  30 сентября текущего года (сумма стр. 04, 06, 07) / 03	12032.0	1224.0	1442.0	239.0	449.0	73.0	293.0	65.0
Вологодская область	Государственные, Муниципальные; очная	из них полученного за период с 1 октября прошлого года по  30 сентября текущего года / 09	27.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0
Вологодская область	Государственные, Муниципальные; очная	из них полученного за период с 1 октября прошлого года по 30 сентября текущего года / 11	813.0	261.0	63.0	22.0	61.0	30.0	15.0	2.0
Вологодская область	Государственные, Муниципальные; очная	из них полученного за период с 1 октября прошлого года по 30 сентября текущего года / 13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Вологодская область	Государственные, Муниципальные; очная	из строки 03 – выпускники:  общеобразовательных организаций / 04	12032.0	1224.0	1442.0	239.0	449.0	73.0	293.0	65.0
Вологодская область	Государственные, Муниципальные; очная	специальных учебно-воспитательных учреждений для  обучающихся с девиантным (общественно-опасным)  поведением / 06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Вологодская область	Государственные, Муниципальные; очная	среднего профессионального по программам подготовки  квалифицированных рабочих, служащих / 08	124.0	37.0	0.0	0.0	0.0	0.0	0.0	0.0
Вологодская область	Государственные, Муниципальные; очная	среднего профессионального по программам подготовки  специалистов среднего звена / 10	1809.0	523.0	92.0	26.0	96.0	46.0	22.0	2.0
Вологодская область	Государственные, Муниципальные; очно-заочная	Всего (сумма строк 02, 08, 10, 12, 13, 14, 16) / 01	194.0	35.0	758.0	388.0	112.0	47.0	41.0	29.0
Вологодская область	Государственные, Муниципальные; очно-заочная	в том числе поступали на базе образования:  среднего общего / 02	81.0	5.0	277.0	89.0	14.0	0.0	5.0	0.0
Вологодская область	Государственные, Муниципальные; очно-заочная	высшего, подтвержденного дипломом: бакалавра / 12	0.0	0.0	4.0	3.0	0.0	0.0	5.0	4.0
Вологодская область	Государственные, Муниципальные; очно-заочная	высшего, подтвержденного дипломом: магистра / 16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Вологодская область	Государственные, Муниципальные; очно-заочная	высшего, подтвержденного дипломом: специалиста / 14	0.0	0.0	10.0	9.0	0.0	0.0	4.0	4.0
Вологодская область	Государственные, Муниципальные; очно-заочная	других организаций, осуществляющих образовательную  деятельность по программам среднего общего образования / 07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Вологодская область	Государственные, Муниципальные; очно-заочная	из них отдельных общеобразовательных организаций, осуществляющих обучение по адаптированным основным  общеобразовательным программам / 05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Вологодская область	Государственные, Муниципальные; очно-заочная	из них полученного за период с 1 октября прошлого года  по 30 сентября текущего года / 15	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
Вологодская область	Государственные, Муниципальные; очно-заочная	из них полученного за период с 1 октября прошлого года  по 30 сентября текущего года / 17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Вологодская область	Государственные, Муниципальные; очно-заочная	из них полученного за период с 1 октября прошлого года по  30 сентября текущего года (сумма стр. 04, 06, 07) / 03	73.0	5.0	223.0	62.0	5.0	0.0	0.0	0.0
Вологодская область	Государственные, Муниципальные; очно-заочная	из них полученного за период с 1 октября прошлого года по  30 сентября текущего года / 09	11.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Вологодская область	Государственные, Муниципальные; очно-заочная	из них полученного за период с 1 октября прошлого года по 30 сентября текущего года / 11	31.0	8.0	241.0	159.0	71.0	36.0	17.0	17.0
Вологодская область	Государственные, Муниципальные; очно-заочная	из них полученного за период с 1 октября прошлого года по 30 сентября текущего года / 13	0.0	0.0	0.0	0.0	0.0	0.0	3.0	3.0
Вологодская область	Государственные, Муниципальные; очно-заочная	из строки 03 – выпускники:  общеобразовательных организаций / 04	73.0	5.0	223.0	62.0	5.0	0.0	0.0	0.0
Вологодская область	Государственные, Муниципальные; очно-заочная	специальных учебно-воспитательных учреждений для  обучающихся с девиантным (общественно-опасным)  поведением / 06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Вологодская область	Государственные, Муниципальные; очно-заочная	среднего профессионального по программам подготовки  квалифицированных рабочих, служащих / 08	16.0	3.0	18.0	11.0	0.0	0.0	0.0	0.0
Вологодская область	Государственные, Муниципальные; очно-заочная	среднего профессионального по программам подготовки  специалистов среднего звена / 10	97.0	27.0	449.0	276.0	98.0	47.0	27.0	21.0
Воронежская область	Государственные, Муниципальные; заочная	Всего (сумма строк 02, 08, 10, 12, 13, 14, 16) / 01	7610.0	1575.0	5514.0	2532.0	449.0	132.0	1043.0	638.0
Воронежская область	Государственные, Муниципальные; заочная	в том числе поступали на базе образования:  среднего общего / 02	2570.0	250.0	1060.0	277.0	52.0	12.0	140.0	58.0
Воронежская область	Государственные, Муниципальные; заочная	высшего, подтвержденного дипломом: бакалавра / 12	0.0	0.0	155.0	100.0	0.0	0.0	14.0	8.0
Воронежская область	Государственные, Муниципальные; заочная	высшего, подтвержденного дипломом: магистра / 16	0.0	0.0	7.0	3.0	0.0	0.0	2.0	0.0
Воронежская область	Государственные, Муниципальные; заочная	высшего, подтвержденного дипломом: специалиста / 14	0.0	0.0	91.0	46.0	0.0	0.0	3.0	2.0
Воронежская область	Государственные, Муниципальные; заочная	других организаций, осуществляющих образовательную  деятельность по программам среднего общего образования / 07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Воронежская область	Государственные, Муниципальные; заочная	из них отдельных общеобразовательных организаций, осуществляющих обучение по адаптированным основным  общеобразовательным программам / 05	63.0	13.0	21.0	0.0	0.0	0.0	4.0	4.0
Воронежская область	Государственные, Муниципальные; заочная	из них полученного за период с 1 октября прошлого года  по 30 сентября текущего года / 15	0.0	0.0	12.0	10.0	0.0	0.0	0.0	0.0
Воронежская область	Государственные, Муниципальные; заочная	из них полученного за период с 1 октября прошлого года  по 30 сентября текущего года / 17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Воронежская область	Государственные, Муниципальные; заочная	из них полученного за период с 1 октября прошлого года по  30 сентября текущего года (сумма стр. 04, 06, 07) / 03	1485.0	89.0	556.0	92.0	14.0	2.0	88.0	25.0
Воронежская область	Государственные, Муниципальные; заочная	из них полученного за период с 1 октября прошлого года по  30 сентября текущего года / 09	73.0	28.0	28.0	10.0	0.0	0.0	4.0	2.0
Воронежская область	Государственные, Муниципальные; заочная	из них полученного за период с 1 октября прошлого года по 30 сентября текущего года / 11	2795.0	691.0	2281.0	962.0	161.0	61.0	520.0	353.0
Воронежская область	Государственные, Муниципальные; заочная	из них полученного за период с 1 октября прошлого года по 30 сентября текущего года / 13	0.0	0.0	37.0	29.0	0.0	0.0	5.0	5.0
Воронежская область	Государственные, Муниципальные; заочная	из строки 03 – выпускники:  общеобразовательных организаций / 04	1485.0	89.0	556.0	92.0	14.0	2.0	88.0	25.0
Воронежская область	Государственные, Муниципальные; заочная	специальных учебно-воспитательных учреждений для  обучающихся с девиантным (общественно-опасным)  поведением / 06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Воронежская область	Государственные, Муниципальные; заочная	среднего профессионального по программам подготовки  квалифицированных рабочих, служащих / 08	181.0	41.0	60.0	26.0	0.0	0.0	4.0	2.0
Воронежская область	Государственные, Муниципальные; заочная	среднего профессионального по программам подготовки  специалистов среднего звена / 10	4859.0	1284.0	4141.0	2080.0	397.0	120.0	880.0	568.0
Воронежская область	Государственные, Муниципальные; очная	Всего (сумма строк 02, 08, 10, 12, 13, 14, 16) / 01	64750.0	5471.0	15079.0	2956.0	19913.0	1482.0	10340.0	1723.0
Воронежская область	Государственные, Муниципальные; очная	в том числе поступали на базе образования:  среднего общего / 02	61599.0	4484.0	14405.0	2683.0	19059.0	1325.0	9821.0	1576.0
Воронежская область	Государственные, Муниципальные; очная	высшего, подтвержденного дипломом: бакалавра / 12	0.0	0.0	42.0	6.0	0.0	0.0	21.0	7.0
Воронежская область	Государственные, Муниципальные; очная	высшего, подтвержденного дипломом: магистра / 16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Воронежская область	Государственные, Муниципальные; очная	высшего, подтвержденного дипломом: специалиста / 14	0.0	0.0	9.0	3.0	0.0	0.0	5.0	3.0
Воронежская область	Государственные, Муниципальные; очная	других организаций, осуществляющих образовательную  деятельность по программам среднего общего образования / 07	2.0	1.0	0.0	0.0	40.0	0.0	5.0	5.0
Воронежская область	Государственные, Муниципальные; очная	из них отдельных общеобразовательных организаций, осуществляющих обучение по адаптированным основным  общеобразовательным программам / 05	5.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0
Воронежская область	Государственные, Муниципальные; очная	из них полученного за период с 1 октября прошлого года  по 30 сентября текущего года / 15	0.0	0.0	1.0	0.0	0.0	0.0	2.0	1.0
Воронежская область	Государственные, Муниципальные; очная	из них полученного за период с 1 октября прошлого года  по 30 сентября текущего года / 17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Воронежская область	Государственные, Муниципальные; очная	из них полученного за период с 1 октября прошлого года по  30 сентября текущего года (сумма стр. 04, 06, 07) / 03	58807.0	4132.0	13620.0	2467.0	18088.0	1251.0	9052.0	1382.0
Воронежская область	Государственные, Муниципальные; очная	из них полученного за период с 1 октября прошлого года по  30 сентября текущего года / 09	183.0	54.0	17.0	9.0	71.0	27.0	7.0	4.0
