region	tags	indicator	Программы бакалавриата / Обучение за счет бюджетных ассигнований федерального бюджета, бюджета субъекта Российской Федерации, местного бюджета / подано заявлений / 3	Программы бакалавриата / Обучение за счет бюджетных ассигнований федерального бюджета, бюджета субъекта Российской Федерации, местного бюджета / принято / 4	Программы бакалавриата / Обучение за счет бюджетных ассигнований федерального бюджета, бюджета субъекта Российской Федерации, местного бюджета / из них лиц, имеющих преимущест-венное право зачисления / 5	Программы бакалавриата / Обучение по договорам об оказании платных образовательных услуг / подано заявлений / 6	Программы бакалавриата / Обучение по договорам об оказании платных образовательных услуг / принято / 7	Программы бакалавриата / Обучение по договорам об оказании платных образовательных услуг / из них лиц, имеющих преимущест-венное право зачисления / 8	Программы специалитета / Обучение за счет бюджетных ассигнований федерального бюджета, бюджета субъекта Российской Федерации, местного бюджета / подано заявлений / 9	Программы специалитета / Обучение за счет бюджетных ассигнований федерального бюджета, бюджета субъекта Российской Федерации, местного бюджета / принято / 10	Программы специалитета / Обучение за счет бюджетных ассигнований федерального бюджета, бюджета субъекта Российской Федерации, местного бюджета / из них лиц, имеющих преимущест-венное право зачисления / 11	Программы специалитета / Обучение по договорам об оказании платных образовательных услуг / подано заявлений / 12	Программы специалитета / Обучение по договорам об оказании платных образовательных услуг / принято / 13	Программы специалитета / Обучение по договорам об оказании платных образовательных услуг / из них лиц, имеющих преимущест-венное право зачисления / 14
Владимирская область	Государственные, Муниципальные; очно-заочная	в том числе поступали на основании:  исключительно результатов ЕГЭ / 03	0.0	0.0	0.0	399.0	110.0	0.0	0.0	0.0	0.0	8.0	3.0	0.0
Владимирская область	Государственные, Муниципальные; очно-заочная	"ветераны боевых действий из числа лиц, указанных в подпунктах  1 - 4 пункта 1 статьи 3 Федерального закона от 12 января 1995 года № 5-ФЗ ""О ветеранах"" / 12"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Владимирская область	Государственные, Муниципальные; очно-заочная	дети-инвалиды, инвалиды I и II групп, инвалиды с детства,  инвалиды вследствие военной травмы или заболевания,  полученных в период прохождения военной службы / 11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Владимирская область	Государственные, Муниципальные; очно-заочная	из них (из строки 06) победители и призеры заключительного этапа  всероссийских олимпиад школьников / 07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Владимирская область	Государственные, Муниципальные; очно-заочная	из них (из строки 08): дети-сироты и дети, оставшиеся без попечения родителей / 09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Владимирская область	Государственные, Муниципальные; очно-заочная	из них (из строки 14) выпускники подготовительных  курсов при данной образовательной организации  высшего образования / 15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Владимирская область	Государственные, Муниципальные; очно-заочная	из строки 02 в том числе по условиям поступления:  прием без вступительных испытаний / 06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Владимирская область	Государственные, Муниципальные; очно-заочная	лица из числа детей-сирот и детей, оставшихся без попечения  родителей / 10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Владимирская область	Государственные, Муниципальные; очно-заочная	на места в пределах квоты приема лиц, имеющих особое право / 08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Владимирская область	Государственные, Муниципальные; очно-заочная	на места в рамках квоты приема на целевое обучение / 13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Владимирская область	Государственные, Муниципальные; очно-заочная	на места по общему конкурсу / 14	0.0	0.0	0.0	1834.0	1139.0	0.0	0.0	0.0	0.0	33.0	21.0	0.0
Владимирская область	Государственные, Муниципальные; очно-заочная	по результатам вступительных испытаний, проводимых  образовательной организацией высшего образования самостоятельно / 05	0.0	0.0	0.0	1384.0	999.0	0.0	0.0	0.0	0.0	25.0	18.0	0.0
Владимирская область	Государственные, Муниципальные; очно-заочная	результатов ЕГЭ и дополнительных вступительных испытаний / 04	0.0	0.0	0.0	51.0	30.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Владимирская область	заочная; Частные	Всего (сумма строк 02, 16) / 01	0.0	0.0	0.0	104.0	100.0	0.0	0.0	0.0	0.0	78.0	72.0	0.0
Владимирская область	заочная; Частные	Второе высшее образование / 16	0.0	0.0	0.0	4.0	4.0	0.0	0.0	0.0	0.0	6.0	6.0	0.0
Владимирская область	заочная; Частные	Первое высшее образование (сумма строк 03 - 05; сумма строк 06, 08, 13, 14) / 02	0.0	0.0	0.0	100.0	96.0	0.0	0.0	0.0	0.0	72.0	66.0	0.0
Владимирская область	заочная; Частные	в том числе поступали на основании:  исключительно результатов ЕГЭ / 03	0.0	0.0	0.0	5.0	5.0	0.0	0.0	0.0	0.0	4.0	4.0	0.0
Владимирская область	заочная; Частные	"ветераны боевых действий из числа лиц, указанных в подпунктах  1 - 4 пункта 1 статьи 3 Федерального закона от 12 января 1995 года № 5-ФЗ ""О ветеранах"" / 12"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Владимирская область	заочная; Частные	дети-инвалиды, инвалиды I и II групп, инвалиды с детства,  инвалиды вследствие военной травмы или заболевания,  полученных в период прохождения военной службы / 11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Владимирская область	заочная; Частные	из них (из строки 06) победители и призеры заключительного этапа  всероссийских олимпиад школьников / 07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Владимирская область	заочная; Частные	из них (из строки 08): дети-сироты и дети, оставшиеся без попечения родителей / 09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Владимирская область	заочная; Частные	из них (из строки 14) выпускники подготовительных  курсов при данной образовательной организации  высшего образования / 15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Владимирская область	заочная; Частные	из строки 02 в том числе по условиям поступления:  прием без вступительных испытаний / 06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Владимирская область	заочная; Частные	лица из числа детей-сирот и детей, оставшихся без попечения  родителей / 10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Владимирская область	заочная; Частные	на места в пределах квоты приема лиц, имеющих особое право / 08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Владимирская область	заочная; Частные	на места в рамках квоты приема на целевое обучение / 13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Владимирская область	заочная; Частные	на места по общему конкурсу / 14	0.0	0.0	0.0	100.0	96.0	0.0	0.0	0.0	0.0	72.0	66.0	0.0
Владимирская область	заочная; Частные	по результатам вступительных испытаний, проводимых  образовательной организацией высшего образования самостоятельно / 05	0.0	0.0	0.0	95.0	91.0	0.0	0.0	0.0	0.0	67.0	61.0	0.0
Владимирская область	заочная; Частные	результатов ЕГЭ и дополнительных вступительных испытаний / 04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0
Владимирская область	очная; Частные	Всего (сумма строк 02, 16) / 01	11.0	9.0	0.0	26.0	23.0	0.0	0.0	0.0	0.0	22.0	7.0	0.0
Владимирская область	очная; Частные	Второе высшее образование / 16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Владимирская область	очная; Частные	Первое высшее образование (сумма строк 03 - 05; сумма строк 06, 08, 13, 14) / 02	11.0	9.0	0.0	26.0	23.0	0.0	0.0	0.0	0.0	22.0	7.0	0.0
Владимирская область	очная; Частные	в том числе поступали на основании:  исключительно результатов ЕГЭ / 03	2.0	2.0	0.0	3.0	2.0	0.0	0.0	0.0	0.0	4.0	2.0	0.0
Владимирская область	очная; Частные	"ветераны боевых действий из числа лиц, указанных в подпунктах  1 - 4 пункта 1 статьи 3 Федерального закона от 12 января 1995 года № 5-ФЗ ""О ветеранах"" / 12"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Владимирская область	очная; Частные	дети-инвалиды, инвалиды I и II групп, инвалиды с детства,  инвалиды вследствие военной травмы или заболевания,  полученных в период прохождения военной службы / 11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Владимирская область	очная; Частные	из них (из строки 06) победители и призеры заключительного этапа  всероссийских олимпиад школьников / 07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Владимирская область	очная; Частные	из них (из строки 08): дети-сироты и дети, оставшиеся без попечения родителей / 09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Владимирская область	очная; Частные	из них (из строки 14) выпускники подготовительных  курсов при данной образовательной организации  высшего образования / 15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Владимирская область	очная; Частные	из строки 02 в том числе по условиям поступления:  прием без вступительных испытаний / 06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Владимирская область	очная; Частные	лица из числа детей-сирот и детей, оставшихся без попечения  родителей / 10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Владимирская область	очная; Частные	на места в пределах квоты приема лиц, имеющих особое право / 08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Владимирская область	очная; Частные	на места в рамках квоты приема на целевое обучение / 13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Владимирская область	очная; Частные	на места по общему конкурсу / 14	11.0	9.0	0.0	26.0	23.0	0.0	0.0	0.0	0.0	22.0	7.0	0.0
Владимирская область	очная; Частные	по результатам вступительных испытаний, проводимых  образовательной организацией высшего образования самостоятельно / 05	9.0	7.0	0.0	23.0	21.0	0.0	0.0	0.0	0.0	18.0	5.0	0.0
Владимирская область	очная; Частные	результатов ЕГЭ и дополнительных вступительных испытаний / 04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Владимирская область	очно-заочная; Частные	Всего (сумма строк 02, 16) / 01	0.0	0.0	0.0	54.0	48.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Владимирская область	очно-заочная; Частные	Второе высшее образование / 16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Владимирская область	очно-заочная; Частные	Первое высшее образование (сумма строк 03 - 05; сумма строк 06, 08, 13, 14) / 02	0.0	0.0	0.0	54.0	48.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Владимирская область	очно-заочная; Частные	в том числе поступали на основании:  исключительно результатов ЕГЭ / 03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Владимирская область	очно-заочная; Частные	"ветераны боевых действий из числа лиц, указанных в подпунктах  1 - 4 пункта 1 статьи 3 Федерального закона от 12 января 1995 года № 5-ФЗ ""О ветеранах"" / 12"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Владимирская область	очно-заочная; Частные	дети-инвалиды, инвалиды I и II групп, инвалиды с детства,  инвалиды вследствие военной травмы или заболевания,  полученных в период прохождения военной службы / 11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Владимирская область	очно-заочная; Частные	из них (из строки 06) победители и призеры заключительного этапа  всероссийских олимпиад школьников / 07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Владимирская область	очно-заочная; Частные	из них (из строки 08): дети-сироты и дети, оставшиеся без попечения родителей / 09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Владимирская область	очно-заочная; Частные	из них (из строки 14) выпускники подготовительных  курсов при данной образовательной организации  высшего образования / 15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Владимирская область	очно-заочная; Частные	из строки 02 в том числе по условиям поступления:  прием без вступительных испытаний / 06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Владимирская область	очно-заочная; Частные	лица из числа детей-сирот и детей, оставшихся без попечения  родителей / 10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Владимирская область	очно-заочная; Частные	на места в пределах квоты приема лиц, имеющих особое право / 08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Владимирская область	очно-заочная; Частные	на места в рамках квоты приема на целевое обучение / 13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Владимирская область	очно-заочная; Частные	на места по общему конкурсу / 14	0.0	0.0	0.0	54.0	48.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Владимирская область	очно-заочная; Частные	по результатам вступительных испытаний, проводимых  образовательной организацией высшего образования самостоятельно / 05	0.0	0.0	0.0	31.0	27.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Владимирская область	очно-заочная; Частные	результатов ЕГЭ и дополнительных вступительных испытаний / 04	0.0	0.0	0.0	23.0	21.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Волгоградская область	Государственные, Муниципальные; заочная	Всего (сумма строк 02, 16) / 01	3061.0	668.0	0.0	3328.0	1663.0	0.0	85.0	39.0	0.0	886.0	554.0	0.0
Волгоградская область	Государственные, Муниципальные; заочная	Второе высшее образование / 16	0.0	0.0	0.0	186.0	134.0	0.0	0.0	0.0	0.0	41.0	30.0	0.0
Волгоградская область	Государственные, Муниципальные; заочная	Первое высшее образование (сумма строк 03 - 05; сумма строк 06, 08, 13, 14) / 02	3061.0	668.0	0.0	3142.0	1529.0	0.0	85.0	39.0	0.0	845.0	524.0	0.0
Волгоградская область	Государственные, Муниципальные; заочная	в том числе поступали на основании:  исключительно результатов ЕГЭ / 03	881.0	74.0	0.0	654.0	150.0	0.0	0.0	0.0	0.0	254.0	95.0	0.0
Волгоградская область	Государственные, Муниципальные; заочная	"ветераны боевых действий из числа лиц, указанных в подпунктах  1 - 4 пункта 1 статьи 3 Федерального закона от 12 января 1995 года № 5-ФЗ ""О ветеранах"" / 12"	28.0	11.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Волгоградская область	Государственные, Муниципальные; заочная	дети-инвалиды, инвалиды I и II групп, инвалиды с детства,  инвалиды вследствие военной травмы или заболевания,  полученных в период прохождения военной службы / 11	10.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Волгоградская область	Государственные, Муниципальные; заочная	из них (из строки 06) победители и призеры заключительного этапа  всероссийских олимпиад школьников / 07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Волгоградская область	Государственные, Муниципальные; заочная	из них (из строки 08): дети-сироты и дети, оставшиеся без попечения родителей / 09	12.0	3.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0
Волгоградская область	Государственные, Муниципальные; заочная	из них (из строки 14) выпускники подготовительных  курсов при данной образовательной организации  высшего образования / 15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Волгоградская область	Государственные, Муниципальные; заочная	из строки 02 в том числе по условиям поступления:  прием без вступительных испытаний / 06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Волгоградская область	Государственные, Муниципальные; заочная	лица из числа детей-сирот и детей, оставшихся без попечения  родителей / 10	4.0	2.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0
Волгоградская область	Государственные, Муниципальные; заочная	на места в пределах квоты приема лиц, имеющих особое право / 08	52.0	19.0	7.0	0.0	0.0	0.0	2.0	2.0	1.0	0.0	0.0	0.0
Волгоградская область	Государственные, Муниципальные; заочная	на места в рамках квоты приема на целевое обучение / 13	20.0	17.0	0.0	0.0	0.0	0.0	7.0	7.0	0.0	0.0	0.0	0.0
Волгоградская область	Государственные, Муниципальные; заочная	на места по общему конкурсу / 14	2989.0	632.0	0.0	3142.0	1529.0	0.0	76.0	30.0	0.0	845.0	524.0	0.0
Волгоградская область	Государственные, Муниципальные; заочная	по результатам вступительных испытаний, проводимых  образовательной организацией высшего образования самостоятельно / 05	2095.0	574.0	0.0	2418.0	1348.0	0.0	81.0	37.0	0.0	584.0	423.0	0.0
Волгоградская область	Государственные, Муниципальные; заочная	результатов ЕГЭ и дополнительных вступительных испытаний / 04	85.0	20.0	0.0	70.0	31.0	0.0	4.0	2.0	0.0	7.0	6.0	0.0
Волгоградская область	Государственные, Муниципальные; очная	Всего (сумма строк 02, 16) / 01	46777.0	4537.0	0.0	11185.0	1502.0	0.0	16954.0	1082.0	0.0	9079.0	1504.0	0.0
Волгоградская область	Государственные, Муниципальные; очная	Второе высшее образование / 16	0.0	0.0	0.0	43.0	0.0	0.0	0.0	0.0	0.0	126.0	7.0	0.0
Волгоградская область	Государственные, Муниципальные; очная	Первое высшее образование (сумма строк 03 - 05; сумма строк 06, 08, 13, 14) / 02	46777.0	4537.0	0.0	11142.0	1502.0	0.0	16954.0	1082.0	0.0	8953.0	1497.0	0.0
Волгоградская область	Государственные, Муниципальные; очная	в том числе поступали на основании:  исключительно результатов ЕГЭ / 03	41292.0	2905.0	0.0	9305.0	899.0	0.0	15528.0	844.0	0.0	7644.0	692.0	0.0
Волгоградская область	Государственные, Муниципальные; очная	"ветераны боевых действий из числа лиц, указанных в подпунктах  1 - 4 пункта 1 статьи 3 Федерального закона от 12 января 1995 года № 5-ФЗ ""О ветеранах"" / 12"	5.0	5.0	3.0	0.0	0.0	0.0	56.0	8.0	1.0	0.0	0.0	0.0
Волгоградская область	Государственные, Муниципальные; очная	дети-инвалиды, инвалиды I и II групп, инвалиды с детства,  инвалиды вследствие военной травмы или заболевания,  полученных в период прохождения военной службы / 11	295.0	59.0	8.0	0.0	0.0	0.0	302.0	39.0	1.0	0.0	0.0	0.0
Волгоградская область	Государственные, Муниципальные; очная	из них (из строки 06) победители и призеры заключительного этапа  всероссийских олимпиад школьников / 07	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Волгоградская область	Государственные, Муниципальные; очная	из них (из строки 08): дети-сироты и дети, оставшиеся без попечения родителей / 09	202.0	53.0	5.0	0.0	0.0	0.0	43.0	11.0	3.0	0.0	0.0	0.0
Волгоградская область	Государственные, Муниципальные; очная	из них (из строки 14) выпускники подготовительных  курсов при данной образовательной организации  высшего образования / 15	94.0	25.0	0.0	0.0	0.0	0.0	10.0	6.0	0.0	0.0	0.0	0.0
Волгоградская область	Государственные, Муниципальные; очная	из строки 02 в том числе по условиям поступления:  прием без вступительных испытаний / 06	976.0	107.0	1.0	70.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Волгоградская область	Государственные, Муниципальные; очная	лица из числа детей-сирот и детей, оставшихся без попечения  родителей / 10	158.0	31.0	4.0	0.0	0.0	0.0	29.0	9.0	0.0	0.0	0.0	0.0
Волгоградская область	Государственные, Муниципальные; очная	на места в пределах квоты приема лиц, имеющих особое право / 08	660.0	147.0	20.0	0.0	0.0	0.0	428.0	67.0	5.0	0.0	0.0	0.0
Волгоградская область	Государственные, Муниципальные; очная	на места в рамках квоты приема на целевое обучение / 13	284.0	171.0	10.0	0.0	0.0	0.0	730.0	332.0	1.0	0.0	0.0	0.0
Волгоградская область	Государственные, Муниципальные; очная	на места по общему конкурсу / 14	44857.0	4112.0	10.0	11072.0	1502.0	2.0	15796.0	683.0	3.0	8953.0	1497.0	1.0
Волгоградская область	Государственные, Муниципальные; очная	по результатам вступительных испытаний, проводимых  образовательной организацией высшего образования самостоятельно / 05	4700.0	1372.0	0.0	1432.0	567.0	0.0	1163.0	192.0	0.0	1250.0	799.0	0.0
Волгоградская область	Государственные, Муниципальные; очная	результатов ЕГЭ и дополнительных вступительных испытаний / 04	785.0	260.0	0.0	405.0	36.0	0.0	263.0	46.0	0.0	59.0	6.0	0.0
Волгоградская область	Государственные, Муниципальные; очно-заочная	Всего (сумма строк 02, 16) / 01	533.0	136.0	0.0	1703.0	1099.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0
Волгоградская область	Государственные, Муниципальные; очно-заочная	Второе высшее образование / 16	0.0	0.0	0.0	90.0	57.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Волгоградская область	Государственные, Муниципальные; очно-заочная	Первое высшее образование (сумма строк 03 - 05; сумма строк 06, 08, 13, 14) / 02	533.0	136.0	0.0	1613.0	1042.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0
Волгоградская область	Государственные, Муниципальные; очно-заочная	в том числе поступали на основании:  исключительно результатов ЕГЭ / 03	166.0	21.0	0.0	379.0	114.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0
Волгоградская область	Государственные, Муниципальные; очно-заочная	"ветераны боевых действий из числа лиц, указанных в подпунктах  1 - 4 пункта 1 статьи 3 Федерального закона от 12 января 1995 года № 5-ФЗ ""О ветеранах"" / 12"	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Волгоградская область	Государственные, Муниципальные; очно-заочная	дети-инвалиды, инвалиды I и II групп, инвалиды с детства,  инвалиды вследствие военной травмы или заболевания,  полученных в период прохождения военной службы / 11	4.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Волгоградская область	Государственные, Муниципальные; очно-заочная	из них (из строки 06) победители и призеры заключительного этапа  всероссийских олимпиад школьников / 07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Волгоградская область	Государственные, Муниципальные; очно-заочная	из них (из строки 08): дети-сироты и дети, оставшиеся без попечения родителей / 09	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Волгоградская область	Государственные, Муниципальные; очно-заочная	из них (из строки 14) выпускники подготовительных  курсов при данной образовательной организации  высшего образования / 15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Волгоградская область	Государственные, Муниципальные; очно-заочная	из строки 02 в том числе по условиям поступления:  прием без вступительных испытаний / 06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Волгоградская область	Государственные, Муниципальные; очно-заочная	лица из числа детей-сирот и детей, оставшихся без попечения  родителей / 10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Волгоградская область	Государственные, Муниципальные; очно-заочная	на места в пределах квоты приема лиц, имеющих особое право / 08	6.0	3.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Волгоградская область	Государственные, Муниципальные; очно-заочная	на места в рамках квоты приема на целевое обучение / 13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Волгоградская область	Государственные, Муниципальные; очно-заочная	на места по общему конкурсу / 14	527.0	133.0	0.0	1613.0	1042.0	1.0	0.0	0.0	0.0	2.0	1.0	0.0
Волгоградская область	Государственные, Муниципальные; очно-заочная	по результатам вступительных испытаний, проводимых  образовательной организацией высшего образования самостоятельно / 05	363.0	112.0	0.0	1212.0	916.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
Волгоградская область	Государственные, Муниципальные; очно-заочная	результатов ЕГЭ и дополнительных вступительных испытаний / 04	4.0	3.0	0.0	22.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Волгоградская область	заочная; Частные	Всего (сумма строк 02, 16) / 01	11.0	5.0	0.0	347.0	249.0	0.0	0.0	0.0	0.0	62.0	44.0	0.0
Волгоградская область	заочная; Частные	Второе высшее образование / 16	0.0	0.0	0.0	73.0	56.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Волгоградская область	заочная; Частные	Первое высшее образование (сумма строк 03 - 05; сумма строк 06, 08, 13, 14) / 02	11.0	5.0	0.0	274.0	193.0	0.0	0.0	0.0	0.0	62.0	44.0	0.0
Волгоградская область	заочная; Частные	в том числе поступали на основании:  исключительно результатов ЕГЭ / 03	1.0	0.0	0.0	3.0	2.0	0.0	0.0	0.0	0.0	5.0	4.0	0.0
Волгоградская область	заочная; Частные	"ветераны боевых действий из числа лиц, указанных в подпунктах  1 - 4 пункта 1 статьи 3 Федерального закона от 12 января 1995 года № 5-ФЗ ""О ветеранах"" / 12"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Волгоградская область	заочная; Частные	дети-инвалиды, инвалиды I и II групп, инвалиды с детства,  инвалиды вследствие военной травмы или заболевания,  полученных в период прохождения военной службы / 11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Волгоградская область	заочная; Частные	из них (из строки 06) победители и призеры заключительного этапа  всероссийских олимпиад школьников / 07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Волгоградская область	заочная; Частные	из них (из строки 08): дети-сироты и дети, оставшиеся без попечения родителей / 09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Волгоградская область	заочная; Частные	из них (из строки 14) выпускники подготовительных  курсов при данной образовательной организации  высшего образования / 15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Волгоградская область	заочная; Частные	из строки 02 в том числе по условиям поступления:  прием без вступительных испытаний / 06	0.0	0.0	0.0	25.0	17.0	0.0	0.0	0.0	0.0	31.0	17.0	0.0
Волгоградская область	заочная; Частные	лица из числа детей-сирот и детей, оставшихся без попечения  родителей / 10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Волгоградская область	заочная; Частные	на места в пределах квоты приема лиц, имеющих особое право / 08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Волгоградская область	заочная; Частные	на места в рамках квоты приема на целевое обучение / 13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Волгоградская область	заочная; Частные	на места по общему конкурсу / 14	11.0	5.0	0.0	249.0	176.0	0.0	0.0	0.0	0.0	31.0	27.0	0.0
Волгоградская область	заочная; Частные	по результатам вступительных испытаний, проводимых  образовательной организацией высшего образования самостоятельно / 05	10.0	5.0	0.0	267.0	190.0	0.0	0.0	0.0	0.0	57.0	40.0	0.0
Волгоградская область	заочная; Частные	результатов ЕГЭ и дополнительных вступительных испытаний / 04	0.0	0.0	0.0	4.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Волгоградская область	очная; Частные	Всего (сумма строк 02, 16) / 01	0.0	0.0	0.0	172.0	130.0	0.0	0.0	0.0	0.0	62.0	49.0	0.0
Волгоградская область	очная; Частные	Второе высшее образование / 16	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
