region	tags	indicator	Всего (сумма гр.4, 6, 8, 10, 12, 14, 16, 18, 20, 22) > 3.0	Число полных лет по состоянию на 1 января следующего года > 25 – 29 > всего > 6.0	Число полных лет по состоянию на 1 января следующего года > 25 – 29 > из них жен-щины > 7.0	Число полных лет по состоянию на 1 января следующего года > 30 – 34 > всего > 8.0	Число полных лет по состоянию на 1 января следующего года > 30 – 34 > из них жен-щины > 9.0	Число полных лет по состоянию на 1 января следующего года > 35 – 39 > всего > 10.0	Число полных лет по состоянию на 1 января следующего года > 35 – 39 > из них жен-щины > 11.0	Число полных лет по состоянию на 1 января следующего года > 40 – 44 > всего > 12.0	Число полных лет по состоянию на 1 января следующего года > 40 – 44 > из них жен-щины > 13.0	Число полных лет по состоянию на 1 января следующего года > 45 – 49 > всего > 14.0	Число полных лет по состоянию на 1 января следующего года > 45 – 49 > из них жен-щины > 15.0	Число полных лет по состоянию на 1 января следующего года > 50 – 54 > всего > 16.0	Число полных лет по состоянию на 1 января следующего года > 50 – 54 > из них жен-щины > 17.0	Число полных лет по состоянию на 1 января следующего года > 55 – 59 > всего > 18.0	Число полных лет по состоянию на 1 января следующего года > 55 – 59 > из них жен-щины > 19.0	Число полных лет по состоянию на 1 января следующего года > 60 – 64 > всего > 20.0	Число полных лет по состоянию на 1 января следующего года > 60 – 64 > из них жен-щины > 21.0	Число полных лет по состоянию на 1 января следующего года > 65 и более > всего > 22.0	Число полных лет по состоянию на 1 января следующего года > 65 и более > из них жен-щины > 23.0	Число полных лет по состоянию на 1 января следующего года > моложе 25 лет > всего > 4.0	Число полных лет по состоянию на 1 января следующего года > моложе 25 лет > из них жен-щины > 5.0	Число полных лет по состоянию на 1 января следующего года > средний возраст, лет > 24.0
Владимирская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Из строки 02: преподаватели, осуществляющие деятельность по реализации образовательных программ: подготовки квалифицированных рабочих, служащих / 5.0	19.0	2.0	1.0	3.0	1.0	4.0	3.0	0.0	0.0	2.0	1.0	3.0	1.0	0.0	0.0	3.0	0.0	2.0	1.0	0.0	0.0	45.7
Владимирская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Из строки 02: преподаватели, осуществляющие деятельность по реализации образовательных программ: подготовки специалистов среднего звена / 6.0	229.0	16.0	12.0	19.0	9.0	40.0	18.0	28.0	17.0	34.0	26.0	28.0	24.0	18.0	17.0	15.0	7.0	17.0	12.0	14.0	5.0	44.9
Владимирская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Из строки 03: мастера производственного обучения, осуществляющие деятельность по реализации образовательных программ: подготовки квалифицированных рабочих, служащих / 7.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	56.0
Владимирская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Из строки 03: мастера производственного обучения, осуществляющие деятельность по реализации образовательных программ: подготовки специалистов среднего звена / 8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Владимирская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Педагогические работники - всего  / 1.0	325.0	24.0	16.0	34.0	12.0	56.0	29.0	35.0	19.0	47.0	32.0	38.0	30.0	24.0	19.0	24.0	11.0	21.0	13.0	22.0	6.0	44.2
Владимирская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Учебно-вспомогательный персонал / 4.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	43.0
Владимирская область	Частные; Сведения об организации, реализуемых программах и персонале	"   из них: 
   преподаватели / 2.0"	48.0	4.0	2.0	4.0	2.0	6.0	5.0	11.0	8.0	4.0	4.0	5.0	5.0	2.0	2.0	3.0	2.0	4.0	2.0	5.0	5.0	42.5
Владимирская область	Частные; Сведения об организации, реализуемых программах и персонале	   мастера производственного обучения / 3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Владимирская область	Частные; Сведения об организации, реализуемых программах и персонале	Из строки 02: преподаватели, осуществляющие деятельность по реализации образовательных программ: подготовки квалифицированных рабочих, служащих / 5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Владимирская область	Частные; Сведения об организации, реализуемых программах и персонале	Из строки 02: преподаватели, осуществляющие деятельность по реализации образовательных программ: подготовки специалистов среднего звена / 6.0	48.0	4.0	2.0	4.0	2.0	6.0	5.0	11.0	8.0	4.0	4.0	5.0	5.0	2.0	2.0	3.0	2.0	4.0	2.0	5.0	5.0	42.5
Владимирская область	Частные; Сведения об организации, реализуемых программах и персонале	Из строки 03: мастера производственного обучения, осуществляющие деятельность по реализации образовательных программ: подготовки квалифицированных рабочих, служащих / 7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Владимирская область	Частные; Сведения об организации, реализуемых программах и персонале	Из строки 03: мастера производственного обучения, осуществляющие деятельность по реализации образовательных программ: подготовки специалистов среднего звена / 8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Владимирская область	Частные; Сведения об организации, реализуемых программах и персонале	Педагогические работники - всего  / 1.0	48.0	4.0	2.0	4.0	2.0	6.0	5.0	11.0	8.0	4.0	4.0	5.0	5.0	2.0	2.0	3.0	2.0	4.0	2.0	5.0	5.0	42.5
Владимирская область	Частные; Сведения об организации, реализуемых программах и персонале	Учебно-вспомогательный персонал / 4.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	22.0
Волгоградская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"   из них: 
   преподаватели / 2.0"	370.0	23.0	12.0	39.0	20.0	67.0	33.0	56.0	32.0	63.0	40.0	51.0	38.0	29.0	18.0	22.0	14.0	9.0	5.0	11.0	6.0	43.3
Волгоградская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	   мастера производственного обучения / 3.0	3.0	0.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	35.7
Волгоградская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Из строки 02: преподаватели, осуществляющие деятельность по реализации образовательных программ: подготовки квалифицированных рабочих, служащих / 5.0	18.0	2.0	1.0	0.0	0.0	5.0	2.0	4.0	4.0	1.0	1.0	2.0	1.0	1.0	0.0	2.0	2.0	0.0	0.0	1.0	1.0	41.6
Волгоградская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Из строки 02: преподаватели, осуществляющие деятельность по реализации образовательных программ: подготовки специалистов среднего звена / 6.0	327.0	21.0	11.0	36.0	18.0	60.0	30.0	46.0	24.0	60.0	38.0	44.0	34.0	26.0	16.0	18.0	10.0	8.0	5.0	8.0	4.0	43.3
Волгоградская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Из строки 03: мастера производственного обучения, осуществляющие деятельность по реализации образовательных программ: подготовки квалифицированных рабочих, служащих / 7.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33.0
Волгоградская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Из строки 03: мастера производственного обучения, осуществляющие деятельность по реализации образовательных программ: подготовки специалистов среднего звена / 8.0	2.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	37.0
Волгоградская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Педагогические работники - всего  / 1.0	406.0	24.0	12.0	43.0	22.0	69.0	35.0	63.0	33.0	69.0	43.0	52.0	39.0	35.0	23.0	26.0	17.0	11.0	7.0	14.0	9.0	43.5
Волгоградская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Учебно-вспомогательный персонал / 4.0	16.0	1.0	1.0	2.0	1.0	4.0	2.0	2.0	1.0	5.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	40.3
Волгоградская область	Частные; Сведения об организации, реализуемых программах и персонале	"   из них: 
   преподаватели / 2.0"	44.0	4.0	4.0	4.0	2.0	7.0	5.0	7.0	5.0	6.0	6.0	6.0	4.0	6.0	5.0	2.0	0.0	2.0	0.0	0.0	0.0	44.4
Волгоградская область	Частные; Сведения об организации, реализуемых программах и персонале	   мастера производственного обучения / 3.0	3.0	0.0	0.0	0.0	0.0	1.0	1.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	41.0
Волгоградская область	Частные; Сведения об организации, реализуемых программах и персонале	Из строки 02: преподаватели, осуществляющие деятельность по реализации образовательных программ: подготовки квалифицированных рабочих, служащих / 5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Волгоградская область	Частные; Сведения об организации, реализуемых программах и персонале	Из строки 02: преподаватели, осуществляющие деятельность по реализации образовательных программ: подготовки специалистов среднего звена / 6.0	44.0	4.0	4.0	4.0	2.0	7.0	5.0	7.0	5.0	6.0	6.0	6.0	4.0	6.0	5.0	2.0	0.0	2.0	0.0	0.0	0.0	44.4
Волгоградская область	Частные; Сведения об организации, реализуемых программах и персонале	Из строки 03: мастера производственного обучения, осуществляющие деятельность по реализации образовательных программ: подготовки квалифицированных рабочих, служащих / 7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Волгоградская область	Частные; Сведения об организации, реализуемых программах и персонале	Из строки 03: мастера производственного обучения, осуществляющие деятельность по реализации образовательных программ: подготовки специалистов среднего звена / 8.0	3.0	0.0	0.0	0.0	0.0	1.0	1.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	41.0
Волгоградская область	Частные; Сведения об организации, реализуемых программах и персонале	Педагогические работники - всего  / 1.0	48.0	4.0	4.0	4.0	2.0	8.0	6.0	9.0	6.0	6.0	6.0	6.0	4.0	7.0	5.0	2.0	0.0	2.0	0.0	0.0	0.0	44.3
Волгоградская область	Частные; Сведения об организации, реализуемых программах и персонале	Учебно-вспомогательный персонал / 4.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	59.0
Вологодская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"   из них: 
   преподаватели / 2.0"	258.0	21.0	17.0	26.0	15.0	37.0	28.0	51.0	31.0	45.0	34.0	25.0	18.0	24.0	21.0	11.0	8.0	10.0	7.0	8.0	6.0	43.1
Вологодская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	   мастера производственного обучения / 3.0	5.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	45.0
Вологодская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Из строки 02: преподаватели, осуществляющие деятельность по реализации образовательных программ: подготовки квалифицированных рабочих, служащих / 5.0	15.0	0.0	0.0	1.0	1.0	4.0	2.0	2.0	1.0	3.0	2.0	1.0	0.0	3.0	3.0	1.0	1.0	0.0	0.0	0.0	0.0	46.1
Вологодская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Из строки 02: преподаватели, осуществляющие деятельность по реализации образовательных программ: подготовки специалистов среднего звена / 6.0	243.0	21.0	17.0	25.0	14.0	33.0	26.0	49.0	30.0	42.0	32.0	24.0	18.0	21.0	18.0	10.0	7.0	10.0	7.0	8.0	6.0	43.0
Вологодская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Из строки 03: мастера производственного обучения, осуществляющие деятельность по реализации образовательных программ: подготовки квалифицированных рабочих, служащих / 7.0	2.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	44.5
Вологодская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Из строки 03: мастера производственного обучения, осуществляющие деятельность по реализации образовательных программ: подготовки специалистов среднего звена / 8.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	45.3
Вологодская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Педагогические работники - всего  / 1.0	281.0	23.0	19.0	28.0	17.0	41.0	29.0	54.0	32.0	50.0	36.0	27.0	20.0	28.0	24.0	11.0	8.0	11.0	7.0	8.0	6.0	43.2
Вологодская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Учебно-вспомогательный персонал / 4.0	13.0	0.0	0.0	1.0	0.0	3.0	1.0	1.0	0.0	5.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	41.8
Вологодская область	Частные; Сведения об организации, реализуемых программах и персонале	"   из них: 
   преподаватели / 2.0"	4.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	43.0
Вологодская область	Частные; Сведения об организации, реализуемых программах и персонале	   мастера производственного обучения / 3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Вологодская область	Частные; Сведения об организации, реализуемых программах и персонале	Из строки 02: преподаватели, осуществляющие деятельность по реализации образовательных программ: подготовки квалифицированных рабочих, служащих / 5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Вологодская область	Частные; Сведения об организации, реализуемых программах и персонале	Из строки 02: преподаватели, осуществляющие деятельность по реализации образовательных программ: подготовки специалистов среднего звена / 6.0	4.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	43.0
Вологодская область	Частные; Сведения об организации, реализуемых программах и персонале	Из строки 03: мастера производственного обучения, осуществляющие деятельность по реализации образовательных программ: подготовки квалифицированных рабочих, служащих / 7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Вологодская область	Частные; Сведения об организации, реализуемых программах и персонале	Из строки 03: мастера производственного обучения, осуществляющие деятельность по реализации образовательных программ: подготовки специалистов среднего звена / 8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Вологодская область	Частные; Сведения об организации, реализуемых программах и персонале	Педагогические работники - всего  / 1.0	4.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	43.0
Вологодская область	Частные; Сведения об организации, реализуемых программах и персонале	Учебно-вспомогательный персонал / 4.0	2.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	39.0
Воронежская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"   из них: 
   преподаватели / 2.0"	391.0	39.0	24.0	38.0	14.0	48.0	33.0	70.0	45.0	47.0	32.0	57.0	46.0	33.0	22.0	18.0	12.0	19.0	16.0	22.0	14.0	43.4
Воронежская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	   мастера производственного обучения / 3.0	11.0	2.0	1.0	0.0	0.0	2.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	38.8
Воронежская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Из строки 02: преподаватели, осуществляющие деятельность по реализации образовательных программ: подготовки квалифицированных рабочих, служащих / 5.0	38.0	2.0	0.0	3.0	1.0	5.0	3.0	4.0	3.0	6.0	4.0	5.0	3.0	7.0	4.0	1.0	1.0	2.0	2.0	3.0	2.0	44.0
Воронежская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Из строки 02: преподаватели, осуществляющие деятельность по реализации образовательных программ: подготовки специалистов среднего звена / 6.0	336.0	36.0	24.0	31.0	12.0	40.0	28.0	61.0	40.0	40.0	27.0	51.0	42.0	24.0	16.0	17.0	11.0	17.0	14.0	19.0	12.0	43.4
Воронежская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Из строки 03: мастера производственного обучения, осуществляющие деятельность по реализации образовательных программ: подготовки квалифицированных рабочих, служащих / 7.0	10.0	2.0	1.0	0.0	0.0	2.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	38.7
Воронежская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Из строки 03: мастера производственного обучения, осуществляющие деятельность по реализации образовательных программ: подготовки специалистов среднего звена / 8.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	40.0
Воронежская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Педагогические работники - всего  / 1.0	476.0	50.0	30.0	52.0	21.0	64.0	41.0	79.0	47.0	50.0	34.0	67.0	52.0	43.0	27.0	24.0	14.0	22.0	17.0	25.0	16.0	43.1
Воронежская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Учебно-вспомогательный персонал / 4.0	33.0	1.0	1.0	3.0	1.0	4.0	2.0	7.0	3.0	7.0	4.0	3.0	2.0	2.0	2.0	2.0	1.0	2.0	1.0	2.0	0.0	45.0
Воронежская область	Частные; Сведения об организации, реализуемых программах и персонале	"   из них: 
   преподаватели / 2.0"	169.0	7.0	5.0	14.0	9.0	19.0	12.0	38.0	27.0	23.0	18.0	26.0	24.0	14.0	12.0	7.0	4.0	9.0	3.0	12.0	9.0	43.7
Воронежская область	Частные; Сведения об организации, реализуемых программах и персонале	   мастера производственного обучения / 3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Воронежская область	Частные; Сведения об организации, реализуемых программах и персонале	Из строки 02: преподаватели, осуществляющие деятельность по реализации образовательных программ: подготовки квалифицированных рабочих, служащих / 5.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	46.0
Воронежская область	Частные; Сведения об организации, реализуемых программах и персонале	Из строки 02: преподаватели, осуществляющие деятельность по реализации образовательных программ: подготовки специалистов среднего звена / 6.0	123.0	5.0	3.0	9.0	5.0	15.0	9.0	28.0	21.0	16.0	13.0	20.0	20.0	11.0	10.0	4.0	3.0	6.0	3.0	9.0	6.0	44.3
Воронежская область	Частные; Сведения об организации, реализуемых программах и персонале	Из строки 03: мастера производственного обучения, осуществляющие деятельность по реализации образовательных программ: подготовки квалифицированных рабочих, служащих / 7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Воронежская область	Частные; Сведения об организации, реализуемых программах и персонале	Из строки 03: мастера производственного обучения, осуществляющие деятельность по реализации образовательных программ: подготовки специалистов среднего звена / 8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Воронежская область	Частные; Сведения об организации, реализуемых программах и персонале	Педагогические работники - всего  / 1.0	180.0	7.0	5.0	14.0	9.0	20.0	13.0	42.0	31.0	27.0	22.0	27.0	24.0	15.0	13.0	7.0	4.0	9.0	3.0	12.0	9.0	43.5
Воронежская область	Частные; Сведения об организации, реализуемых программах и персонале	Учебно-вспомогательный персонал / 4.0	7.0	2.0	2.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	2.0	2.0	0.0	0.0	1.0	1.0	0.0	0.0	47.6
Еврейская автономная область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"   из них: 
   преподаватели / 2.0"	23.0	0.0	0.0	1.0	0.0	1.0	0.0	4.0	2.0	5.0	4.0	2.0	2.0	3.0	3.0	1.0	1.0	2.0	2.0	4.0	2.0	44.0
Еврейская автономная область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	   мастера производственного обучения / 3.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	50.0
Еврейская автономная область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Из строки 02: преподаватели, осуществляющие деятельность по реализации образовательных программ: подготовки квалифицированных рабочих, служащих / 5.0	11.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0	2.0	3.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	46.8
Еврейская автономная область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Из строки 02: преподаватели, осуществляющие деятельность по реализации образовательных программ: подготовки специалистов среднего звена / 6.0	12.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0	2.0	2.0	1.0	1.0	2.0	2.0	0.0	0.0	1.0	1.0	3.0	2.0	41.5
Еврейская автономная область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Из строки 03: мастера производственного обучения, осуществляющие деятельность по реализации образовательных программ: подготовки квалифицированных рабочих, служащих / 7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Еврейская автономная область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Из строки 03: мастера производственного обучения, осуществляющие деятельность по реализации образовательных программ: подготовки специалистов среднего звена / 8.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	50.0
Еврейская автономная область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Педагогические работники - всего  / 1.0	40.0	2.0	1.0	3.0	1.0	2.0	0.0	4.0	2.0	9.0	7.0	5.0	3.0	5.0	3.0	3.0	1.0	2.0	2.0	5.0	2.0	43.5
Еврейская автономная область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Учебно-вспомогательный персонал / 4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Забайкальский край	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"   из них: 
   преподаватели / 2.0"	212.0	25.0	14.0	15.0	11.0	27.0	19.0	31.0	21.0	35.0	27.0	28.0	22.0	12.0	8.0	16.0	7.0	14.0	8.0	9.0	6.0	43.8
Забайкальский край	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	   мастера производственного обучения / 3.0	4.0	0.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	32.5
Забайкальский край	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Из строки 02: преподаватели, осуществляющие деятельность по реализации образовательных программ: подготовки квалифицированных рабочих, служащих / 5.0	13.0	1.0	0.0	1.0	1.0	2.0	2.0	1.0	0.0	1.0	0.0	4.0	3.0	0.0	0.0	1.0	0.0	2.0	1.0	0.0	0.0	47.1
Забайкальский край	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Из строки 02: преподаватели, осуществляющие деятельность по реализации образовательных программ: подготовки специалистов среднего звена / 6.0	161.0	20.0	12.0	9.0	6.0	21.0	14.0	20.0	13.0	28.0	23.0	21.0	16.0	11.0	7.0	12.0	6.0	10.0	6.0	9.0	6.0	44.4
Забайкальский край	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Из строки 03: мастера производственного обучения, осуществляющие деятельность по реализации образовательных программ: подготовки квалифицированных рабочих, служащих / 7.0	4.0	0.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	32.5
Забайкальский край	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Из строки 03: мастера производственного обучения, осуществляющие деятельность по реализации образовательных программ: подготовки специалистов среднего звена / 8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
