region	tags	indicator	Программы подготовки квалифицированных рабочих, служащих > на базе основного общего образования > Выпуск > 23.0	Программы подготовки квалифицированных рабочих, служащих > на базе основного общего образования > Принято > 17.0	Программы подготовки квалифицированных рабочих, служащих > на базе основного общего образования > Числен-ность студентов > 19.0	Программы подготовки квалифицированных рабочих, служащих > на базе основного общего образования > из них > женщины > 20.0	Программы подготовки квалифицированных рабочих, служащих > на базе основного общего образования > из них > осваивают программу среднего общего образования > всего > 21.0	Программы подготовки квалифицированных рабочих, служащих > на базе основного общего образования > из них > осваивают программу среднего общего образования > из них женщины > 22.0	Программы подготовки квалифицированных рабочих, служащих > на базе основного общего образования > из них женщины > 18.0	Программы подготовки квалифицированных рабочих, служащих > на базе основного общего образования > из них женщины > 24.0	Программы подготовки квалифицированных рабочих, служащих > на базе среднего общего образования > Выпуск > 29.0	Программы подготовки квалифицированных рабочих, служащих > на базе среднего общего образования > Принято > 25.0	Программы подготовки квалифицированных рабочих, служащих > на базе среднего общего образования > Числен-ность студентов > 27.0	Программы подготовки квалифицированных рабочих, служащих > на базе среднего общего образования > из них женщины > 26.0	Программы подготовки квалифицированных рабочих, служащих > на базе среднего общего образования > из них женщины > 28.0	Программы подготовки квалифицированных рабочих, служащих > на базе среднего общего образования > из них женщины > 30.0	Программы подготовки специалистов среднего звена > на базе основного общего образования > Выпуск > 9.0	Программы подготовки специалистов среднего звена > на базе основного общего образования > Принято > 3.0	Программы подготовки специалистов среднего звена > на базе основного общего образования > Числен-ность студентов > 5.0	Программы подготовки специалистов среднего звена > на базе основного общего образования > из них > женщины > 6.0	Программы подготовки специалистов среднего звена > на базе основного общего образования > из них > осваивают программу среднего общего образования > всего > 7.0	Программы подготовки специалистов среднего звена > на базе основного общего образования > из них > осваивают программу среднего общего образования > из них женщины > 8.0	Программы подготовки специалистов среднего звена > на базе основного общего образования > из них женщины > 10.0	Программы подготовки специалистов среднего звена > на базе основного общего образования > из них женщины > 4.0	Программы подготовки специалистов среднего звена > на базе среднего общего образования > Выпуск > 15.0	Программы подготовки специалистов среднего звена > на базе среднего общего образования > Принято > 11.0	Программы подготовки специалистов среднего звена > на базе среднего общего образования > Числен-ность студентов > 13.0	Программы подготовки специалистов среднего звена > на базе среднего общего образования > из них женщины > 12.0	Программы подготовки специалистов среднего звена > на базе среднего общего образования > из них женщины > 14.0	Программы подготовки специалистов среднего звена > на базе среднего общего образования > из них женщины > 16.0
Калининградская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	    15 лет / 5.0	0	154	161	87	72	12	83	0	0	0	0	0	0	0	0	567	599	307	240	117	0	294	0	0	0	0	0	0
Калининградская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	    16 лет / 6.0	0	472	634	171	511	78	82	0	0	0	0	0	0	0	0	2790	3409	1624	1657	793	0	1266	0	0	0	0	0	0
Калининградская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	    17 лет / 7.0	24	196	858	241	630	89	38	3	2	1	0	0	0	2	3	800	3704	1768	1207	512	2	421	0	91	111	37	65	0
Калининградская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	    18 лет / 8.0	160	43	721	221	520	57	9	30	11	12	20	7	16	9	160	198	3123	1430	803	267	95	82	28	449	696	247	413	20
Калининградская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	    19 лет / 9.0	431	16	273	88	165	29	3	96	13	4	16	2	12	8	696	70	2578	1120	642	195	407	29	40	154	643	106	361	16
Калининградская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	    20 лет / 10.0	128	8	91	28	38	5	2	58	10	8	14	5	8	7	1415	35	679	301	280	126	727	10	192	31	413	14	217	118
Калининградская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	    21 лет / 11.0	31	3	23	6	14	2	0	12	1	0	0	0	0	1	319	64	357	207	75	19	130	40	213	27	172	18	108	117
Калининградская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	    22 лет / 12.0	19	5	15	4	10	1	2	4	2	0	0	0	0	1	114	17	112	32	49	12	37	11	85	14	61	9	35	60
Калининградская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	    23 лет / 13.0	3	0	2	0	2	0	0	1	2	0	1	0	1	1	43	28	56	25	8	3	18	25	46	12	38	8	29	26
Калининградская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	    24 лет / 14.0	3	0	1	0	1	0	0	1	0	0	0	0	0	0	12	9	37	18	7	1	7	4	20	15	38	13	23	15
Калининградская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	    25 лет / 15.0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	1	10	5	6	2	0	0	6	8	28	5	20	5
Калининградская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	    26 лет / 16.0	2	1	4	3	1	0	0	0	2	0	0	0	0	1	2	0	23	2	11	2	0	0	7	11	25	7	19	5
Калининградская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	    27 лет / 17.0	2	1	1	0	1	0	0	0	1	0	0	0	0	0	3	0	12	3	10	1	2	0	6	6	15	3	9	4
Калининградская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	    28 лет / 18.0	0	0	1	0	1	0	0	0	1	0	0	0	0	1	0	0	1	0	1	0	0	0	5	6	14	5	8	2
Калининградская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	    29 лет / 19.0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	4	2	4	2	1	0	4	6	16	5	9	4
Калининградская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	    30-34 лет / 20.0	1	1	4	1	4	1	0	0	1	1	1	1	0	0	7	6	15	9	13	5	2	4	12	33	71	25	54	10
Калининградская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	    35-39 лет / 21.0	3	3	8	4	8	4	2	0	2	2	2	2	2	0	4	2	7	3	7	3	3	2	16	38	79	32	66	16
Калининградская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	    40 лет и старше / 22.0	1	2	4	3	2	2	2	0	2	2	3	2	3	2	5	2	7	4	7	3	3	1	15	35	86	30	75	13
Калининградская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	"    в том числе в возрасте (число полных лет
    на 1 января): в возрасте моложе 13 лет / 2.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Калининградская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Всего / 1.0	809	910	2806	861	1980	280	227	205	52	30	57	19	42	33	2789	4604	14735	6862	5029	2065	1434	2195	695	936	2506	564	1511	431
Калининградская область	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	    13 лет / 3.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Калининградская область	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	    14 лет / 4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Калининградская область	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	    15 лет / 5.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Калининградская область	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	    16 лет / 6.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Калининградская область	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	    17 лет / 7.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Калининградская область	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	    18 лет / 8.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	3	3	0
Калининградская область	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	    19 лет / 9.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	7	1	7	0
Калининградская область	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	    20 лет / 10.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	11	2	11	0
Калининградская область	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	    21 лет / 11.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	4	2	4	1
Калининградская область	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	    22 лет / 12.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3	7	3	7	4
Калининградская область	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	    23 лет / 13.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	40	1	4	3
Калининградская область	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	    24 лет / 14.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	5	3	3	3
Калининградская область	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	    25 лет / 15.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	4	1	4	3
Калининградская область	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	    26 лет / 16.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	4	22	1	4	6
Калининградская область	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	    27 лет / 17.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	8	18	8	4	2
Калининградская область	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	    28 лет / 18.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	2	15	2	3	12
Калининградская область	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	    29 лет / 19.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	6	12	5	4	13
Калининградская область	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	    30-34 лет / 20.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	5	20	5	15	5
Калининградская область	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	    35-39 лет / 21.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	5	28	5	28	6
Калининградская область	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	    40 лет и старше / 22.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	9	46	9	46	9
Калининградская область	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"    в том числе в возрасте (число полных лет
    на 1 января): в возрасте моложе 13 лет / 2.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Калининградская область	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Всего / 1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	55	242	51	147	67
Калининградская область	Частные; Заочная	    13 лет / 3.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Калининградская область	Частные; Заочная	    14 лет / 4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Калининградская область	Частные; Заочная	    15 лет / 5.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	0	2	0	0	0	0	0	0
Калининградская область	Частные; Заочная	    16 лет / 6.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	14	13	10	4	0	5	0	0	0	0	0	0
Калининградская область	Частные; Заочная	    17 лет / 7.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	44	29	12	10	0	15	0	2	2	2	2	0
Калининградская область	Частные; Заочная	    18 лет / 8.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	44	36	6	6	0	7	0	6	6	6	6	0
Калининградская область	Частные; Заочная	    19 лет / 9.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	46	44	2	2	0	8	0	6	10	4	8	0
Калининградская область	Частные; Заочная	    20 лет / 10.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	6	35	24	1	0	4	2	2	6	24	5	21	2
Калининградская область	Частные; Заочная	    21 лет / 11.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	5	29	22	1	1	6	4	2	6	20	1	12	1
Калининградская область	Частные; Заочная	    22 лет / 12.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	6	17	13	3	3	3	5	2	2	8	2	5	1
Калининградская область	Частные; Заочная	    23 лет / 13.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	4	16	9	1	1	4	2	3	6	11	3	6	1
Калининградская область	Частные; Заочная	    24 лет / 14.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	8	5	0	0	0	0	2	5	7	2	3	2
Калининградская область	Частные; Заочная	    25 лет / 15.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	7	5	2	1	2	1	6	3	9	0	4	5
Калининградская область	Частные; Заочная	    26 лет / 16.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	2	6	4	0	0	3	1	4	3	7	1	4	2
Калининградская область	Частные; Заочная	    27 лет / 17.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	2	0	0	0	0	3	3	9	2	5	3
Калининградская область	Частные; Заочная	    28 лет / 18.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	7	5	1	1	2	2	3	1	6	0	3	1
Калининградская область	Частные; Заочная	    29 лет / 19.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	4	0	0	0	0	2	0	3	0	2	1
Калининградская область	Частные; Заочная	    30-34 лет / 20.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	6	24	20	1	0	3	4	11	10	20	9	15	9
Калининградская область	Частные; Заочная	    35-39 лет / 21.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	5	3	0	0	2	0	12	3	12	2	10	11
Калининградская область	Частные; Заочная	    40 лет и старше / 22.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	0	0	0	0	5	2	14	2	9	5
Калининградская область	Частные; Заочная	"    в том числе в возрасте (число полных лет
    на 1 января): в возрасте моложе 13 лет / 2.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Калининградская область	Частные; Заочная	Всего / 1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	84	317	244	42	31	29	58	57	64	168	41	115	44
Калининградская область	Частные; Очная	    13 лет / 3.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Калининградская область	Частные; Очная	    14 лет / 4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3	3	0	0	0	4	0	0	0	0	0	0
Калининградская область	Частные; Очная	    15 лет / 5.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	62	34	19	8	0	31	0	0	0	0	0	0
Калининградская область	Частные; Очная	    16 лет / 6.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	961	998	582	382	192	0	563	0	0	0	0	0	0
Калининградская область	Частные; Очная	    17 лет / 7.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	235	938	556	95	55	0	129	0	17	17	8	8	0
Калининградская область	Частные; Очная	    18 лет / 8.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	44	850	457	7	2	9	17	1	109	122	54	64	1
Калининградская область	Частные; Очная	    19 лет / 9.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	209	15	447	210	2	0	142	6	5	48	151	22	84	2
Калининградская область	Частные; Очная	    20 лет / 10.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	197	8	208	56	0	0	86	1	46	13	107	2	47	32
Калининградская область	Частные; Очная	    21 лет / 11.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	2	47	16	0	0	23	0	54	12	51	6	13	32
Калининградская область	Частные; Очная	    22 лет / 12.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	7	16	4	1	0	8	3	21	3	13	0	3	10
Калининградская область	Частные; Очная	    23 лет / 13.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	5	15	4	0	0	0	0	12	3	8	1	4	2
Калининградская область	Частные; Очная	    24 лет / 14.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	8	1	0	0	0	0	8	4	6	1	2	3
Калининградская область	Частные; Очная	    25 лет / 15.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	4	2	1	0	1	0	5	2	6	2	3	2
Калининградская область	Частные; Очная	    26 лет / 16.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	6	0	0	0	0	0	1	4	3	1	1	0
Калининградская область	Частные; Очная	    27 лет / 17.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	1	1	0	0	1	0	0	2	0	0	0
Калининградская область	Частные; Очная	    28 лет / 18.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	3	0	1	0
Калининградская область	Частные; Очная	    29 лет / 19.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	2	3	0	1	0
Калининградская область	Частные; Очная	    30-34 лет / 20.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	4	1	1	0	0	0	5	6	11	2	5	3
Калининградская область	Частные; Очная	    35-39 лет / 21.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0	2	16	19	3	4	2
Калининградская область	Частные; Очная	    40 лет и старше / 22.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	2	12	14	2	3	1
Калининградская область	Частные; Очная	"    в том числе в возрасте (число полных лет
    на 1 января): в возрасте моложе 13 лет / 2.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	17	0	7	2	0	2	0	0
Калининградская область	Частные; Очная	Всего / 1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	512	1350	3617	1928	509	257	287	755	170	254	536	106	243	90
Калининградская область	Частные; Очно-заочная	    13 лет / 3.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Калининградская область	Частные; Очно-заочная	    14 лет / 4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Калининградская область	Частные; Очно-заочная	    15 лет / 5.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Калининградская область	Частные; Очно-заочная	    16 лет / 6.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0
Калининградская область	Частные; Очно-заочная	    17 лет / 7.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	3	0	0	0	0	0	0	0	0	0
Калининградская область	Частные; Очно-заочная	    18 лет / 8.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0
Калининградская область	Частные; Очно-заочная	    19 лет / 9.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Калининградская область	Частные; Очно-заочная	    20 лет / 10.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
Калининградская область	Частные; Очно-заочная	    21 лет / 11.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	2	4	0	0	0
Калининградская область	Частные; Очно-заочная	    22 лет / 12.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0
Калининградская область	Частные; Очно-заочная	    23 лет / 13.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	1	0
Калининградская область	Частные; Очно-заочная	    24 лет / 14.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	0	0	0
Калининградская область	Частные; Очно-заочная	    25 лет / 15.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	0	0	0
Калининградская область	Частные; Очно-заочная	    26 лет / 16.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Калининградская область	Частные; Очно-заочная	    27 лет / 17.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0
Калининградская область	Частные; Очно-заочная	    28 лет / 18.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Калининградская область	Частные; Очно-заочная	    29 лет / 19.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0
Калининградская область	Частные; Очно-заочная	    30-34 лет / 20.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	9	0	0	0
Калининградская область	Частные; Очно-заочная	    35-39 лет / 21.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	5	0	0	0
Калининградская область	Частные; Очно-заочная	    40 лет и старше / 22.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	6	0	0	0
Калининградская область	Частные; Очно-заочная	"    в том числе в возрасте (число полных лет
    на 1 января): в возрасте моложе 13 лет / 2.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Калининградская область	Частные; Очно-заочная	Всего / 1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	7	0	6	0	0	0	5	16	42	0	2	0
Калужская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	    13 лет / 3.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Калужская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	    14 лет / 4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Калужская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	    15 лет / 5.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0	0	0	0	0
Калужская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	    16 лет / 6.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	7	1	7	1	0	1	0	0	0	0	0	0
Калужская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	    17 лет / 7.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	10	7	3	2	0	2	0	3	3	3	3	0
Калужская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	    18 лет / 8.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	15	11	5	3	0	2	0	24	29	21	22	0
Калужская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	    19 лет / 9.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	18	15	7	7	0	4	0	7	30	6	20	0
Калужская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	    20 лет / 10.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	13	4	7	1	0	0	5	9	31	4	22	5
Калужская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	    21 лет / 11.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	3	12	4	7	2	3	1	16	7	36	1	18	11
Калужская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	    22 лет / 12.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	4	7	2	5	2	1	1	9	7	31	4	11	7
Калужская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	    23 лет / 13.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	4	1	1	1	3	0	5	11	27	5	11	2
Калужская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	    24 лет / 14.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	9	1	2	1	0	1	2	2	35	0	6	0
Калужская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	    25 лет / 15.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	1	0	0	0	13	4	39	2	12	5
Калужская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	    26 лет / 16.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	8	3	10	1	1	3
Калужская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	    27 лет / 17.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	6	16	5	7	2
Калужская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	    28 лет / 18.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	0	0	0	20	11	33	5	15	7
Калужская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	    29 лет / 19.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	3	1	1	0	0	11	1	16	0	3	2
Калужская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	    30-34 лет / 20.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	10	2	5	2	1	2	37	30	109	7	43	17
Калужская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	    35-39 лет / 21.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	17	2	8	2	0	0	35	37	108	13	37	12
Калужская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	    40 лет и старше / 22.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	1	3	0	0	0	48	19	129	8	34	28
Калужская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	"    в том числе в возрасте (число полных лет
    на 1 января): в возрасте моложе 13 лет / 2.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Калужская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	Всего / 1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	28	142	56	64	26	8	15	214	181	682	85	265	101
Калужская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	    13 лет / 3.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
