region	tags	indicator	"В том числе (из гр. 4)
по уровням подготовки  > базовый > 6.0"	"В том числе (из гр. 4)
по уровням подготовки  > углубленный > 7.0"	Выпуск ожидаемый с 01.10. прошлого года по 30.09. текущего года > всего > 9.0	Выпуск ожидаемый с 01.10. прошлого года по 30.09. текущего года > из них лица с ОВЗ, инвалиды, дети-инвалиды > 10.0	Выпуск фактический с 01.10. прошлого года по 30.09. текущего года > всего > 4.0	Выпуск фактический с 01.10. прошлого года по 30.09. текущего года > из них лица с ОВЗ, инвалиды, дети-инвалиды > 5.0	Из общего выпуска (из гр. 4) -женщины > 8.0
Курская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Ветеринария / 2.0 / 36.02.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Курская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Водоснабжение и водоотведение / 1.0 / 08.02.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Курская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Всего по программам подготовки специалистов среднего звена (сумма строк 01, 02) / 3.0 / 0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Курская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Защита в чрезвычайных ситуациях / 1.0 / 20.02.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Курская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Защита в чрезвычайных ситуациях / 2.0 / 20.02.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Курская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Земельно-имущественные отношения / 1.0 / 21.02.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Курская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Информационные системы и программирование / 1.0 / 09.02.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Курская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Информационные системы и программирование / 2.0 / 09.02.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Курская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Монтаж и эксплуатация внутренних сантехнических устройств, кондиционирования воздуха и вентиляции / 1.0 / 08.02.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Курская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Монтаж и эксплуатация оборудования и систем газоснабжения / 1.0 / 08.02.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Курская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Монтаж и эксплуатация оборудования и систем газоснабжения / 2.0 / 08.02.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Курская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Монтаж, наладка и эксплуатация электрооборудования промышленных и гражданских зданий / 1.0 / 08.02.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Курская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Операционная деятельность в логистике / 1.0 / 38.02.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Курская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Операционная деятельность в логистике / 2.0 / 38.02.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Курская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Организация перевозок и управление на транспорте (по видам) / 1.0 / 23.02.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Курская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Организация перевозок и управление на транспорте (по видам) / 2.0 / 23.02.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Курская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Пожарная безопасность / 1.0 / 20.02.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Курская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Пожарная безопасность / 2.0 / 20.02.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Курская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Программы на базе основного общего образования - всего / 1.0 / 0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Курская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Программы на базе среднего общего образования - всего / 2.0 / 0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Курская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Рациональное использование природохозяйственных комплексов / 1.0 / 20.02.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Курская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Сварочное производство / 1.0 / 22.02.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Курская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Сварочное производство / 2.0 / 22.02.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Курская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Строительство и эксплуатация городских путей сообщения / 1.0 / 08.02.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Курская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Строительство и эксплуатация зданий и сооружений / 1.0 / 08.02.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Курская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Строительство и эксплуатация зданий и сооружений / 2.0 / 08.02.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Курская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Теплоснабжение и теплотехническое оборудование / 1.0 / 13.02.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Курская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Техническое обслуживание и ремонт автомобильного транспорта / 1.0 / 23.02.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Курская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Техническое обслуживание и ремонт двигателей, систем и агрегатов автомобилей / 1.0 / 23.02.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Курская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Техническое обслуживание и ремонт двигателей, систем и агрегатов автомобилей / 2.0 / 23.02.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Курская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Финансы / 1.0 / 38.02.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Курская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Экономика и бухгалтерский учет (по отраслям) / 1.0 / 38.02.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Курская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Экономика и бухгалтерский учет (по отраслям) / 2.0 / 38.02.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ленинградская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	Всего по программам подготовки специалистов среднего звена (сумма строк 01, 02) / 3.0 / 0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ленинградская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	Программы на базе основного общего образования - всего / 1.0 / 0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ленинградская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	Программы на базе среднего общего образования - всего / 2.0 / 0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ленинградская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Всего по программам подготовки специалистов среднего звена (сумма строк 01, 02) / 3.0 / 0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ленинградская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Лабораторная диагностика / 1.0 / 31.02.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ленинградская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Лечебное дело / 2.0 / 31.02.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ленинградская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Программы на базе основного общего образования - всего / 1.0 / 0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ленинградская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Программы на базе среднего общего образования - всего / 2.0 / 0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ленинградская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Сестринское дело / 1.0 / 34.02.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Липецкая область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	Всего по программам подготовки специалистов среднего звена (сумма строк 01, 02) / 3.0 / 0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Липецкая область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	Программы на базе основного общего образования - всего / 1.0 / 0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Липецкая область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	Программы на базе среднего общего образования - всего / 2.0 / 0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Липецкая область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Банковское дело / 1.0 / 38.02.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Липецкая область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Всего по программам подготовки специалистов среднего звена (сумма строк 01, 02) / 3.0 / 0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0
Липецкая область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Гостиничное дело / 1.0 / 43.02.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Липецкая область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Дизайн (по отраслям) / 1.0 / 54.02.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Липецкая область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Живопись (по видам) / 1.0 / 54.02.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Липецкая область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Инструментальное исполнительство (по видам инструментов) / 1.0 / 53.02.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Липецкая область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Коммерция (по отраслям) / 1.0 / 38.02.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Липецкая область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Конструирование, моделирование и технология изготовления изделий легкой промышленности (по видам) / 1.0 / 29.02.10	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Липецкая область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Конструирование, моделирование и технология швейных изделий / 1.0 / 29.02.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Липецкая область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Операционная деятельность в логистике / 1.0 / 38.02.03	1.0	0.0	0.0	0.0	1.0	0.0	1.0
Липецкая область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Организация обслуживания в общественном питании / 1.0 / 43.02.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Липецкая область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Поварское и кондитерское дело / 1.0 / 43.02.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Липецкая область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Программы на базе основного общего образования - всего / 1.0 / 0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0
Липецкая область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Программы на базе среднего общего образования - всего / 2.0 / 0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Липецкая область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Разработка электронных устройств и систем / 1.0 / 11.02.17	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Липецкая область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Реклама / 1.0 / 42.02.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Липецкая область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Реставрация / 1.0 / 54.02.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Липецкая область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Сольное и хоровое народное пение / 1.0 / 53.02.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Липецкая область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Социально-культурная деятельность (по видам) / 1.0 / 51.02.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Липецкая область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Техническое обслуживание и ремонт радиоэлектронной техники (по отраслям) / 1.0 / 11.02.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Липецкая область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Технологии индустрии красоты / 1.0 / 43.02.17	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Липецкая область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Технология парикмахерского искусства / 1.0 / 43.02.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Липецкая область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Технология продукции общественного питания / 1.0 / 19.02.10	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Липецкая область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Товароведение и экспертиза качества потребительских товаров / 1.0 / 38.02.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Липецкая область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Туризм и гостеприимство / 1.0 / 43.02.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Липецкая область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Хоровое дирижирование / 1.0 / 53.02.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Липецкая область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Экономика и бухгалтерский учет (по отраслям) / 1.0 / 38.02.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Магаданская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Всего по программам подготовки специалистов среднего звена (сумма строк 01, 02) / 3.0 / 0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Магаданская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Программы на базе основного общего образования - всего / 1.0 / 0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Магаданская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Программы на базе среднего общего образования - всего / 2.0 / 0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Московская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Аттестация экстернов	Всего по программам подготовки специалистов среднего звена (сумма строк 01, 02) / 3.0 / 0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Московская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Аттестация экстернов	Программы на базе основного общего образования - всего / 1.0 / 0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Московская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Аттестация экстернов	Программы на базе среднего общего образования - всего / 2.0 / 0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Московская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	Ветеринария / 2.0 / 36.02.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Московская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	Всего по программам подготовки специалистов среднего звена (сумма строк 01, 02) / 3.0 / 0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Московская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	Программы на базе основного общего образования - всего / 1.0 / 0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Московская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	Программы на базе среднего общего образования - всего / 2.0 / 0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Московская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	Физическая культура / 2.0 / 49.02.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Московская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Вокальное искусство / 1.0 / 53.02.04	0.0	0.0	1.0	0.0	0.0	0.0	0.0
Московская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Всего по программам подготовки специалистов среднего звена (сумма строк 01, 02) / 3.0 / 0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0
Московская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Декоративно-прикладное искусство и народные промыслы (по видам) / 1.0 / 54.02.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Московская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Инструментальное исполнительство (по видам инструментов) / 1.0 / 53.02.03	0.0	0.0	1.0	0.0	0.0	0.0	0.0
Московская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Программы на базе основного общего образования - всего / 1.0 / 0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0
Московская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Программы на базе среднего общего образования - всего / 2.0 / 0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Московская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Техническая эксплуатация и обслуживание электрического и электромеханического оборудования (по отраслям) / 1.0 / 13.02.11	0.0	0.0	1.0	0.0	0.0	0.0	0.0
Московская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Техническая эксплуатация подвижного состава железных дорог / 1.0 / 23.02.06	0.0	0.0	1.0	0.0	0.0	0.0	0.0
Московская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Технология машиностроения / 1.0 / 15.02.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Московская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Физическая культура / 1.0 / 49.02.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Московская область	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Всего по программам подготовки специалистов среднего звена (сумма строк 01, 02) / 3.0 / 0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Московская область	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Программы на базе основного общего образования - всего / 1.0 / 0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Московская область	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Программы на базе среднего общего образования - всего / 2.0 / 0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Московская область	Частные; Заочная	Всего по программам подготовки специалистов среднего звена (сумма строк 01, 02) / 3.0 / 0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Московская область	Частные; Заочная	Дошкольное образование / 1.0 / 44.02.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Московская область	Частные; Заочная	Дошкольное образование / 2.0 / 44.02.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Московская область	Частные; Заочная	Коммерция (по отраслям) / 1.0 / 38.02.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Московская область	Частные; Заочная	Коммерция (по отраслям) / 2.0 / 38.02.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Московская область	Частные; Заочная	Право и организация социального обеспечения / 1.0 / 40.02.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Московская область	Частные; Заочная	Право и организация социального обеспечения / 2.0 / 40.02.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Московская область	Частные; Заочная	Право и судебное администрирование / 1.0 / 40.02.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Московская область	Частные; Заочная	Право и судебное администрирование / 2.0 / 40.02.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Московская область	Частные; Заочная	Преподавание в начальных классах / 1.0 / 44.02.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Московская область	Частные; Заочная	Преподавание в начальных классах / 2.0 / 44.02.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Московская область	Частные; Заочная	Программы на базе основного общего образования - всего / 1.0 / 0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Московская область	Частные; Заочная	Программы на базе среднего общего образования - всего / 2.0 / 0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Московская область	Частные; Заочная	Экономика и бухгалтерский учет (по отраслям) / 1.0 / 38.02.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Московская область	Частные; Заочная	Экономика и бухгалтерский учет (по отраслям) / 2.0 / 38.02.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Московская область	Частные; Очная	Всего по программам подготовки специалистов среднего звена (сумма строк 01, 02) / 3.0 / 0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Московская область	Частные; Очная	Дошкольное образование / 1.0 / 44.02.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Московская область	Частные; Очная	Дошкольное образование / 2.0 / 44.02.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Московская область	Частные; Очная	Коммерция (по отраслям) / 1.0 / 38.02.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Московская область	Частные; Очная	Коммерция (по отраслям) / 2.0 / 38.02.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Московская область	Частные; Очная	Право и организация социального обеспечения / 1.0 / 40.02.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Московская область	Частные; Очная	Право и организация социального обеспечения / 2.0 / 40.02.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Московская область	Частные; Очная	Право и судебное администрирование / 1.0 / 40.02.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Московская область	Частные; Очная	Право и судебное администрирование / 2.0 / 40.02.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Московская область	Частные; Очная	Преподавание в начальных классах / 1.0 / 44.02.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Московская область	Частные; Очная	Преподавание в начальных классах / 2.0 / 44.02.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Московская область	Частные; Очная	Программы на базе основного общего образования - всего / 1.0 / 0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Московская область	Частные; Очная	Программы на базе среднего общего образования - всего / 2.0 / 0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Московская область	Частные; Очная	Экономика и бухгалтерский учет (по отраслям) / 1.0 / 38.02.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Московская область	Частные; Очная	Экономика и бухгалтерский учет (по отраслям) / 2.0 / 38.02.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Мурманская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Всего по программам подготовки специалистов среднего звена (сумма строк 01, 02) / 3.0 / 0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Мурманская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Программы на базе основного общего образования - всего / 1.0 / 0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Мурманская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Программы на базе среднего общего образования - всего / 2.0 / 0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Нижегородская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	Всего по программам подготовки специалистов среднего звена (сумма строк 01, 02) / 3.0 / 0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Нижегородская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	Программы на базе основного общего образования - всего / 1.0 / 0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Нижегородская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	Программы на базе среднего общего образования - всего / 2.0 / 0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Нижегородская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	Судовождение / 2.0 / 26.02.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Нижегородская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	Эксплуатация судового электрооборудования и средств автоматики / 2.0 / 26.02.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Нижегородская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	Эксплуатация судовых энергетических установок / 2.0 / 26.02.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Нижегородская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Всего по программам подготовки специалистов среднего звена (сумма строк 01, 02) / 3.0 / 0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Нижегородская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Декоративно-прикладное искусство и народные промыслы (по видам) / 1.0 / 54.02.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Нижегородская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Лечебное дело / 2.0 / 31.02.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Нижегородская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Народное художественное творчество (по видам) / 1.0 / 51.02.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Нижегородская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Программы на базе основного общего образования - всего / 1.0 / 0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Нижегородская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Программы на базе среднего общего образования - всего / 2.0 / 0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Нижегородская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Сестринское дело / 1.0 / 34.02.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Нижегородская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Сестринское дело / 2.0 / 34.02.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Нижегородская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Сольное и хоровое народное пение / 1.0 / 53.02.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Нижегородская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Социально-культурная деятельность (по видам) / 1.0 / 51.02.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Нижегородская область	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Всего по программам подготовки специалистов среднего звена (сумма строк 01, 02) / 3.0 / 0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Нижегородская область	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Программы на базе основного общего образования - всего / 1.0 / 0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Нижегородская область	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Программы на базе среднего общего образования - всего / 2.0 / 0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Нижегородская область	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Сестринское дело / 2.0 / 34.02.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Нижегородская область	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Фармация / 2.0 / 33.02.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0
