region	tags	indicator	Программы подготовки квалифицированных рабочих, служащих на базе основного общего образования > В том числе обучаются > за счет бюджетных ассигнований > бюджета субъекта Российской Федерации > 15.0	Программы подготовки квалифицированных рабочих, служащих на базе основного общего образования > В том числе обучаются > за счет бюджетных ассигнований > местного бюджета > 16.0	Программы подготовки квалифицированных рабочих, служащих на базе основного общего образования > В том числе обучаются > за счет бюджетных ассигнований > федерального бюджета > 14.0	Программы подготовки квалифицированных рабочих, служащих на базе основного общего образования > В том числе обучаются > по договорам об оказании платных образова-тельных услуг > 17.0	Программы подготовки квалифицированных рабочих, служащих на базе основного общего образования > Всего (сумма гр. 14–17) > 13.0	Программы подготовки квалифицированных рабочих, служащих на базе среднего общего образования > В том числе обучаются > за счет бюджетных ассигнований > бюджета субъекта Российской Федерации > 20.0	Программы подготовки квалифицированных рабочих, служащих на базе среднего общего образования > В том числе обучаются > за счет бюджетных ассигнований > местного бюджета > 21.0	Программы подготовки квалифицированных рабочих, служащих на базе среднего общего образования > В том числе обучаются > за счет бюджетных ассигнований > федерального бюджета > 19.0	Программы подготовки квалифицированных рабочих, служащих на базе среднего общего образования > В том числе обучаются > по договорам об оказании платных образова-тельных услуг > 22.0	Программы подготовки квалифицированных рабочих, служащих на базе среднего общего образования > Всего (сумма гр. 19–22) > 18.0	Программы подготовки специалистов среднего звена на базе основного общего образования > В том числе обучаются > за счет бюджетных ассигнований > бюджета субъекта Российской Федерации > 5.0	Программы подготовки специалистов среднего звена на базе основного общего образования > В том числе обучаются > за счет бюджетных ассигнований > местного бюджета > 6.0	Программы подготовки специалистов среднего звена на базе основного общего образования > В том числе обучаются > за счет бюджетных ассигнований > федерального бюджета > 4.0	Программы подготовки специалистов среднего звена на базе основного общего образования > В том числе обучаются > по договорам об оказании платных образова-тельных услуг > 7.0	Программы подготовки специалистов среднего звена на базе основного общего образования > Всего (сумма гр. 4–7) > 3.0	Программы подготовки специалистов среднего звена на базе среднего общего образования > В том числе обучаются > за счет бюджетных ассигнований > бюджета субъекта Российской Федерации > 10.0	Программы подготовки специалистов среднего звена на базе среднего общего образования > В том числе обучаются > за счет бюджетных ассигнований > местного бюджета > 11.0	Программы подготовки специалистов среднего звена на базе среднего общего образования > В том числе обучаются > за счет бюджетных ассигнований > федерального бюджета > 9.0	Программы подготовки специалистов среднего звена на базе среднего общего образования > В том числе обучаются > по договорам об оказании платных образовате-льных услуг > 12.0	Программы подготовки специалистов среднего звена на базе среднего общего образования > Всего (сумма гр. 9–12) > 8.0
Краснодарский край	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	"    в том числе:
    переведено с других форм обучения данной
    образовательной организации с программ того же уровня / 2.0"	54	0	0	0	54	0	0	0	0	0	88	0	52	118	258	4	0	0	2	6
Краснодарский край	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	    восстановлены из числа ранее отчисленных / 4.0	83	0	0	5	88	0	0	0	0	0	115	0	4	223	342	17	0	0	17	34
Краснодарский край	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	    выбыло по другим причинам / 16.0	308	0	0	8	316	0	0	0	0	0	399	0	30	400	829	43	0	0	30	73
Краснодарский край	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	"    добровольно прекратили образовательные отношения
    (бросили учебу) / 10.0"	891	0	0	43	934	16	0	0	0	16	1194	0	119	1241	2554	186	0	4	129	319
Краснодарский край	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	"    отчислено:
         по неуспеваемости / 11.0"	217	0	0	31	248	0	0	0	1	1	208	0	22	324	554	39	0	13	44	96
Краснодарский край	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	"    переведено в другие образовательные организации
    на программы того же уровня / 8.0"	286	0	0	9	295	6	0	0	0	6	647	0	36	720	1403	29	0	0	56	85
Краснодарский край	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	"    переведено из других образовательных организаций 
    с программ того же уровня / 3.0"	262	0	0	13	275	0	0	0	0	0	372	0	18	488	878	28	0	0	39	67
Краснодарский край	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	    по болезни / 9.0	21	0	0	0	21	0	0	0	0	0	3	0	0	6	9	0	0	0	0	0
Краснодарский край	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	    прибыло по другим причинам / 5.0	125	0	0	9	134	1	0	0	0	1	237	0	33	137	407	14	0	2	22	38
Краснодарский край	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Выбыло студентов - всего (сумма стр. 07-11, 13-15) / 6.0	1766	0	0	102	1868	22	0	0	1	23	2527	0	258	3117	5902	316	0	17	286	619
Краснодарский край	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Прибыло студентов - всего (сумма стр. 02-05) / 1.0	524	0	0	27	551	1	0	0	0	1	812	0	107	966	1885	63	0	2	80	145
Краснодарский край	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	"Численность студентов на начало прошлого учебного года
(на 1 октября) / 17.0"	21151	97	284	1695	23227	251	0	0	16	267	41002	0	4903	32945	78850	2912	0	168	2806	5886
Краснодарский край	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	            из стр. 11 - не прошли итоговую аттестацию / 12.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Краснодарский край	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"            из стр. 11 – лица с ограниченными возможностями здоровья,
            инвалиды, дети-инвалиды / 13.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Краснодарский край	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	         отчислено в виде меры дисциплинарного взыскания / 14.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
Краснодарский край	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	         отчислено из-за просрочки оплаты обучения / 15.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Краснодарский край	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"    в том числе:
    переведено на другие формы обучения данной
    организации на программы того же уровня / 7.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	13
Краснодарский край	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"    в том числе:
    переведено с других форм обучения данной
    образовательной организации с программ того же уровня / 2.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	16	0	0	7	23
Краснодарский край	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	    восстановлены из числа ранее отчисленных / 4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	6	8
Краснодарский край	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	    выбыло по другим причинам / 16.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	15	22
Краснодарский край	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"    добровольно прекратили образовательные отношения
    (бросили учебу) / 10.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	69	91
Краснодарский край	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"    отчислено:
         по неуспеваемости / 11.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	9	19
Краснодарский край	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"    переведено в другие образовательные организации
    на программы того же уровня / 8.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	16	18
Краснодарский край	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"    переведено из других образовательных организаций 
    с программ того же уровня / 3.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	18	24
Краснодарский край	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	    по болезни / 9.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Краснодарский край	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	    прибыло по другим причинам / 5.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	11
Краснодарский край	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Выбыло студентов - всего (сумма стр. 07-11, 13-15) / 6.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	123	164
Краснодарский край	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Прибыло студентов - всего (сумма стр. 02-05) / 1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	35	0	0	31	66
Краснодарский край	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"Численность студентов на начало прошлого учебного года
(на 1 октября) / 17.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	542	0	0	1006	1548
Краснодарский край	Частные; Заочная	            из стр. 11 - не прошли итоговую аттестацию / 12.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1
Краснодарский край	Частные; Заочная	"            из стр. 11 – лица с ограниченными возможностями здоровья,
            инвалиды, дети-инвалиды / 13.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Краснодарский край	Частные; Заочная	         отчислено в виде меры дисциплинарного взыскания / 14.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Краснодарский край	Частные; Заочная	         отчислено из-за просрочки оплаты обучения / 15.0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	35	0	0	0	29	29
Краснодарский край	Частные; Заочная	"    в том числе:
    переведено на другие формы обучения данной
    организации на программы того же уровня / 7.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	44	44	0	0	0	19	19
Краснодарский край	Частные; Заочная	"    в том числе:
    переведено с других форм обучения данной
    образовательной организации с программ того же уровня / 2.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	139	139	0	0	0	87	87
Краснодарский край	Частные; Заочная	    восстановлены из числа ранее отчисленных / 4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	38	0	0	0	5	5
Краснодарский край	Частные; Заочная	    выбыло по другим причинам / 16.0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	12	0	0	0	11	11
Краснодарский край	Частные; Заочная	"    добровольно прекратили образовательные отношения
    (бросили учебу) / 10.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	68	68	0	0	0	32	32
Краснодарский край	Частные; Заочная	"    отчислено:
         по неуспеваемости / 11.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	13	13	0	0	0	42	42
Краснодарский край	Частные; Заочная	"    переведено в другие образовательные организации
    на программы того же уровня / 8.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	22	22	0	0	0	31	31
Краснодарский край	Частные; Заочная	"    переведено из других образовательных организаций 
    с программ того же уровня / 3.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	71	71	0	0	0	12	12
Краснодарский край	Частные; Заочная	    по болезни / 9.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4
Краснодарский край	Частные; Заочная	    прибыло по другим причинам / 5.0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	30	0	0	0	21	21
Краснодарский край	Частные; Заочная	Выбыло студентов - всего (сумма стр. 07-11, 13-15) / 6.0	0	0	0	0	0	0	0	0	0	0	0	0	0	194	194	0	0	0	168	168
Краснодарский край	Частные; Заочная	Прибыло студентов - всего (сумма стр. 02-05) / 1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	278	278	0	0	0	125	125
Краснодарский край	Частные; Заочная	"Численность студентов на начало прошлого учебного года
(на 1 октября) / 17.0"	0	0	0	0	0	0	0	0	0	0	24	0	0	875	899	0	0	0	799	799
Краснодарский край	Частные; Очная	            из стр. 11 - не прошли итоговую аттестацию / 12.0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	19	0	0	0	3	3
Краснодарский край	Частные; Очная	"            из стр. 11 – лица с ограниченными возможностями здоровья,
            инвалиды, дети-инвалиды / 13.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Краснодарский край	Частные; Очная	         отчислено в виде меры дисциплинарного взыскания / 14.0	0	0	0	0	0	0	0	0	0	0	5	0	0	3	8	0	0	0	0	0
Краснодарский край	Частные; Очная	         отчислено из-за просрочки оплаты обучения / 15.0	0	0	0	0	0	0	0	0	7	7	0	0	0	315	315	0	0	0	42	42
Краснодарский край	Частные; Очная	"    в том числе:
    переведено на другие формы обучения данной
    организации на программы того же уровня / 7.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	177	177	0	0	0	46	46
Краснодарский край	Частные; Очная	"    в том числе:
    переведено с других форм обучения данной
    образовательной организации с программ того же уровня / 2.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	604	604	0	0	0	14	14
Краснодарский край	Частные; Очная	    восстановлены из числа ранее отчисленных / 4.0	0	0	0	0	0	0	0	0	1	1	0	0	0	199	199	0	0	0	28	28
Краснодарский край	Частные; Очная	    выбыло по другим причинам / 16.0	0	0	0	0	0	0	0	0	0	0	0	0	0	401	401	0	0	0	35	35
Краснодарский край	Частные; Очная	"    добровольно прекратили образовательные отношения
    (бросили учебу) / 10.0"	2	0	0	11	13	0	0	0	5	5	8	0	0	994	1002	3	0	2	151	156
Краснодарский край	Частные; Очная	"    отчислено:
         по неуспеваемости / 11.0"	0	0	0	25	25	0	0	0	1	1	1	0	0	675	676	0	0	4	119	123
Краснодарский край	Частные; Очная	"    переведено в другие образовательные организации
    на программы того же уровня / 8.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	549	549	0	0	2	46	48
Краснодарский край	Частные; Очная	"    переведено из других образовательных организаций 
    с программ того же уровня / 3.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	450	450	0	0	0	53	53
Краснодарский край	Частные; Очная	    по болезни / 9.0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	14	0	0	0	1	1
Краснодарский край	Частные; Очная	    прибыло по другим причинам / 5.0	0	0	0	0	0	0	0	0	1	1	3	0	0	297	300	0	0	0	74	74
Краснодарский край	Частные; Очная	Выбыло студентов - всего (сумма стр. 07-11, 13-15) / 6.0	2	0	0	36	38	0	0	0	13	13	14	0	0	3128	3142	3	0	8	440	451
Краснодарский край	Частные; Очная	Прибыло студентов - всего (сумма стр. 02-05) / 1.0	0	0	0	0	0	0	0	0	2	2	3	0	0	1550	1553	0	0	0	169	169
Краснодарский край	Частные; Очная	"Численность студентов на начало прошлого учебного года
(на 1 октября) / 17.0"	75	0	0	251	326	0	0	0	125	125	352	545	75	24941	25913	69	18	46	3103	3236
Краснодарский край	Частные; Очно-заочная	            из стр. 11 - не прошли итоговую аттестацию / 12.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Краснодарский край	Частные; Очно-заочная	"            из стр. 11 – лица с ограниченными возможностями здоровья,
            инвалиды, дети-инвалиды / 13.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Краснодарский край	Частные; Очно-заочная	         отчислено в виде меры дисциплинарного взыскания / 14.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Краснодарский край	Частные; Очно-заочная	         отчислено из-за просрочки оплаты обучения / 15.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	10
Краснодарский край	Частные; Очно-заочная	"    в том числе:
    переведено на другие формы обучения данной
    организации на программы того же уровня / 7.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	15	15	0	0	0	4	4
Краснодарский край	Частные; Очно-заочная	"    в том числе:
    переведено с других форм обучения данной
    образовательной организации с программ того же уровня / 2.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89	89
Краснодарский край	Частные; Очно-заочная	    восстановлены из числа ранее отчисленных / 4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	11	12
Краснодарский край	Частные; Очно-заочная	    выбыло по другим причинам / 16.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Краснодарский край	Частные; Очно-заочная	"    добровольно прекратили образовательные отношения
    (бросили учебу) / 10.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	15	18
Краснодарский край	Частные; Очно-заочная	"    отчислено:
         по неуспеваемости / 11.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Краснодарский край	Частные; Очно-заочная	"    переведено в другие образовательные организации
    на программы того же уровня / 8.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2	5
Краснодарский край	Частные; Очно-заочная	"    переведено из других образовательных организаций 
    с программ того же уровня / 3.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	0	0	0	1	1
Краснодарский край	Частные; Очно-заочная	    по болезни / 9.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Краснодарский край	Частные; Очно-заочная	    прибыло по другим причинам / 5.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	18
Краснодарский край	Частные; Очно-заочная	Выбыло студентов - всего (сумма стр. 07-11, 13-15) / 6.0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	15	0	6	0	31	37
Краснодарский край	Частные; Очно-заочная	Прибыло студентов - всего (сумма стр. 02-05) / 1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	0	1	0	119	120
Краснодарский край	Частные; Очно-заочная	"Численность студентов на начало прошлого учебного года
(на 1 октября) / 17.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	52	52	0	0	0	1062	1062
Красноярский край	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	            из стр. 11 - не прошли итоговую аттестацию / 12.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	14	16
Красноярский край	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	"            из стр. 11 – лица с ограниченными возможностями здоровья,
            инвалиды, дети-инвалиды / 13.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2
Красноярский край	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	         отчислено в виде меры дисциплинарного взыскания / 14.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	28
Красноярский край	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	         отчислено из-за просрочки оплаты обучения / 15.0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	74	0	0	0	242	242
Красноярский край	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	"    в том числе:
    переведено на другие формы обучения данной
    организации на программы того же уровня / 7.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	5	5	5	0	0	28	33
Красноярский край	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	"    в том числе:
    переведено с других форм обучения данной
    образовательной организации с программ того же уровня / 2.0"	0	0	0	0	0	0	0	0	0	0	2	0	1	27	30	96	0	0	135	231
Красноярский край	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	    восстановлены из числа ранее отчисленных / 4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	15	60	0	0	119	179
Красноярский край	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	    выбыло по другим причинам / 16.0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	9	75	0	1	106	182
Красноярский край	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	"    добровольно прекратили образовательные отношения
    (бросили учебу) / 10.0"	0	0	0	0	0	0	0	0	0	0	8	0	1	36	45	373	0	4	382	759
Красноярский край	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	"    отчислено:
         по неуспеваемости / 11.0"	0	0	0	0	0	0	0	0	0	0	13	0	2	29	44	199	0	7	98	304
Красноярский край	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	"    переведено в другие образовательные организации
    на программы того же уровня / 8.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	6	6	7	0	0	27	34
Красноярский край	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	"    переведено из других образовательных организаций 
    с программ того же уровня / 3.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	7	7	27	0	0	14	41
Красноярский край	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	    по болезни / 9.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2
Красноярский край	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	    прибыло по другим причинам / 5.0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	32	45	0	0	96	141
Красноярский край	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	Выбыло студентов - всего (сумма стр. 07-11, 13-15) / 6.0	0	0	0	0	0	0	0	0	0	0	21	0	3	159	183	661	0	12	911	1584
Красноярский край	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	Прибыло студентов - всего (сумма стр. 02-05) / 1.0	0	0	0	0	0	0	0	0	0	0	2	0	1	81	84	228	0	0	364	592
Красноярский край	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	"Численность студентов на начало прошлого учебного года
(на 1 октября) / 17.0"	0	0	0	0	0	0	0	0	0	0	178	0	26	671	875	4156	0	195	4352	8703
Красноярский край	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	            из стр. 11 - не прошли итоговую аттестацию / 12.0	53	0	0	0	53	0	0	0	0	0	28	0	0	10	38	4	0	0	0	4
Красноярский край	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	"            из стр. 11 – лица с ограниченными возможностями здоровья,
            инвалиды, дети-инвалиды / 13.0"	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	2
Красноярский край	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	         отчислено в виде меры дисциплинарного взыскания / 14.0	2	0	0	0	2	0	0	0	0	0	6	0	1	34	41	3	0	8	21	32
Красноярский край	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	         отчислено из-за просрочки оплаты обучения / 15.0	0	0	0	6	6	0	0	0	0	0	0	0	0	55	55	0	0	0	30	30
Красноярский край	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	"    в том числе:
    переведено на другие формы обучения данной
    организации на программы того же уровня / 7.0"	38	0	0	7	45	0	0	0	0	0	154	0	15	97	266	53	0	8	76	137
Красноярский край	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	"    в том числе:
    переведено с других форм обучения данной
    образовательной организации с программ того же уровня / 2.0"	47	0	0	10	57	24	0	0	0	24	103	0	0	54	157	35	0	0	4	39
Красноярский край	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	    восстановлены из числа ранее отчисленных / 4.0	49	0	1	4	54	0	0	0	0	0	114	0	20	61	195	56	0	13	33	102
Красноярский край	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	    выбыло по другим причинам / 16.0	127	0	0	17	144	11	0	0	1	12	306	0	20	150	476	57	0	12	86	155
Красноярский край	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	"    добровольно прекратили образовательные отношения
    (бросили учебу) / 10.0"	840	0	7	86	933	20	0	0	5	25	1265	0	143	484	1892	746	0	109	284	1139
Красноярский край	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	"    отчислено:
         по неуспеваемости / 11.0"	237	0	0	18	255	4	0	0	1	5	262	0	88	151	501	143	0	72	89	304
Красноярский край	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	"    переведено в другие образовательные организации
    на программы того же уровня / 8.0"	80	0	3	11	94	0	0	0	0	0	230	0	63	131	424	49	0	9	31	89
Красноярский край	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	"    переведено из других образовательных организаций 
    с программ того же уровня / 3.0"	90	0	0	3	93	0	0	0	0	0	185	0	35	105	325	35	0	1	13	49
Красноярский край	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	    по болезни / 9.0	5	0	0	4	9	0	0	0	0	0	9	0	0	0	9	0	0	0	0	0
Красноярский край	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	    прибыло по другим причинам / 5.0	235	0	1	16	252	4	0	0	2	6	350	0	50	117	517	122	0	20	47	189
Красноярский край	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Выбыло студентов - всего (сумма стр. 07-11, 13-15) / 6.0	1329	0	10	149	1488	35	0	0	7	42	2232	0	330	1102	3664	1051	0	218	617	1886
Красноярский край	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Прибыло студентов - всего (сумма стр. 02-05) / 1.0	421	0	2	33	456	28	0	0	2	30	752	0	105	337	1194	248	0	34	97	379
Красноярский край	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	"Численность студентов на начало прошлого учебного года
(на 1 октября) / 17.0"	12959	0	233	1048	14240	396	0	0	83	479	19970	0	3968	7108	31046	8295	0	2163	3509	13967
Красноярский край	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	            из стр. 11 - не прошли итоговую аттестацию / 12.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Красноярский край	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"            из стр. 11 – лица с ограниченными возможностями здоровья,
            инвалиды, дети-инвалиды / 13.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Красноярский край	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	         отчислено в виде меры дисциплинарного взыскания / 14.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Красноярский край	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	         отчислено из-за просрочки оплаты обучения / 15.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2
Красноярский край	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"    в том числе:
    переведено на другие формы обучения данной
    организации на программы того же уровня / 7.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Красноярский край	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"    в том числе:
    переведено с других форм обучения данной
    образовательной организации с программ того же уровня / 2.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	3
Красноярский край	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	    восстановлены из числа ранее отчисленных / 4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	3	8
Красноярский край	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	    выбыло по другим причинам / 16.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	5
Красноярский край	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"    добровольно прекратили образовательные отношения
    (бросили учебу) / 10.0"	0	0	0	0	0	11	0	0	0	11	0	0	0	0	0	58	0	0	20	78
Красноярский край	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"    отчислено:
         по неуспеваемости / 11.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	2	24
Красноярский край	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"    переведено в другие образовательные организации
    на программы того же уровня / 8.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2
