region	tags	indicator	В том числе на уровне подготовки: > базовом > 6.0	В том числе на уровне подготовки: > углубленном > 7.0	Из общего приема (из гр. 4) – женщины > 8.0	Принято  > Всего > 4.0	Принято  > из них лица с ОВЗ, инвалиды, дети-инвалиды > 5.0
Иркутская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	Всего по программам подготовки специалистов среднего звена (сумма стр. 01, 02) / 3.0 / 0.0	0.0	0.0	0.0	0.0	0.0
Иркутская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	Монтаж, наладка и эксплуатация электрооборудования промышленных и гражданских зданий / 2.0 / 08.02.09	0.0	0.0	0.0	0.0	0.0
Иркутская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	Программы подготовки специалистов среднего звена: на базе основного общего образования - всего / 1.0 / 0.0	0.0	0.0	0.0	0.0	0.0
Иркутская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	Программы подготовки специалистов среднего звена: на базе среднего общего образования - всего / 2.0 / 0.0	0.0	0.0	0.0	0.0	0.0
Иркутская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	Строительство и эксплуатация зданий и сооружений / 2.0 / 08.02.01	0.0	0.0	0.0	0.0	0.0
Иркутская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	Физическая культура / 2.0 / 49.02.01	0.0	0.0	0.0	0.0	0.0
Иркутская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Всего по программам подготовки специалистов среднего звена (сумма стр. 01, 02) / 3.0 / 0.0	1.0	1.0	0.0	2.0	0.0
Иркутская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Информационные системы и программирование / 1.0 / 09.02.07	0.0	0.0	0.0	0.0	0.0
Иркутская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Программы подготовки специалистов среднего звена: на базе основного общего образования - всего / 1.0 / 0.0	1.0	1.0	0.0	2.0	0.0
Иркутская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Программы подготовки специалистов среднего звена: на базе среднего общего образования - всего / 2.0 / 0.0	0.0	0.0	0.0	0.0	0.0
Иркутская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Реклама / 1.0 / 42.02.01	0.0	0.0	0.0	0.0	0.0
Иркутская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Техническое обслуживание и ремонт двигателей, систем и агрегатов автомобилей / 1.0 / 23.02.07	0.0	0.0	0.0	0.0	0.0
Иркутская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Физическая культура / 1.0 / 49.02.01	0.0	1.0	0.0	1.0	0.0
Иркутская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Физическая культура / 2.0 / 49.02.01	0.0	0.0	0.0	0.0	0.0
Иркутская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Эксплуатация и обслуживание многоквартирного дома / 1.0 / 08.02.14	1.0	0.0	0.0	1.0	0.0
Иркутская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Эксплуатация судовых энергетических установок / 1.0 / 26.02.05	0.0	0.0	0.0	0.0	0.0
Иркутская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Электроснабжение (по отраслям) / 1.0 / 13.02.07	0.0	0.0	0.0	0.0	0.0
Иркутская область	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Всего по программам подготовки специалистов среднего звена (сумма стр. 01, 02) / 3.0 / 0.0	0.0	0.0	0.0	0.0	0.0
Иркутская область	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Программы подготовки специалистов среднего звена: на базе основного общего образования - всего / 1.0 / 0.0	0.0	0.0	0.0	0.0	0.0
Иркутская область	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Программы подготовки специалистов среднего звена: на базе среднего общего образования - всего / 2.0 / 0.0	0.0	0.0	0.0	0.0	0.0
Иркутская область	Частные; Очная	Всего по программам подготовки специалистов среднего звена (сумма стр. 01, 02) / 3.0 / 0.0	0.0	0.0	0.0	0.0	0.0
Иркутская область	Частные; Очная	Программы подготовки специалистов среднего звена: на базе основного общего образования - всего / 1.0 / 0.0	0.0	0.0	0.0	0.0	0.0
Иркутская область	Частные; Очная	Программы подготовки специалистов среднего звена: на базе среднего общего образования - всего / 2.0 / 0.0	0.0	0.0	0.0	0.0	0.0
Кабардино-Балкарская Республика	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	Всего по программам подготовки специалистов среднего звена (сумма стр. 01, 02) / 3.0 / 0.0	0.0	0.0	0.0	0.0	0.0
Кабардино-Балкарская Республика	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	Информационные системы и программирование / 2.0 / 09.02.07	0.0	0.0	0.0	0.0	0.0
Кабардино-Балкарская Республика	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	Программы подготовки специалистов среднего звена: на базе основного общего образования - всего / 1.0 / 0.0	0.0	0.0	0.0	0.0	0.0
Кабардино-Балкарская Республика	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	Программы подготовки специалистов среднего звена: на базе среднего общего образования - всего / 2.0 / 0.0	0.0	0.0	0.0	0.0	0.0
Кабардино-Балкарская Республика	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Всего по программам подготовки специалистов среднего звена (сумма стр. 01, 02) / 3.0 / 0.0	0.0	0.0	0.0	0.0	0.0
Кабардино-Балкарская Республика	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Программы подготовки специалистов среднего звена: на базе основного общего образования - всего / 1.0 / 0.0	0.0	0.0	0.0	0.0	0.0
Кабардино-Балкарская Республика	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Программы подготовки специалистов среднего звена: на базе среднего общего образования - всего / 2.0 / 0.0	0.0	0.0	0.0	0.0	0.0
Кабардино-Балкарская Республика	Частные; Очная	Всего по программам подготовки специалистов среднего звена (сумма стр. 01, 02) / 3.0 / 0.0	0.0	0.0	0.0	0.0	0.0
Кабардино-Балкарская Республика	Частные; Очная	Программы подготовки специалистов среднего звена: на базе основного общего образования - всего / 1.0 / 0.0	0.0	0.0	0.0	0.0	0.0
Кабардино-Балкарская Республика	Частные; Очная	Программы подготовки специалистов среднего звена: на базе среднего общего образования - всего / 2.0 / 0.0	0.0	0.0	0.0	0.0	0.0
Калининградская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	Всего по программам подготовки специалистов среднего звена (сумма стр. 01, 02) / 3.0 / 0.0	0.0	0.0	0.0	0.0	0.0
Калининградская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	Программы подготовки специалистов среднего звена: на базе основного общего образования - всего / 1.0 / 0.0	0.0	0.0	0.0	0.0	0.0
Калининградская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	Программы подготовки специалистов среднего звена: на базе среднего общего образования - всего / 2.0 / 0.0	0.0	0.0	0.0	0.0	0.0
Калининградская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	Физическая культура / 1.0 / 49.02.01	0.0	0.0	0.0	0.0	0.0
Калининградская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Всего по программам подготовки специалистов среднего звена (сумма стр. 01, 02) / 3.0 / 0.0	0.0	0.0	0.0	0.0	0.0
Калининградская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Программы подготовки специалистов среднего звена: на базе основного общего образования - всего / 1.0 / 0.0	0.0	0.0	0.0	0.0	0.0
Калининградская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Программы подготовки специалистов среднего звена: на базе среднего общего образования - всего / 2.0 / 0.0	0.0	0.0	0.0	0.0	0.0
Калининградская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Физическая культура / 1.0 / 49.02.01	0.0	0.0	0.0	0.0	0.0
Калининградская область	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Всего по программам подготовки специалистов среднего звена (сумма стр. 01, 02) / 3.0 / 0.0	0.0	0.0	0.0	0.0	0.0
Калининградская область	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Программы подготовки специалистов среднего звена: на базе основного общего образования - всего / 1.0 / 0.0	0.0	0.0	0.0	0.0	0.0
Калининградская область	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Программы подготовки специалистов среднего звена: на базе среднего общего образования - всего / 2.0 / 0.0	0.0	0.0	0.0	0.0	0.0
Калининградская область	Частные; Заочная	Всего по программам подготовки специалистов среднего звена (сумма стр. 01, 02) / 3.0 / 0.0	0.0	0.0	0.0	0.0	0.0
Калининградская область	Частные; Заочная	Программы подготовки специалистов среднего звена: на базе основного общего образования - всего / 1.0 / 0.0	0.0	0.0	0.0	0.0	0.0
Калининградская область	Частные; Заочная	Программы подготовки специалистов среднего звена: на базе среднего общего образования - всего / 2.0 / 0.0	0.0	0.0	0.0	0.0	0.0
Калужская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Всего по программам подготовки специалистов среднего звена (сумма стр. 01, 02) / 3.0 / 0.0	0.0	0.0	0.0	0.0	0.0
Калужская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Коммерция (по отраслям) / 1.0 / 38.02.04	0.0	0.0	0.0	0.0	0.0
Калужская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Программы подготовки специалистов среднего звена: на базе основного общего образования - всего / 1.0 / 0.0	0.0	0.0	0.0	0.0	0.0
Калужская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Программы подготовки специалистов среднего звена: на базе среднего общего образования - всего / 2.0 / 0.0	0.0	0.0	0.0	0.0	0.0
Калужская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Техническое обслуживание и ремонт двигателей, систем и агрегатов автомобилей / 1.0 / 23.02.07	0.0	0.0	0.0	0.0	0.0
Калужская область	Частные; Очная	Всего по программам подготовки специалистов среднего звена (сумма стр. 01, 02) / 3.0 / 0.0	0.0	0.0	0.0	0.0	0.0
Калужская область	Частные; Очная	Дизайн (по отраслям) / 1.0 / 54.02.01	0.0	0.0	0.0	0.0	0.0
Калужская область	Частные; Очная	Дизайн (по отраслям) / 2.0 / 54.02.01	0.0	0.0	0.0	0.0	0.0
Калужская область	Частные; Очная	Живопись (по видам) / 2.0 / 54.02.05	0.0	0.0	0.0	0.0	0.0
Калужская область	Частные; Очная	Информационные системы и программирование / 1.0 / 09.02.07	0.0	0.0	0.0	0.0	0.0
Калужская область	Частные; Очная	Право и организация социального обеспечения / 1.0 / 40.02.01	0.0	0.0	0.0	0.0	0.0
Калужская область	Частные; Очная	Право и организация социального обеспечения / 2.0 / 40.02.01	0.0	0.0	0.0	0.0	0.0
Калужская область	Частные; Очная	Программы подготовки специалистов среднего звена: на базе основного общего образования - всего / 1.0 / 0.0	0.0	0.0	0.0	0.0	0.0
Калужская область	Частные; Очная	Программы подготовки специалистов среднего звена: на базе среднего общего образования - всего / 2.0 / 0.0	0.0	0.0	0.0	0.0	0.0
Калужская область	Частные; Очная	Туризм / 2.0 / 43.02.10	0.0	0.0	0.0	0.0	0.0
Калужская область	Частные; Очная	Хоровое дирижирование / 2.0 / 53.02.06	0.0	0.0	0.0	0.0	0.0
Камчатский край	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	Всего по программам подготовки специалистов среднего звена (сумма стр. 01, 02) / 3.0 / 0.0	0.0	0.0	0.0	0.0	0.0
Камчатский край	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	Дошкольное образование / 1.0 / 44.02.01	0.0	0.0	0.0	0.0	0.0
Камчатский край	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	Дошкольное образование / 2.0 / 44.02.01	0.0	0.0	0.0	0.0	0.0
Камчатский край	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	Преподавание в начальных классах / 1.0 / 44.02.02	0.0	0.0	0.0	0.0	0.0
Камчатский край	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	Преподавание в начальных классах / 2.0 / 44.02.02	0.0	0.0	0.0	0.0	0.0
Камчатский край	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	Программы подготовки специалистов среднего звена: на базе основного общего образования - всего / 1.0 / 0.0	0.0	0.0	0.0	0.0	0.0
Камчатский край	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	Программы подготовки специалистов среднего звена: на базе среднего общего образования - всего / 2.0 / 0.0	0.0	0.0	0.0	0.0	0.0
Камчатский край	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	Физическая культура / 1.0 / 49.02.01	0.0	0.0	0.0	0.0	0.0
Камчатский край	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	Физическая культура / 2.0 / 49.02.01	0.0	0.0	0.0	0.0	0.0
Камчатский край	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Библиотековедение / 1.0 / 51.02.03	0.0	0.0	0.0	0.0	0.0
Камчатский край	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Библиотековедение / 2.0 / 51.02.03	0.0	0.0	0.0	0.0	0.0
Камчатский край	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Всего по программам подготовки специалистов среднего звена (сумма стр. 01, 02) / 3.0 / 0.0	0.0	0.0	0.0	0.0	0.0
Камчатский край	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Дошкольное образование / 1.0 / 44.02.01	0.0	0.0	0.0	0.0	0.0
Камчатский край	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Дошкольное образование / 2.0 / 44.02.01	0.0	0.0	0.0	0.0	0.0
Камчатский край	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Педагогика дополнительного образования / 1.0 / 44.02.03	0.0	0.0	0.0	0.0	0.0
Камчатский край	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Педагогика дополнительного образования / 2.0 / 44.02.03	0.0	0.0	0.0	0.0	0.0
Камчатский край	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Преподавание в начальных классах / 1.0 / 44.02.02	0.0	0.0	0.0	0.0	0.0
Камчатский край	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Преподавание в начальных классах / 2.0 / 44.02.02	0.0	0.0	0.0	0.0	0.0
Камчатский край	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Программы подготовки специалистов среднего звена: на базе основного общего образования - всего / 1.0 / 0.0	0.0	0.0	0.0	0.0	0.0
Камчатский край	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Программы подготовки специалистов среднего звена: на базе среднего общего образования - всего / 2.0 / 0.0	0.0	0.0	0.0	0.0	0.0
Камчатский край	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Физическая культура / 1.0 / 49.02.01	0.0	0.0	0.0	0.0	0.0
Камчатский край	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Физическая культура / 2.0 / 49.02.01	0.0	0.0	0.0	0.0	0.0
Камчатский край	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Всего по программам подготовки специалистов среднего звена (сумма стр. 01, 02) / 3.0 / 0.0	0.0	0.0	0.0	0.0	0.0
Камчатский край	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Программы подготовки специалистов среднего звена: на базе основного общего образования - всего / 1.0 / 0.0	0.0	0.0	0.0	0.0	0.0
Камчатский край	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Программы подготовки специалистов среднего звена: на базе среднего общего образования - всего / 2.0 / 0.0	0.0	0.0	0.0	0.0	0.0
Карачаево-Черкесская Республика	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Всего по программам подготовки специалистов среднего звена (сумма стр. 01, 02) / 3.0 / 0.0	0.0	0.0	0.0	0.0	0.0
Карачаево-Черкесская Республика	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Программы подготовки специалистов среднего звена: на базе основного общего образования - всего / 1.0 / 0.0	0.0	0.0	0.0	0.0	0.0
Карачаево-Черкесская Республика	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Программы подготовки специалистов среднего звена: на базе среднего общего образования - всего / 2.0 / 0.0	0.0	0.0	0.0	0.0	0.0
Кемеровская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	Водоснабжение и водоотведение / 2.0 / 08.02.04	0.0	0.0	0.0	0.0	0.0
Кемеровская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	Всего по программам подготовки специалистов среднего звена (сумма стр. 01, 02) / 3.0 / 0.0	1.0	0.0	0.0	1.0	0.0
Кемеровская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	Земельно-имущественные отношения / 2.0 / 21.02.05	0.0	0.0	0.0	0.0	0.0
Кемеровская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	Коммерция (по отраслям) / 1.0 / 38.02.04	0.0	0.0	0.0	0.0	0.0
Кемеровская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	Коммерция (по отраслям) / 2.0 / 38.02.04	0.0	0.0	0.0	0.0	0.0
Кемеровская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	Операционная деятельность в логистике / 1.0 / 38.02.03	0.0	0.0	0.0	0.0	0.0
Кемеровская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	Организация перевозок и управление на транспорте (по видам) / 1.0 / 23.02.01	0.0	0.0	0.0	0.0	0.0
Кемеровская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	Организация перевозок и управление на транспорте (по видам) / 2.0 / 23.02.01	0.0	0.0	0.0	0.0	0.0
Кемеровская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	Право и организация социального обеспечения / 1.0 / 40.02.01	0.0	0.0	0.0	0.0	0.0
Кемеровская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	Право и организация социального обеспечения / 2.0 / 40.02.01	0.0	0.0	0.0	0.0	0.0
Кемеровская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	Программы подготовки специалистов среднего звена: на базе основного общего образования - всего / 1.0 / 0.0	0.0	0.0	0.0	0.0	0.0
Кемеровская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	Программы подготовки специалистов среднего звена: на базе среднего общего образования - всего / 2.0 / 0.0	1.0	0.0	0.0	1.0	0.0
Кемеровская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	Строительство и эксплуатация городских путей сообщения / 1.0 / 08.02.06	0.0	0.0	0.0	0.0	0.0
Кемеровская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	Строительство и эксплуатация городских путей сообщения / 2.0 / 08.02.06	0.0	0.0	0.0	0.0	0.0
Кемеровская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	Строительство и эксплуатация зданий и сооружений / 2.0 / 08.02.01	1.0	0.0	0.0	1.0	0.0
Кемеровская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	Теплоснабжение и теплотехническое оборудование / 1.0 / 13.02.02	0.0	0.0	0.0	0.0	0.0
Кемеровская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	Теплоснабжение и теплотехническое оборудование / 2.0 / 13.02.02	0.0	0.0	0.0	0.0	0.0
Кемеровская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	Техническая эксплуатация и обслуживание электрического и электромеханического оборудования (по отраслям) / 1.0 / 13.02.11	0.0	0.0	0.0	0.0	0.0
Кемеровская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	Техническая эксплуатация и обслуживание электрического и электромеханического оборудования (по отраслям) / 2.0 / 13.02.11	0.0	0.0	0.0	0.0	0.0
Кемеровская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	Техническая эксплуатация подъемно-транспортных, строительных, дорожных машин и оборудования (по отраслям) / 1.0 / 23.02.04	0.0	0.0	0.0	0.0	0.0
Кемеровская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	Техническая эксплуатация подъемно-транспортных, строительных, дорожных машин и оборудования (по отраслям) / 2.0 / 23.02.04	0.0	0.0	0.0	0.0	0.0
Кемеровская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	Техническое обслуживание и ремонт двигателей, систем и агрегатов автомобилей / 1.0 / 23.02.07	0.0	0.0	0.0	0.0	0.0
Кемеровская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	Техническое обслуживание и ремонт двигателей, систем и агрегатов автомобилей / 2.0 / 23.02.07	0.0	0.0	0.0	0.0	0.0
Кемеровская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	Технологии индустрии красоты / 1.0 / 43.02.17	0.0	0.0	0.0	0.0	0.0
Кемеровская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	Технологии индустрии красоты / 2.0 / 43.02.17	0.0	0.0	0.0	0.0	0.0
Кемеровская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	Управление, эксплуатация и обслуживание многоквартирного дома / 1.0 / 08.02.11	0.0	0.0	0.0	0.0	0.0
Кемеровская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	Управление, эксплуатация и обслуживание многоквартирного дома / 2.0 / 08.02.11	0.0	0.0	0.0	0.0	0.0
Кемеровская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	Экономика и бухгалтерский учет (по отраслям) / 1.0 / 38.02.01	0.0	0.0	0.0	0.0	0.0
Кемеровская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	Экономика и бухгалтерский учет (по отраслям) / 2.0 / 38.02.01	0.0	0.0	0.0	0.0	0.0
Кемеровская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Всего по программам подготовки специалистов среднего звена (сумма стр. 01, 02) / 3.0 / 0.0	1.0	0.0	0.0	1.0	0.0
Кемеровская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Компьютерные системы и комплексы / 1.0 / 09.02.01	0.0	0.0	0.0	0.0	0.0
Кемеровская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Программы подготовки специалистов среднего звена: на базе основного общего образования - всего / 1.0 / 0.0	1.0	0.0	0.0	1.0	0.0
Кемеровская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Программы подготовки специалистов среднего звена: на базе среднего общего образования - всего / 2.0 / 0.0	0.0	0.0	0.0	0.0	0.0
Кемеровская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Сестринское дело / 2.0 / 34.02.01	0.0	0.0	0.0	0.0	0.0
Кемеровская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Техника и искусство фотографии / 1.0 / 54.02.08	1.0	0.0	0.0	1.0	0.0
Кемеровская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Техническая эксплуатация и обслуживание электрического и электромеханического оборудования (по отраслям) / 1.0 / 13.02.11	0.0	0.0	0.0	0.0	0.0
Кемеровская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Фармация / 2.0 / 33.02.01	0.0	0.0	0.0	0.0	0.0
Кемеровская область	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Всего по программам подготовки специалистов среднего звена (сумма стр. 01, 02) / 3.0 / 0.0	0.0	0.0	0.0	0.0	0.0
Кемеровская область	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Программы подготовки специалистов среднего звена: на базе основного общего образования - всего / 1.0 / 0.0	0.0	0.0	0.0	0.0	0.0
Кемеровская область	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Программы подготовки специалистов среднего звена: на базе среднего общего образования - всего / 2.0 / 0.0	0.0	0.0	0.0	0.0	0.0
Кемеровская область	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Сестринское дело / 2.0 / 34.02.01	0.0	0.0	0.0	0.0	0.0
Кемеровская область	Частные; Очная	Всего по программам подготовки специалистов среднего звена (сумма стр. 01, 02) / 3.0 / 0.0	0.0	0.0	0.0	0.0	0.0
Кемеровская область	Частные; Очная	Программы подготовки специалистов среднего звена: на базе основного общего образования - всего / 1.0 / 0.0	0.0	0.0	0.0	0.0	0.0
Кемеровская область	Частные; Очная	Программы подготовки специалистов среднего звена: на базе среднего общего образования - всего / 2.0 / 0.0	0.0	0.0	0.0	0.0	0.0
Кировская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	Всего по программам подготовки специалистов среднего звена (сумма стр. 01, 02) / 3.0 / 0.0	0.0	0.0	0.0	0.0	0.0
Кировская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	Лесное и лесопарковое хозяйство / 2.0 / 35.02.01	0.0	0.0	0.0	0.0	0.0
Кировская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	Охотоведение и звероводство / 2.0 / 35.02.14	0.0	0.0	0.0	0.0	0.0
Кировская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	Программы подготовки специалистов среднего звена: на базе основного общего образования - всего / 1.0 / 0.0	0.0	0.0	0.0	0.0	0.0
Кировская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	Программы подготовки специалистов среднего звена: на базе среднего общего образования - всего / 2.0 / 0.0	0.0	0.0	0.0	0.0	0.0
Кировская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	Строительство и эксплуатация инженерных сооружений / 2.0 / 08.02.02	0.0	0.0	0.0	0.0	0.0
Кировская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	Эксплуатация судовых энергетических установок / 2.0 / 26.02.05	0.0	0.0	0.0	0.0	0.0
Кировская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Всего по программам подготовки специалистов среднего звена (сумма стр. 01, 02) / 3.0 / 0.0	0.0	0.0	0.0	0.0	0.0
