region	tags	indicator	Программы подготовки квалифицированных рабочих, служащих > на базе основного общего образования > обучение за счет бюджетных ассигнований > подано заявлений > 11.0	Программы подготовки квалифицированных рабочих, служащих > на базе основного общего образования > обучение за счет бюджетных ассигнований > принято > 12.0	Программы подготовки квалифицированных рабочих, служащих > на базе основного общего образования > обучение по договорам об оказании платных образовательных услуг > подано заявлений > 13.0	Программы подготовки квалифицированных рабочих, служащих > на базе основного общего образования > обучение по договорам об оказании платных образовательных услуг > принято > 14.0	Программы подготовки квалифицированных рабочих, служащих > на базе среднего общего образования > обучение за счет бюджетных ассигнований > подано заявлений > 15.0	Программы подготовки квалифицированных рабочих, служащих > на базе среднего общего образования > обучение за счет бюджетных ассигнований > принято > 16.0	Программы подготовки квалифицированных рабочих, служащих > на базе среднего общего образования > обучение по договорам об оказании платных образовательных услуг > подано заявлений > 17.0	Программы подготовки квалифицированных рабочих, служащих > на базе среднего общего образования > обучение по договорам об оказании платных образовательных услуг > принято > 18.0	Программы подготовки специалистов среднего звена > на базе основного общего образования > обучение за счет бюджетных ассигнований > подано заявлений > 3.0	Программы подготовки специалистов среднего звена > на базе основного общего образования > обучение за счет бюджетных ассигнований > принято > 4.0	Программы подготовки специалистов среднего звена > на базе основного общего образования > обучение по договорам об оказании платных образовательных услуг > подано заявлений > 5.0	Программы подготовки специалистов среднего звена > на базе основного общего образования > обучение по договорам об оказании платных образовательных услуг > принято > 6.0	Программы подготовки специалистов среднего звена > на базе среднего общего образования > обучение за счет бюджетных ассигнований > подано заявлений > 7.0	Программы подготовки специалистов среднего звена > на базе среднего общего образования > обучение за счет бюджетных ассигнований > принято > 8.0	Программы подготовки специалистов среднего звена > на базе среднего общего образования > обучение по договорам об оказании платных образовательных услуг > подано заявлений > 9.0	Программы подготовки специалистов среднего звена > на базе среднего общего образования > обучение по договорам об оказании платных образовательных услуг > принято > 10.0
Еврейская автономная область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	"         из них полученного за период с 1 октября прошлого года
         по 30 сентября текущего года (сумма стр. 04, 06, 07) / 3.0"	464	319	3	3	0	0	0	0	514	257	185	119	96	81	82	55
Еврейская автономная область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	        специалиста / 14.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Еврейская автономная область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	"       из них полученного за период с 1 октября прошлого года
       по 30 сентября текущего года / 11.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Еврейская автономная область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	"       из них полученного за период с 1 октября прошлого года
       по 30 сентября текущего года / 9.0"	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
Еврейская автономная область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	       магистра / 16.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Еврейская автономная область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	"    в том числе поступали на базе образования: 
    основного общего (для граф 3-6, 11-14) или 
    среднего общего (для граф 7-10, 15-18) / 2.0"	497	352	3	3	0	0	0	0	702	318	218	141	175	125	102	71
Еврейская автономная область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	"    высшего, подтвержденного дипломом: 
       бакалавра / 12.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Еврейская автономная область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	"    среднего профессионального по программам подготовки
    квалифицированных рабочих, служащих / 8.0"	0	0	0	0	0	0	0	0	1	1	0	0	8	5	8	8
Еврейская автономная область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	"    среднего профессионального по программам подготовки
    специалистов среднего звена / 10.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Еврейская автономная область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Всего (сумма стр. 02, 08, 10, 12, 14, 16) / 1.0	497	352	3	3	0	0	0	0	703	319	218	141	183	130	110	79
Забайкальский край	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	"                из них отдельных общеобразовательных организаций,
                осуществляющих обучение по адаптированным 
                основным общеобразовательным программам / 5.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Забайкальский край	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	"            других организаций, осуществляющих образователь-
            ную деятельность по программам основного и (или)
            среднего общего образования / 7.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	63
Забайкальский край	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	"            из строки 03 - выпускники: 
            общеобразовательных организаций / 4.0"	0	0	0	0	0	0	0	0	5	5	185	160	27	22	193	184
Забайкальский край	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	"            специальных учебно-воспитательных учреждений для
            обучающихся с девиантным (общественно-опасным)
            поведением / 6.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Забайкальский край	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	"           из них полученного за период с 1 октября прошлого
           года по 30 сентября текущего года / 13.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Забайкальский край	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	"           из них полученного за период с 1 октября прошлого
           года по 30 сентября текущего года / 15.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Забайкальский край	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	"           из них полученного за период с 1 октября прошлого
           года по 30 сентября текущего года / 17.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Забайкальский край	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	"         из них полученного за период с 1 октября прошлого года
         по 30 сентября текущего года (сумма стр. 04, 06, 07) / 3.0"	0	0	0	0	0	0	0	0	5	5	185	160	27	22	283	247
Забайкальский край	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	        специалиста / 14.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Забайкальский край	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	"       из них полученного за период с 1 октября прошлого года
       по 30 сентября текущего года / 11.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Забайкальский край	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	"       из них полученного за период с 1 октября прошлого года
       по 30 сентября текущего года / 9.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Забайкальский край	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	       магистра / 16.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Забайкальский край	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	"    в том числе поступали на базе образования: 
    основного общего (для граф 3-6, 11-14) или 
    среднего общего (для граф 7-10, 15-18) / 2.0"	0	0	0	0	0	0	0	0	102	87	436	335	577	461	736	577
Забайкальский край	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	"    высшего, подтвержденного дипломом: 
       бакалавра / 12.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Забайкальский край	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	"    среднего профессионального по программам подготовки
    квалифицированных рабочих, служащих / 8.0"	0	0	0	0	0	0	0	0	0	0	0	0	37	25	26	14
Забайкальский край	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	"    среднего профессионального по программам подготовки
    специалистов среднего звена / 10.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
Забайкальский край	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	Всего (сумма стр. 02, 08, 10, 12, 14, 16) / 1.0	0	0	0	0	0	0	0	0	102	87	436	335	614	486	763	592
Забайкальский край	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	"                из них отдельных общеобразовательных организаций,
                осуществляющих обучение по адаптированным 
                основным общеобразовательным программам / 5.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Забайкальский край	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	"            других организаций, осуществляющих образователь-
            ную деятельность по программам основного и (или)
            среднего общего образования / 7.0"	0	0	0	0	0	0	16	14	62	50	454	238	161	151	537	326
Забайкальский край	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	"            из строки 03 - выпускники: 
            общеобразовательных организаций / 4.0"	1931	1422	268	266	25	22	0	0	6300	1740	4067	1640	1297	453	878	458
Забайкальский край	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	"            специальных учебно-воспитательных учреждений для
            обучающихся с девиантным (общественно-опасным)
            поведением / 6.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Забайкальский край	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	"           из них полученного за период с 1 октября прошлого
           года по 30 сентября текущего года / 13.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Забайкальский край	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	"           из них полученного за период с 1 октября прошлого
           года по 30 сентября текущего года / 15.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
Забайкальский край	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	"           из них полученного за период с 1 октября прошлого
           года по 30 сентября текущего года / 17.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Забайкальский край	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	"         из них полученного за период с 1 октября прошлого года
         по 30 сентября текущего года (сумма стр. 04, 06, 07) / 3.0"	1931	1422	268	266	25	22	16	14	6362	1790	4521	1878	1458	604	1415	784
Забайкальский край	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	        специалиста / 14.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	5
Забайкальский край	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	"       из них полученного за период с 1 октября прошлого года
       по 30 сентября текущего года / 11.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Забайкальский край	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	"       из них полученного за период с 1 октября прошлого года
       по 30 сентября текущего года / 9.0"	0	0	0	0	0	0	0	0	7	7	0	0	0	0	0	0
Забайкальский край	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	       магистра / 16.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Забайкальский край	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	"    в том числе поступали на базе образования: 
    основного общего (для граф 3-6, 11-14) или 
    среднего общего (для граф 7-10, 15-18) / 2.0"	2792	1836	345	342	50	47	16	14	8789	2495	4611	1911	1496	559	1068	594
Забайкальский край	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	"    высшего, подтвержденного дипломом: 
       бакалавра / 12.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Забайкальский край	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	"    среднего профессионального по программам подготовки
    квалифицированных рабочих, служащих / 8.0"	0	0	0	0	0	0	0	0	7	7	0	0	0	0	3	3
Забайкальский край	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	"    среднего профессионального по программам подготовки
    специалистов среднего звена / 10.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Забайкальский край	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Всего (сумма стр. 02, 08, 10, 12, 14, 16) / 1.0	2792	1836	345	342	50	47	16	14	8796	2502	4611	1911	1496	559	1076	602
Забайкальский край	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"                из них отдельных общеобразовательных организаций,
                осуществляющих обучение по адаптированным 
                основным общеобразовательным программам / 5.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Забайкальский край	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"            других организаций, осуществляющих образователь-
            ную деятельность по программам основного и (или)
            среднего общего образования / 7.0"	0	0	0	0	0	0	0	0	0	0	261	194	60	55	33	25
Забайкальский край	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"            из строки 03 - выпускники: 
            общеобразовательных организаций / 4.0"	0	0	0	0	0	0	0	0	0	0	4	4	85	80	34	26
Забайкальский край	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"            специальных учебно-воспитательных учреждений для
            обучающихся с девиантным (общественно-опасным)
            поведением / 6.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Забайкальский край	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"           из них полученного за период с 1 октября прошлого
           года по 30 сентября текущего года / 13.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Забайкальский край	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"           из них полученного за период с 1 октября прошлого
           года по 30 сентября текущего года / 15.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Забайкальский край	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"           из них полученного за период с 1 октября прошлого
           года по 30 сентября текущего года / 17.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Забайкальский край	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"         из них полученного за период с 1 октября прошлого года
         по 30 сентября текущего года (сумма стр. 04, 06, 07) / 3.0"	0	0	0	0	0	0	0	0	0	0	265	198	145	135	67	51
Забайкальский край	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	        специалиста / 14.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	7
Забайкальский край	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"       из них полученного за период с 1 октября прошлого года
       по 30 сентября текущего года / 11.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Забайкальский край	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"       из них полученного за период с 1 октября прошлого года
       по 30 сентября текущего года / 9.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Забайкальский край	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	       магистра / 16.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Забайкальский край	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"    в том числе поступали на базе образования: 
    основного общего (для граф 3-6, 11-14) или 
    среднего общего (для граф 7-10, 15-18) / 2.0"	0	0	0	0	0	0	0	0	0	0	265	198	138	130	97	29
Забайкальский край	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"    высшего, подтвержденного дипломом: 
       бакалавра / 12.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Забайкальский край	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"    среднего профессионального по программам подготовки
    квалифицированных рабочих, служащих / 8.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	5
Забайкальский край	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"    среднего профессионального по программам подготовки
    специалистов среднего звена / 10.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Забайкальский край	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Всего (сумма стр. 02, 08, 10, 12, 14, 16) / 1.0	0	0	0	0	0	0	0	0	0	0	265	198	138	130	109	41
Забайкальский край	Частные; Заочная	"                из них отдельных общеобразовательных организаций,
                осуществляющих обучение по адаптированным 
                основным общеобразовательным программам / 5.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Забайкальский край	Частные; Заочная	"            других организаций, осуществляющих образователь-
            ную деятельность по программам основного и (или)
            среднего общего образования / 7.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Забайкальский край	Частные; Заочная	"            из строки 03 - выпускники: 
            общеобразовательных организаций / 4.0"	0	0	0	0	0	0	0	0	0	0	22	13	0	0	23	20
Забайкальский край	Частные; Заочная	"            специальных учебно-воспитательных учреждений для
            обучающихся с девиантным (общественно-опасным)
            поведением / 6.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Забайкальский край	Частные; Заочная	"           из них полученного за период с 1 октября прошлого
           года по 30 сентября текущего года / 13.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Забайкальский край	Частные; Заочная	"           из них полученного за период с 1 октября прошлого
           года по 30 сентября текущего года / 15.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Забайкальский край	Частные; Заочная	"           из них полученного за период с 1 октября прошлого
           года по 30 сентября текущего года / 17.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Забайкальский край	Частные; Заочная	"         из них полученного за период с 1 октября прошлого года
         по 30 сентября текущего года (сумма стр. 04, 06, 07) / 3.0"	0	0	0	0	0	0	0	0	0	0	22	13	0	0	23	20
Забайкальский край	Частные; Заочная	        специалиста / 14.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Забайкальский край	Частные; Заочная	"       из них полученного за период с 1 октября прошлого года
       по 30 сентября текущего года / 11.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Забайкальский край	Частные; Заочная	"       из них полученного за период с 1 октября прошлого года
       по 30 сентября текущего года / 9.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Забайкальский край	Частные; Заочная	       магистра / 16.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Забайкальский край	Частные; Заочная	"    в том числе поступали на базе образования: 
    основного общего (для граф 3-6, 11-14) или 
    среднего общего (для граф 7-10, 15-18) / 2.0"	0	0	0	0	0	0	0	0	0	0	22	13	0	0	23	20
Забайкальский край	Частные; Заочная	"    высшего, подтвержденного дипломом: 
       бакалавра / 12.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Забайкальский край	Частные; Заочная	"    среднего профессионального по программам подготовки
    квалифицированных рабочих, служащих / 8.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Забайкальский край	Частные; Заочная	"    среднего профессионального по программам подготовки
    специалистов среднего звена / 10.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Забайкальский край	Частные; Заочная	Всего (сумма стр. 02, 08, 10, 12, 14, 16) / 1.0	0	0	0	0	0	0	0	0	0	0	22	13	0	0	23	20
Забайкальский край	Частные; Очная	"                из них отдельных общеобразовательных организаций,
                осуществляющих обучение по адаптированным 
                основным общеобразовательным программам / 5.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Забайкальский край	Частные; Очная	"            других организаций, осуществляющих образователь-
            ную деятельность по программам основного и (или)
            среднего общего образования / 7.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Забайкальский край	Частные; Очная	"            из строки 03 - выпускники: 
            общеобразовательных организаций / 4.0"	0	0	0	0	0	0	0	0	25	25	386	324	0	0	51	36
Забайкальский край	Частные; Очная	"            специальных учебно-воспитательных учреждений для
            обучающихся с девиантным (общественно-опасным)
            поведением / 6.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Забайкальский край	Частные; Очная	"           из них полученного за период с 1 октября прошлого
           года по 30 сентября текущего года / 13.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Забайкальский край	Частные; Очная	"           из них полученного за период с 1 октября прошлого
           года по 30 сентября текущего года / 15.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Забайкальский край	Частные; Очная	"           из них полученного за период с 1 октября прошлого
           года по 30 сентября текущего года / 17.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Забайкальский край	Частные; Очная	"         из них полученного за период с 1 октября прошлого года
         по 30 сентября текущего года (сумма стр. 04, 06, 07) / 3.0"	0	0	0	0	0	0	0	0	25	25	386	324	0	0	51	36
Забайкальский край	Частные; Очная	        специалиста / 14.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Забайкальский край	Частные; Очная	"       из них полученного за период с 1 октября прошлого года
       по 30 сентября текущего года / 11.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Забайкальский край	Частные; Очная	"       из них полученного за период с 1 октября прошлого года
       по 30 сентября текущего года / 9.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Забайкальский край	Частные; Очная	       магистра / 16.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Забайкальский край	Частные; Очная	"    в том числе поступали на базе образования: 
    основного общего (для граф 3-6, 11-14) или 
    среднего общего (для граф 7-10, 15-18) / 2.0"	0	0	0	0	0	0	0	0	25	25	386	324	0	0	51	36
Забайкальский край	Частные; Очная	"    высшего, подтвержденного дипломом: 
       бакалавра / 12.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Забайкальский край	Частные; Очная	"    среднего профессионального по программам подготовки
    квалифицированных рабочих, служащих / 8.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Забайкальский край	Частные; Очная	"    среднего профессионального по программам подготовки
    специалистов среднего звена / 10.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Забайкальский край	Частные; Очная	Всего (сумма стр. 02, 08, 10, 12, 14, 16) / 1.0	0	0	0	0	0	0	0	0	25	25	386	324	0	0	51	36
Ивановская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	"                из них отдельных общеобразовательных организаций,
                осуществляющих обучение по адаптированным 
                основным общеобразовательным программам / 5.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ивановская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	"            других организаций, осуществляющих образователь-
            ную деятельность по программам основного и (или)
            среднего общего образования / 7.0"	0	0	0	0	0	0	0	0	0	0	4	4	2	2	1	1
Ивановская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	"            из строки 03 - выпускники: 
            общеобразовательных организаций / 4.0"	0	0	0	0	0	0	0	0	0	0	0	0	79	39	21	15
Ивановская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	"            специальных учебно-воспитательных учреждений для
            обучающихся с девиантным (общественно-опасным)
            поведением / 6.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ивановская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	"           из них полученного за период с 1 октября прошлого
           года по 30 сентября текущего года / 13.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ивановская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	"           из них полученного за период с 1 октября прошлого
           года по 30 сентября текущего года / 15.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ивановская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	"           из них полученного за период с 1 октября прошлого
           года по 30 сентября текущего года / 17.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ивановская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	"         из них полученного за период с 1 октября прошлого года
         по 30 сентября текущего года (сумма стр. 04, 06, 07) / 3.0"	0	0	0	0	0	0	0	0	0	0	4	4	81	41	22	16
Ивановская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	        специалиста / 14.0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	0	0
Ивановская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	"       из них полученного за период с 1 октября прошлого года
       по 30 сентября текущего года / 11.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ивановская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	"       из них полученного за период с 1 октября прошлого года
       по 30 сентября текущего года / 9.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ивановская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	       магистра / 16.0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
Ивановская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	"    в том числе поступали на базе образования: 
    основного общего (для граф 3-6, 11-14) или 
    среднего общего (для граф 7-10, 15-18) / 2.0"	0	0	0	0	0	0	0	0	0	0	4	4	190	117	27	20
Ивановская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	"    высшего, подтвержденного дипломом: 
       бакалавра / 12.0"	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0
Ивановская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	"    среднего профессионального по программам подготовки
    квалифицированных рабочих, служащих / 8.0"	0	0	0	0	0	0	0	0	0	0	0	0	12	12	2	2
Ивановская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	"    среднего профессионального по программам подготовки
    специалистов среднего звена / 10.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3
Ивановская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	Всего (сумма стр. 02, 08, 10, 12, 14, 16) / 1.0	0	0	0	0	0	0	0	0	0	0	4	4	210	137	32	25
Ивановская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	"                из них отдельных общеобразовательных организаций,
                осуществляющих обучение по адаптированным 
                основным общеобразовательным программам / 5.0"	8	7	0	0	0	0	0	0	19	17	2	0	0	0	0	0
Ивановская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	"            других организаций, осуществляющих образователь-
            ную деятельность по программам основного и (или)
            среднего общего образования / 7.0"	35	35	0	0	0	0	0	0	10	7	0	0	0	0	0	0
Ивановская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	"            из строки 03 - выпускники: 
            общеобразовательных организаций / 4.0"	1954	1204	67	50	54	20	32	21	7092	2636	1980	716	682	171	672	386
Ивановская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	"            специальных учебно-воспитательных учреждений для
            обучающихся с девиантным (общественно-опасным)
            поведением / 6.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ивановская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	"           из них полученного за период с 1 октября прошлого
           года по 30 сентября текущего года / 13.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ивановская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	"           из них полученного за период с 1 октября прошлого
           года по 30 сентября текущего года / 15.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ивановская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	"           из них полученного за период с 1 октября прошлого
           года по 30 сентября текущего года / 17.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ивановская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	"         из них полученного за период с 1 октября прошлого года
         по 30 сентября текущего года (сумма стр. 04, 06, 07) / 3.0"	1989	1239	67	50	54	20	32	21	7102	2643	1980	716	682	171	672	386
Ивановская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	        специалиста / 14.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ивановская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	"       из них полученного за период с 1 октября прошлого года
       по 30 сентября текущего года / 11.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ивановская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	"       из них полученного за период с 1 октября прошлого года
       по 30 сентября текущего года / 9.0"	0	0	0	0	0	0	0	0	4	0	0	0	6	0	0	0
