region	tags	indicator	Всего (сумма гр.4, 6, 8, 10, 12, 14, 16, 18, 20, 22) > 3.0	Число полных лет по состоянию на 1 января следующего года > 25 – 29 > всего > 6.0	Число полных лет по состоянию на 1 января следующего года > 25 – 29 > из них жен-щины > 7.0	Число полных лет по состоянию на 1 января следующего года > 30 – 34 > всего > 8.0	Число полных лет по состоянию на 1 января следующего года > 30 – 34 > из них жен-щины > 9.0	Число полных лет по состоянию на 1 января следующего года > 35 – 39 > всего > 10.0	Число полных лет по состоянию на 1 января следующего года > 35 – 39 > из них жен-щины > 11.0	Число полных лет по состоянию на 1 января следующего года > 40 – 44 > всего > 12.0	Число полных лет по состоянию на 1 января следующего года > 40 – 44 > из них жен-щины > 13.0	Число полных лет по состоянию на 1 января следующего года > 45 – 49 > всего > 14.0	Число полных лет по состоянию на 1 января следующего года > 45 – 49 > из них жен-щины > 15.0	Число полных лет по состоянию на 1 января следующего года > 50 – 54 > всего > 16.0	Число полных лет по состоянию на 1 января следующего года > 50 – 54 > из них жен-щины > 17.0	Число полных лет по состоянию на 1 января следующего года > 55 – 59 > всего > 18.0	Число полных лет по состоянию на 1 января следующего года > 55 – 59 > из них жен-щины > 19.0	Число полных лет по состоянию на 1 января следующего года > 60 – 64 > всего > 20.0	Число полных лет по состоянию на 1 января следующего года > 60 – 64 > из них жен-щины > 21.0	Число полных лет по состоянию на 1 января следующего года > 65 и более > всего > 22.0	Число полных лет по состоянию на 1 января следующего года > 65 и более > из них жен-щины > 23.0	Число полных лет по состоянию на 1 января следующего года > моложе 25 лет > всего > 4.0	Число полных лет по состоянию на 1 января следующего года > моложе 25 лет > из них жен-щины > 5.0	Число полных лет по состоянию на 1 января следующего года > средний возраст, лет > 24.0
Калининградская область	Частные; Сведения об организации, реализуемых программах и персонале	       педагоги-психологи / 14.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	40.0
Калининградская область	Частные; Сведения об организации, реализуемых программах и персонале	"       преподаватели-организаторы
       (основ безопасности
       жизнедеятельности, 
       допризывной подготовки) / 16.0"	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	50.0
Калининградская область	Частные; Сведения об организации, реализуемых программах и персонале	       прочие / 20.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	35.0
Калининградская область	Частные; Сведения об организации, реализуемых программах и персонале	"       руководители физического
       воспитания / 17.0"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Калининградская область	Частные; Сведения об организации, реализуемых программах и персонале	       руководитель филиала / 5.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	45.0
Калининградская область	Частные; Сведения об организации, реализуемых программах и персонале	       социальные педагоги / 13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Калининградская область	Частные; Сведения об организации, реализуемых программах и персонале	       тьюторы / 19.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Калининградская область	Частные; Сведения об организации, реализуемых программах и персонале	"    в том числе: 
    руководящие работники - всего / 2.0"	19.0	0.0	0.0	2.0	1.0	3.0	3.0	3.0	3.0	3.0	2.0	3.0	3.0	1.0	1.0	2.0	2.0	2.0	1.0	0.0	0.0	48.3
Калининградская область	Частные; Сведения об организации, реализуемых программах и персонале	    обслуживающий персонал / 22.0	11.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0	2.0	1.0	1.0	3.0	2.0	2.0	1.0	1.0	0.0	52.5
Калининградская область	Частные; Сведения об организации, реализуемых программах и персонале	"    педагогические работники - всего
    (сумма строк 07,12-20) / 6.0"	121.0	4.0	2.0	17.0	15.0	7.0	6.0	16.0	10.0	14.0	11.0	9.0	7.0	12.0	11.0	10.0	6.0	23.0	13.0	9.0	7.0	47.3
Калининградская область	Частные; Сведения об организации, реализуемых программах и персонале	"    учебно-вспомогательный
    персонал / 21.0"	10.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	2.0	2.0	0.0	0.0	0.0	0.0	47.4
Калининградская область	Частные; Сведения об организации, реализуемых программах и персонале	Из строки 07 преподаватели, осуществляющие деятельность по реализации образовательных программ: подготовки квалифицированных рабочих, служащих / 23.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Калининградская область	Частные; Сведения об организации, реализуемых программах и персонале	Из строки 07 преподаватели, осуществляющие деятельность по реализации образовательных программ: подготовки специалистов среднего звена / 24.0	110.0	4.0	2.0	15.0	13.0	7.0	6.0	15.0	9.0	13.0	10.0	7.0	5.0	11.0	10.0	10.0	6.0	22.0	12.0	6.0	4.0	47.6
Калининградская область	Частные; Сведения об организации, реализуемых программах и персонале	Из строки 12 мастера производственного обучения, осуществляющие деятельность по реализации образовательных программ: подготовки квалифицированных рабочих, служащих / 25.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Калининградская область	Частные; Сведения об организации, реализуемых программах и персонале	Из строки 12 мастера производственного обучения, осуществляющие деятельность по реализации образовательных программ: подготовки специалистов среднего звена / 26.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	53.0
Калининградская область	Частные; Сведения об организации, реализуемых программах и персонале	Численность работников - всего (сумма строк 02, 06, 21, 22) / 1.0	161.0	6.0	3.0	20.0	17.0	11.0	10.0	21.0	14.0	18.0	14.0	15.0	13.0	16.0	14.0	17.0	12.0	27.0	15.0	10.0	7.0	47.5
Калужская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"          из них: 
          общеобразовательных
          дисциплин / 8.0"	233.0	18.0	14.0	24.0	21.0	22.0	21.0	23.0	16.0	28.0	28.0	33.0	27.0	19.0	13.0	26.0	21.0	22.0	19.0	18.0	12.0	44.8
Калужская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"          математического и общего
          естественнонаучного учебного
          цикла / 10.0"	89.0	3.0	3.0	5.0	5.0	13.0	11.0	6.0	5.0	14.0	14.0	20.0	19.0	7.0	6.0	10.0	10.0	9.0	7.0	2.0	2.0	48.5
Калужская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"          общего гуманитарного и
          социально-экономического
           учебного цикла / 9.0"	110.0	10.0	10.0	9.0	6.0	9.0	8.0	9.0	7.0	21.0	17.0	10.0	6.0	13.0	12.0	14.0	13.0	9.0	7.0	6.0	3.0	46.2
Калужская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"          профессионального учебного
          цикла / 11.0"	550.0	48.0	30.0	51.0	24.0	45.0	32.0	58.0	51.0	49.0	42.0	33.0	24.0	51.0	38.0	63.0	38.0	109.0	78.0	43.0	29.0	47.8
Калужская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"       в том числе: 
       преподаватели - всего
       (сумма строк 8-11) / 7.0"	982.0	79.0	57.0	89.0	56.0	89.0	72.0	96.0	79.0	112.0	101.0	96.0	76.0	90.0	69.0	113.0	82.0	149.0	111.0	69.0	46.0	47.5
Калужская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"       заместители директора
       (начальника) / 4.0"	73.0	1.0	1.0	2.0	2.0	9.0	9.0	11.0	11.0	19.0	16.0	10.0	9.0	7.0	6.0	8.0	7.0	6.0	5.0	0.0	0.0	48.9
Калужская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"       из них: 
       директор (начальник) / 3.0"	22.0	0.0	0.0	0.0	0.0	3.0	2.0	1.0	1.0	6.0	4.0	3.0	2.0	3.0	2.0	3.0	2.0	3.0	0.0	0.0	0.0	52.4
Калужская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"       мастера производственного
       обучения / 12.0"	44.0	2.0	2.0	2.0	2.0	5.0	1.0	4.0	1.0	3.0	0.0	2.0	0.0	5.0	3.0	7.0	2.0	9.0	7.0	5.0	3.0	48.7
Калужская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	       методисты / 18.0	12.0	0.0	0.0	0.0	0.0	3.0	3.0	0.0	0.0	3.0	3.0	1.0	1.0	2.0	2.0	3.0	3.0	0.0	0.0	0.0	0.0	49.8
Калужская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	       педагоги-организаторы / 15.0	7.0	1.0	1.0	0.0	0.0	1.0	1.0	2.0	2.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	39.4
Калужская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	       педагоги-психологи / 14.0	11.0	4.0	4.0	1.0	1.0	1.0	1.0	3.0	3.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	34.4
Калужская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"       преподаватели-организаторы
       (основ безопасности
       жизнедеятельности, 
       допризывной подготовки) / 16.0"	13.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	3.0	0.0	1.0	0.0	0.0	0.0	5.0	1.0	2.0	0.0	0.0	0.0	54.2
Калужская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	       прочие / 20.0	55.0	2.0	2.0	5.0	4.0	5.0	5.0	5.0	5.0	3.0	3.0	6.0	6.0	7.0	6.0	8.0	5.0	10.0	8.0	4.0	3.0	50.5
Калужская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"       руководители физического
       воспитания / 17.0"	6.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	2.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	42.8
Калужская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	       руководитель филиала / 5.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	54.0
Калужская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	       социальные педагоги / 13.0	14.0	1.0	1.0	1.0	1.0	2.0	2.0	2.0	2.0	1.0	1.0	4.0	4.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	45.2
Калужская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	       тьюторы / 19.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	39.0
Калужская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"    в том числе: 
    руководящие работники - всего / 2.0"	132.0	1.0	1.0	5.0	3.0	19.0	16.0	17.0	16.0	27.0	22.0	17.0	15.0	16.0	12.0	16.0	13.0	13.0	7.0	1.0	0.0	49.4
Калужская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	    обслуживающий персонал / 22.0	481.0	6.0	6.0	19.0	14.0	40.0	29.0	43.0	36.0	37.0	29.0	50.0	39.0	77.0	62.0	68.0	51.0	127.0	85.0	14.0	9.0	53.7
Калужская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"    педагогические работники - всего
    (сумма строк 07,12-20) / 6.0"	1145.0	90.0	67.0	99.0	64.0	108.0	87.0	114.0	92.0	128.0	110.0	112.0	89.0	104.0	80.0	137.0	94.0	172.0	128.0	81.0	55.0	47.8
Калужская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"    учебно-вспомогательный
    персонал / 21.0"	145.0	11.0	8.0	7.0	6.0	15.0	11.0	8.0	8.0	14.0	11.0	18.0	13.0	17.0	14.0	21.0	18.0	21.0	17.0	13.0	9.0	47.7
Калужская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Из строки 07 преподаватели, осуществляющие деятельность по реализации образовательных программ: подготовки квалифицированных рабочих, служащих / 23.0	123.0	14.0	8.0	13.0	8.0	7.0	6.0	18.0	15.0	13.0	12.0	11.0	11.0	9.0	7.0	15.0	9.0	15.0	11.0	8.0	6.0	45.8
Калужская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Из строки 07 преподаватели, осуществляющие деятельность по реализации образовательных программ: подготовки специалистов среднего звена / 24.0	809.0	64.0	48.0	69.0	45.0	80.0	64.0	71.0	60.0	96.0	87.0	80.0	62.0	78.0	59.0	94.0	71.0	122.0	94.0	55.0	37.0	47.4
Калужская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Из строки 12 мастера производственного обучения, осуществляющие деятельность по реализации образовательных программ: подготовки квалифицированных рабочих, служащих / 25.0	16.0	0.0	0.0	0.0	0.0	1.0	0.0	3.0	1.0	0.0	0.0	2.0	0.0	3.0	3.0	4.0	0.0	1.0	1.0	2.0	2.0	49.7
Калужская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Из строки 12 мастера производственного обучения, осуществляющие деятельность по реализации образовательных программ: подготовки специалистов среднего звена / 26.0	16.0	2.0	2.0	1.0	1.0	2.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	6.0	4.0	2.0	0.0	47.2
Калужская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Численность работников - всего (сумма строк 02, 06, 21, 22) / 1.0	1903.0	108.0	82.0	130.0	87.0	182.0	143.0	182.0	152.0	206.0	172.0	197.0	156.0	214.0	168.0	242.0	176.0	333.0	237.0	109.0	73.0	49.0
Калужская область	Частные; Сведения об организации, реализуемых программах и персонале	"          из них: 
          общеобразовательных
          дисциплин / 8.0"	18.0	2.0	2.0	0.0	0.0	2.0	2.0	2.0	2.0	5.0	4.0	1.0	1.0	2.0	1.0	2.0	2.0	2.0	1.0	0.0	0.0	47.4
Калужская область	Частные; Сведения об организации, реализуемых программах и персонале	"          математического и общего
          естественнонаучного учебного
          цикла / 10.0"	8.0	0.0	0.0	0.0	0.0	2.0	2.0	2.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	47.5
Калужская область	Частные; Сведения об организации, реализуемых программах и персонале	"          общего гуманитарного и
          социально-экономического
           учебного цикла / 9.0"	10.0	3.0	3.0	1.0	1.0	1.0	1.0	0.0	0.0	2.0	2.0	1.0	0.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	40.7
Калужская область	Частные; Сведения об организации, реализуемых программах и персонале	"          профессионального учебного
          цикла / 11.0"	50.0	2.0	1.0	1.0	1.0	12.0	12.0	9.0	8.0	7.0	4.0	3.0	2.0	8.0	3.0	4.0	3.0	2.0	2.0	2.0	2.0	45.2
Калужская область	Частные; Сведения об организации, реализуемых программах и персонале	"       в том числе: 
       преподаватели - всего
       (сумма строк 8-11) / 7.0"	86.0	7.0	6.0	2.0	2.0	17.0	17.0	13.0	10.0	15.0	11.0	6.0	4.0	10.0	4.0	9.0	8.0	5.0	3.0	2.0	2.0	45.5
Калужская область	Частные; Сведения об организации, реализуемых программах и персонале	"       заместители директора
       (начальника) / 4.0"	9.0	0.0	0.0	3.0	3.0	2.0	2.0	2.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	39.7
Калужская область	Частные; Сведения об организации, реализуемых программах и персонале	"       из них: 
       директор (начальник) / 3.0"	7.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	2.0	1.0	1.0	1.0	2.0	2.0	0.0	0.0	1.0	0.0	0.0	0.0	51.9
Калужская область	Частные; Сведения об организации, реализуемых программах и персонале	"       мастера производственного
       обучения / 12.0"	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	55.0
Калужская область	Частные; Сведения об организации, реализуемых программах и персонале	       методисты / 18.0	6.0	0.0	0.0	0.0	0.0	2.0	2.0	3.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	44.0
Калужская область	Частные; Сведения об организации, реализуемых программах и персонале	       педагоги-организаторы / 15.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	40.0
Калужская область	Частные; Сведения об организации, реализуемых программах и персонале	       педагоги-психологи / 14.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	40.5
Калужская область	Частные; Сведения об организации, реализуемых программах и персонале	"       преподаватели-организаторы
       (основ безопасности
       жизнедеятельности, 
       допризывной подготовки) / 16.0"	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	56.8
Калужская область	Частные; Сведения об организации, реализуемых программах и персонале	       прочие / 20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Калужская область	Частные; Сведения об организации, реализуемых программах и персонале	"       руководители физического
       воспитания / 17.0"	4.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	42.2
Калужская область	Частные; Сведения об организации, реализуемых программах и персонале	       руководитель филиала / 5.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	60.0
Калужская область	Частные; Сведения об организации, реализуемых программах и персонале	       социальные педагоги / 13.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	23.0
Калужская область	Частные; Сведения об организации, реализуемых программах и персонале	       тьюторы / 19.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Калужская область	Частные; Сведения об организации, реализуемых программах и персонале	"    в том числе: 
    руководящие работники - всего / 2.0"	18.0	0.0	0.0	3.0	3.0	2.0	2.0	3.0	2.0	3.0	2.0	2.0	2.0	3.0	3.0	1.0	1.0	1.0	0.0	0.0	0.0	46.2
Калужская область	Частные; Сведения об организации, реализуемых программах и персонале	    обслуживающий персонал / 22.0	18.0	1.0	1.0	0.0	0.0	1.0	0.0	2.0	2.0	1.0	1.0	0.0	0.0	4.0	2.0	2.0	1.0	6.0	4.0	1.0	1.0	54.1
Калужская область	Частные; Сведения об организации, реализуемых программах и персонале	"    педагогические работники - всего
    (сумма строк 07,12-20) / 6.0"	106.0	8.0	6.0	3.0	3.0	19.0	19.0	19.0	16.0	16.0	12.0	8.0	6.0	12.0	5.0	11.0	8.0	7.0	4.0	3.0	3.0	46.2
Калужская область	Частные; Сведения об организации, реализуемых программах и персонале	"    учебно-вспомогательный
    персонал / 21.0"	22.0	2.0	2.0	1.0	1.0	1.0	1.0	5.0	4.0	1.0	1.0	5.0	3.0	2.0	2.0	0.0	0.0	1.0	1.0	4.0	3.0	40.2
Калужская область	Частные; Сведения об организации, реализуемых программах и персонале	Из строки 07 преподаватели, осуществляющие деятельность по реализации образовательных программ: подготовки квалифицированных рабочих, служащих / 23.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	45.0
Калужская область	Частные; Сведения об организации, реализуемых программах и персонале	Из строки 07 преподаватели, осуществляющие деятельность по реализации образовательных программ: подготовки специалистов среднего звена / 24.0	48.0	4.0	3.0	2.0	2.0	7.0	7.0	5.0	2.0	7.0	5.0	3.0	2.0	6.0	4.0	7.0	7.0	5.0	3.0	2.0	2.0	48.1
Калужская область	Частные; Сведения об организации, реализуемых программах и персонале	Из строки 12 мастера производственного обучения, осуществляющие деятельность по реализации образовательных программ: подготовки квалифицированных рабочих, служащих / 25.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Калужская область	Частные; Сведения об организации, реализуемых программах и персонале	Из строки 12 мастера производственного обучения, осуществляющие деятельность по реализации образовательных программ: подготовки специалистов среднего звена / 26.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	55.0
Калужская область	Частные; Сведения об организации, реализуемых программах и персонале	Численность работников - всего (сумма строк 02, 06, 21, 22) / 1.0	164.0	11.0	9.0	7.0	7.0	23.0	22.0	29.0	24.0	21.0	16.0	15.0	11.0	21.0	12.0	14.0	10.0	15.0	9.0	8.0	7.0	45.8
Камчатский край	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"          из них: 
          общеобразовательных
          дисциплин / 8.0"	77.0	10.0	7.0	9.0	8.0	21.0	18.0	9.0	8.0	8.0	6.0	6.0	5.0	4.0	3.0	5.0	3.0	4.0	4.0	1.0	1.0	41.3
Камчатский край	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"          математического и общего
          естественнонаучного учебного
          цикла / 10.0"	18.0	3.0	3.0	1.0	1.0	3.0	3.0	1.0	1.0	2.0	2.0	0.0	0.0	3.0	3.0	3.0	3.0	2.0	2.0	0.0	0.0	46.6
Камчатский край	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"          общего гуманитарного и
          социально-экономического
           учебного цикла / 9.0"	12.0	1.0	0.0	0.0	0.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	1.0	1.0	0.0	0.0	2.0	2.0	0.0	0.0	47.4
Камчатский край	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"          профессионального учебного
          цикла / 11.0"	136.0	11.0	7.0	13.0	8.0	11.0	9.0	17.0	12.0	14.0	12.0	18.0	12.0	19.0	14.0	12.0	9.0	21.0	15.0	0.0	0.0	48.4
Камчатский край	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"       в том числе: 
       преподаватели - всего
       (сумма строк 8-11) / 7.0"	243.0	25.0	17.0	23.0	17.0	37.0	32.0	29.0	23.0	26.0	22.0	26.0	19.0	27.0	21.0	20.0	15.0	29.0	23.0	1.0	1.0	46.2
Камчатский край	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"       заместители директора
       (начальника) / 4.0"	47.0	0.0	0.0	3.0	2.0	5.0	4.0	9.0	5.0	13.0	11.0	8.0	6.0	2.0	2.0	4.0	2.0	3.0	2.0	0.0	0.0	46.7
Камчатский край	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"       из них: 
       директор (начальник) / 3.0"	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	3.0	3.0	3.0	3.0	2.0	2.0	1.0	0.0	0.0	0.0	56.1
Камчатский край	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"       мастера производственного
       обучения / 12.0"	67.0	4.0	2.0	4.0	2.0	8.0	5.0	6.0	0.0	5.0	2.0	8.0	3.0	12.0	5.0	11.0	2.0	5.0	1.0	4.0	2.0	46.8
Камчатский край	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	       методисты / 18.0	27.0	1.0	0.0	4.0	3.0	6.0	6.0	6.0	6.0	7.0	7.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	40.3
Камчатский край	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	       педагоги-организаторы / 15.0	14.0	0.0	0.0	3.0	3.0	2.0	2.0	2.0	1.0	4.0	4.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	38.3
Камчатский край	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	       педагоги-психологи / 14.0	13.0	1.0	1.0	3.0	3.0	3.0	3.0	1.0	1.0	1.0	1.0	1.0	1.0	3.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	41.0
Камчатский край	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"       преподаватели-организаторы
       (основ безопасности
       жизнедеятельности, 
       допризывной подготовки) / 16.0"	11.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0	0.0	3.0	0.0	1.0	0.0	3.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	48.5
Камчатский край	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	       прочие / 20.0	56.0	5.0	4.0	1.0	1.0	10.0	10.0	6.0	6.0	6.0	5.0	8.0	8.0	8.0	8.0	5.0	4.0	6.0	4.0	1.0	1.0	47.1
Камчатский край	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"       руководители физического
       воспитания / 17.0"	10.0	2.0	0.0	1.0	1.0	0.0	0.0	2.0	0.0	1.0	1.0	1.0	0.0	2.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	43.6
