region	tags	indicator	В том числе из числа студентов, обучающихся (обучавшихся): > за счет бюджетных ассигнований > бюджета субъекта Российской Федерации > 7.0	В том числе из числа студентов, обучающихся (обучавшихся): > за счет бюджетных ассигнований > местного бюджета > 8.0	В том числе из числа студентов, обучающихся (обучавшихся): > за счет бюджетных ассигнований > федерального бюджета > 6.0	В том числе из числа студентов, обучающихся (обучавшихся): > по договорам об оказании платных образовательных услуг за счет средств > иных физических лиц > 10.0	В том числе из числа студентов, обучающихся (обучавшихся): > по договорам об оказании платных образовательных услуг за счет средств > лиц, зачисляемых на обучение (родителей (законных представителей)) несовершеннолетних обучающихся > 9.0	В том числе из числа студентов, обучающихся (обучавшихся): > по договорам об оказании платных образовательных услуг за счет средств > юридических лиц > 11.0	Всего обучено за период с 01.10. прошлого года по 30.09. текущего года (сумма гр. 6–11) > 5.0	Из общей численности обученных (из гр. 5) > дети-инвалиды (кроме учтенных в графе 16) > 18.0	Из общей численности обученных (из гр. 5) > женщины > 12.0	Из общей численности обученных (из гр. 5) > из них (из гр. 14): > дети-инвалиды > 16.0	Из общей численности обученных (из гр. 5) > из них (из гр. 14): > инвалиды > 15.0	Из общей численности обученных (из гр. 5) > инвалиды (кроме учтенных в гр. 15) > 17.0	Из общей численности обученных (из гр. 5) > лица с ограничен-ными возмож-ностями здоровья > 14.0	Из общей численности обученных (из гр. 5) > прошли ускоренное обучение по индивидуаль-ным учебным планам > 13.0
Курганская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Программы профессиональной подготовки по профессиям рабочих, должностям служащих - всего / 1.0 / 0.0 / 0.0	1472.0	0.0	379.0	25.0	436.0	0.0	2312.0	0.0	732.0	1.0	2.0	3.0	3.0	0.0
Курганская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Продавец продовольственных товаров / 1.0 / 207.3 / nan	21.0	0.0	0.0	0.0	0.0	0.0	21.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0
Курганская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Просмотрщик продукции медицинского назначения / 1.0 / 56.0 / 17471.0	22.0	0.0	0.0	0.0	0.0	0.0	22.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0
Курганская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Рабочий зеленого хозяйства / 1.0 / 34.1 / nan	17.0	0.0	0.0	0.0	1.0	0.0	18.0	0.0	16.0	0.0	0.0	0.0	0.0	0.0
Курганская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Сварщик дуговой сварки неплавящимся электродом в защитном газе / 1.0 / 63.0 / nan	23.0	0.0	0.0	0.0	0.0	0.0	23.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Курганская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Сварщик ручной дуговой сварки плавящимся покрытым электродом / 1.0 / 65.0 / nan	69.0	0.0	0.0	0.0	12.0	0.0	81.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0
Курганская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Сварщик частично механизированной сварки плавлением / 1.0 / 64.1 / nan	44.0	0.0	0.0	0.0	9.0	0.0	53.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
Курганская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Секретарь-машинистка / 1.0 / 116.0 / 26353.0	17.0	0.0	0.0	0.0	1.0	0.0	18.0	0.0	17.0	0.0	1.0	0.0	1.0	0.0
Курганская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Сигналист / 1.0 / 69.0 / nan	0.0	0.0	10.0	0.0	9.0	0.0	19.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Курганская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Слесарь механосборочных работ / 1.0 / 222.0 / 18466.0	19.0	0.0	0.0	0.0	0.0	0.0	19.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Курганская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Слесарь по контрольно-измерительным приборам и автоматике / 1.0 / 223.0 / 18494.0	25.0	0.0	0.0	0.0	23.0	0.0	48.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Курганская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Слесарь по ремонту автомобилей / 1.0 / 224.0 / 18511.0	141.0	0.0	30.0	0.0	48.0	0.0	219.0	0.0	3.0	0.0	0.0	1.0	0.0	0.0
Курганская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Слесарь по ремонту и обслуживанию систем вентиляции и кондиционирования / 1.0 / 227.0 / 18526.0	21.0	0.0	0.0	0.0	0.0	0.0	21.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Курганская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Слесарь по ремонту оборудования тепловых сетей / 1.0 / 53.0 / 18535.0	17.0	0.0	0.0	0.0	1.0	0.0	18.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
Курганская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Слесарь по ремонту сельскохозяйственных машин и оборудования / 1.0 / 230.0 / 18545.0	14.0	0.0	36.0	0.0	1.0	0.0	51.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Курганская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Слесарь по эксплуатации и ремонту газового оборудования / 1.0 / 7.0 / 18554.0	43.0	0.0	0.0	0.0	29.0	0.0	72.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0
Курганская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Слесарь-ремонтник / 1.0 / 234.0 / 18559.0	20.0	0.0	0.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Курганская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Слесарь-электрик по ремонту электрооборудования / 1.0 / 236.0 / 18590.0	25.0	0.0	0.0	0.0	0.0	0.0	25.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Курганская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Составитель поездов / 1.0 / 76.0 / nan	0.0	0.0	10.0	0.0	10.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Курганская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Станочник широкого профиля / 1.0 / 145.0 / 18809.0	12.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0
Курганская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Столяр строительный / 1.0 / 138.0 / 18880.0	22.0	0.0	0.0	0.0	4.0	0.0	26.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Курганская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Токарь / 1.0 / 147.0 / 19149.0	25.0	0.0	0.0	0.0	4.0	0.0	29.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Курганская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Тракторист / 1.0 / 162.0 / 19203.0	29.0	0.0	0.0	0.0	3.0	0.0	32.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Курганская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Тракторист-машинист сельскохозяйственного производства / 1.0 / 33.0 / 19205.0	34.0	0.0	0.0	0.0	1.0	0.0	35.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Курганская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Штукатур / 1.0 / 144.0 / 19727.0	22.0	0.0	15.0	0.0	2.0	0.0	39.0	0.0	28.0	0.0	0.0	0.0	0.0	0.0
Курганская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Электромонтер контактной сети / 1.0 / 81.0 / nan	0.0	0.0	25.0	0.0	18.0	0.0	43.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0
Курганская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Электромонтер по обслуживанию и ремонту устройств сигнализации, централизации и блокировки / 1.0 / 84.0 / nan	0.0	0.0	30.0	0.0	15.0	0.0	45.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0
Курганская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Электромонтер по обслуживанию электроустановок / 1.0 / 14.0 / 19850.0	0.0	0.0	40.0	0.0	0.0	0.0	40.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0
Курганская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Электромонтер по ремонту и обслуживанию электрооборудования / 1.0 / 174.0 / 19861.0	64.0	0.0	0.0	0.0	4.0	0.0	68.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Курганская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Электромонтер тяговой подстанции / 1.0 / 83.0 / nan	0.0	0.0	15.0	0.0	12.0	0.0	27.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0
Курганская область	Частные; Заочная	Программы профессиональной подготовки по профессиям рабочих, должностям служащих - всего / 1.0 / 0.0 / 0.0	0.0	0.0	0.0	0.0	5.0	0.0	5.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0
Курганская область	Частные; Заочная	Секретарь суда / 1.0 / 119.0 / 26409.0	0.0	0.0	0.0	0.0	5.0	0.0	5.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0
Курская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	Аппаратчик обработки зерна / 1.0 / 195.0 / 10422.0	15.0	0.0	0.0	0.0	0.0	0.0	15.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0
Курская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	Кассир / 1.0 / 52.0 / 23369.0	13.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0
Курская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	Лаборант-микробиолог / 1.0 / 55.0 / 13265.0	10.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Курская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	Повар / 1.0 / 205.0 / 16675.0	11.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0
Курская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	Программы профессиональной подготовки по профессиям рабочих, должностям служащих - всего / 1.0 / 0.0 / 0.0	120.0	0.0	0.0	0.0	0.0	0.0	120.0	0.0	27.0	0.0	0.0	0.0	0.0	0.0
Курская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	Слесарь по ремонту сельскохозяйственных машин и оборудования / 1.0 / 230.0 / 18545.0	34.0	0.0	0.0	0.0	0.0	0.0	34.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Курская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	Социальный работник / 1.0 / 125.0 / 26527.0	11.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Курская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	Тракторист-машинист сельскохозяйственного производства / 1.0 / 33.0 / 19205.0	17.0	0.0	0.0	0.0	0.0	0.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Курская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	Электромонтер по ремонту воздушных линий электропередачи / 1.0 / 58.0 / 19855.0	9.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Курская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Агент банка / 1.0 / 2.0 / 20002.0	23.0	0.0	0.0	0.0	0.0	0.0	23.0	0.0	16.0	0.0	0.0	0.0	0.0	0.0
Курская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Агент рекламный / 1.0 / 15.0 / 20032.0	0.0	0.0	0.0	0.0	23.0	0.0	23.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0
Курская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Агент страховой / 1.0 / 16.0 / 20034.0	0.0	0.0	0.0	0.0	37.0	0.0	37.0	0.0	34.0	0.0	0.0	0.0	0.0	0.0
Курская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Агломератчик / 1.0 / 118.0 / 10041.0	18.0	0.0	0.0	0.0	0.0	0.0	18.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0
Курская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Аппаратчик электролиза / 1.0 / 77.0 / 11108.0	12.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0
Курская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Бармен / 1.0 / 199.0 / 11176.0	19.0	0.0	0.0	0.0	0.0	0.0	19.0	1.0	16.0	1.0	0.0	1.0	1.0	0.0
Курская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Водитель автомобиля / 1.0 / 175.11 / nan	353.0	0.0	0.0	36.0	21.0	0.0	410.0	0.0	59.0	0.0	0.0	0.0	0.0	0.0
Курская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Дежурный по переезду / 1.0 / 7.0 / nan	0.0	0.0	13.0	0.0	31.0	0.0	44.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0
Курская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Дорожный рабочий / 1.0 / 5.0 / 11889.0	48.0	0.0	0.0	0.0	0.0	0.0	48.0	0.0	6.0	0.0	1.0	0.0	1.0	0.0
Курская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Замерщик на топографо-геодезических и маркшейдерских работах / 1.0 / 2.0 / 12192.0	13.0	0.0	0.0	0.0	14.0	0.0	27.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0
Курская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Кабельщик-спайщик / 1.0 / 2.0 / 12624.0	0.0	0.0	0.0	0.0	12.0	10.0	22.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Курская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Каменщик / 1.0 / 11.0 / 12680.0	21.0	0.0	0.0	0.0	8.0	0.0	29.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
Курская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Кассир / 1.0 / 52.0 / 23369.0	98.0	0.0	0.0	0.0	30.0	0.0	128.0	0.0	110.0	0.0	1.0	0.0	1.0	0.0
Курская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Кондитер / 1.0 / 46.0 / 12901.0	30.0	0.0	0.0	0.0	0.0	0.0	30.0	0.0	20.0	0.0	1.0	0.0	1.0	0.0
Курская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Контролер (Сберегательного банка) / 1.0 / 65.0 / 23548.0	8.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0
Курская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Кровельщик по стальным кровлям / 1.0 / 21.0 / 13203.0	5.0	0.0	0.0	0.0	10.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Курская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Лаборант химического анализа / 1.0 / 72.0 / 13321.0	16.0	0.0	0.0	0.0	1.0	0.0	17.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0
Курская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Маляр строительный / 1.0 / 22.1 / nan	0.0	0.0	0.0	0.0	4.0	0.0	4.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0
Курская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Машинист конвейера / 1.0 / 24.0 / 13777.0	19.0	0.0	0.0	0.0	0.0	0.0	19.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0
Курская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Машинист холодильных установок / 1.0 / 98.0 / 14341.0	20.0	0.0	0.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Курская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Младшая медицинская сестра по уходу за больными / 1.0 / 83.0 / 24232.0	389.0	0.0	0.0	4.0	63.0	0.0	456.0	0.0	379.0	2.0	6.0	0.0	8.0	0.0
Курская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Монтажник каркасно-обшивных конструкций / 1.0 / 91.2 / nan	15.0	0.0	0.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Курская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Монтер пути / 1.0 / 29.0 / nan	0.0	0.0	47.0	0.0	14.0	0.0	61.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Курская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Наладчик технологического оборудования / 1.0 / 15.0 / 14995.0	0.0	0.0	19.0	0.0	0.0	0.0	19.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0
Курская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Облицовщик-плиточник / 1.0 / 119.0 / 15220.0	56.0	0.0	0.0	0.0	2.0	0.0	58.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0
Курская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Оператор по искусственному осеменению животных и птицы / 1.0 / 19.0 / 15830.0	34.0	0.0	0.0	0.0	0.0	0.0	34.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0
Курская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Оператор поста централизации / 1.0 / 37.0 / nan	24.0	0.0	0.0	0.0	0.0	0.0	24.0	0.0	15.0	0.0	0.0	1.0	0.0	0.0
Курская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Оператор станков с программным управлением / 1.0 / 136.0 / 16045.0	17.0	0.0	0.0	0.0	0.0	0.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Курская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Оператор электронно-вычислительных и вычислительных машин / 1.0 / 122.0 / 16199.0	66.0	0.0	0.0	0.0	72.0	0.0	138.0	0.0	26.0	0.0	2.0	1.0	2.0	0.0
Курская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Официант / 1.0 / 204.0 / 16399.0	3.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0
Курская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Парикмахер / 1.0 / 28.0 / 16437.0	21.0	0.0	0.0	0.0	0.0	0.0	21.0	0.0	21.0	0.0	0.0	0.0	0.0	0.0
Курская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Повар / 1.0 / 205.0 / 16675.0	101.0	0.0	0.0	12.0	2.0	0.0	115.0	0.0	75.0	0.0	1.0	0.0	1.0	0.0
Курская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Пожарный / 1.0 / 130.0 / 16781.0	25.0	0.0	0.0	0.0	20.0	0.0	45.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0
Курская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Помощник машиниста дизельного поезда / 1.0 / 52.0 / nan	0.0	0.0	0.0	0.0	39.0	0.0	39.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Курская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Помощник машиниста тепловоза / 1.0 / 54.0 / nan	0.0	0.0	14.0	0.0	57.0	0.0	71.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Курская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Помощник машиниста электровоза / 1.0 / 55.0 / nan	0.0	0.0	14.0	0.0	57.0	0.0	71.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Курская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Помощник машиниста электропоезда / 1.0 / 56.0 / nan	0.0	0.0	14.0	0.0	32.0	0.0	46.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Курская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Приемщик сельскохозяйственных продуктов и сырья / 1.0 / 135.0 / 17282.0	0.0	0.0	25.0	0.0	24.0	0.0	49.0	0.0	36.0	0.0	0.0	0.0	0.0	0.0
Курская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Проводник пассажирского вагона / 1.0 / 60.0 / nan	0.0	0.0	0.0	0.0	29.0	0.0	29.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Курская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Программы профессиональной подготовки по профессиям рабочих, должностям служащих - всего / 1.0 / 0.0 / 0.0	2524.0	0.0	427.0	227.0	1090.0	26.0	4294.0	3.0	1183.0	3.0	17.0	3.0	20.0	0.0
Курская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Продавец продовольственных товаров / 1.0 / 207.3 / nan	41.0	0.0	0.0	0.0	0.0	0.0	41.0	0.0	30.0	0.0	0.0	0.0	0.0	0.0
Курская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Птицевод / 1.0 / 26.0 / 17503.0	0.0	0.0	20.0	0.0	2.0	0.0	22.0	0.0	17.0	0.0	0.0	0.0	0.0	0.0
Курская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Рабочий зеленого хозяйства / 1.0 / 34.1 / nan	22.0	0.0	0.0	0.0	0.0	0.0	22.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0
Курская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Садовник / 1.0 / 36.0 / 18103.0	0.0	0.0	18.0	0.0	9.0	0.0	27.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0
Курская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Санитар ветеринарный / 1.0 / 28.0 / 18111.0	0.0	0.0	25.0	0.0	46.0	0.0	71.0	0.0	49.0	0.0	0.0	0.0	0.0	0.0
Курская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Сварщик ручной дуговой сварки плавящимся покрытым электродом / 1.0 / 65.0 / nan	15.0	0.0	0.0	8.0	82.0	0.0	105.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Курская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Секретарь-администратор / 1.0 / 114.1 / nan	0.0	0.0	0.0	0.0	27.0	0.0	27.0	0.0	27.0	0.0	0.0	0.0	0.0	0.0
Курская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Сигналист / 1.0 / 69.0 / nan	0.0	0.0	12.0	0.0	15.0	0.0	27.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Курская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Слесарь по контрольно-измерительным приборам и автоматике / 1.0 / 223.0 / 18494.0	0.0	0.0	0.0	15.0	0.0	0.0	15.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Курская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Слесарь по обслуживанию оборудования электростанций / 1.0 / 30.0 / 18499.0	29.0	0.0	0.0	0.0	21.0	0.0	50.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0
Курская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Слесарь по осмотру и ремонту локомотивов на пунктах технического обслуживания / 1.0 / 71.0 / nan	0.0	0.0	112.0	0.0	0.0	0.0	112.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Курская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Слесарь по ремонту автомобилей / 1.0 / 224.0 / 18511.0	151.0	0.0	0.0	0.0	42.0	0.0	193.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0
Курская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Слесарь по ремонту оборудования тепловых сетей / 1.0 / 53.0 / 18535.0	26.0	0.0	0.0	0.0	0.0	0.0	26.0	0.0	0.0	0.0	2.0	0.0	2.0	0.0
Курская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Слесарь по ремонту подвижного состава / 1.0 / 228.0 / 18540.0	0.0	0.0	14.0	14.0	89.0	0.0	117.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Курская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Слесарь по ремонту сельскохозяйственных машин и оборудования / 1.0 / 230.0 / 18545.0	50.0	0.0	26.0	0.0	32.0	0.0	108.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Курская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Слесарь по эксплуатации и ремонту газового оборудования / 1.0 / 7.0 / 18554.0	114.0	0.0	0.0	0.0	0.0	0.0	114.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0
Курская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Слесарь-механик электромеханических приборов и систем / 1.0 / 23.0 / 18464.0	18.0	0.0	0.0	0.0	0.0	0.0	18.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Курская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Слесарь-ремонтник / 1.0 / 234.0 / 18559.0	0.0	0.0	0.0	10.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Курская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Слесарь-сантехник / 1.0 / 235.0 / 18560.0	91.0	0.0	0.0	0.0	21.0	0.0	112.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Курская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Слесарь-электрик по ремонту электрооборудования / 1.0 / 236.0 / 18590.0	122.0	0.0	0.0	12.0	10.0	0.0	144.0	0.0	2.0	0.0	1.0	0.0	1.0	0.0
Курская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Стропальщик / 1.0 / 160.0 / 18897.0	0.0	0.0	0.0	87.0	0.0	0.0	87.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0
Курская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Токарь / 1.0 / 147.0 / 19149.0	42.0	0.0	0.0	11.0	0.0	0.0	53.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Курская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Тракторист / 1.0 / 162.0 / 19203.0	45.0	0.0	0.0	0.0	0.0	0.0	45.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Курская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Тракторист-машинист сельскохозяйственного производства / 1.0 / 33.0 / 19205.0	89.0	0.0	0.0	0.0	0.0	0.0	89.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0
Курская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Штукатур / 1.0 / 144.0 / 19727.0	120.0	0.0	0.0	0.0	0.0	0.0	120.0	0.0	20.0	0.0	1.0	0.0	1.0	0.0
