region	tags	indicator	Программы подготовки квалифицированных рабочих, служащих > на базе основного общего образования > Выпуск > 8.0	Программы подготовки квалифицированных рабочих, служащих > на базе основного общего образования > Численность студентов > 7.0	Программы подготовки квалифицированных рабочих, служащих > на базе среднего общего образования > Выпуск > 10.0	Программы подготовки квалифицированных рабочих, служащих > на базе среднего общего образования > Численность студентов > 9.0	Программы подготовки специалистов среднего звена > на базе основного общего образования > Выпуск > 4.0	Программы подготовки специалистов среднего звена > на базе основного общего образования > Численность студентов > 3.0	Программы подготовки специалистов среднего звена > на базе среднего общего образования > Выпуск > 6.0	Программы подготовки специалистов среднего звена > на базе среднего общего образования > Численность студентов > 5.0
Калининградская область	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	       местного бюджета / 5.0	0	0	0	0	0	0	0	0
Калининградская область	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	    по договорам об оказании платных образовательных услуг / 6.0	0	0	0	0	0	0	1	12
Калининградская область	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"   в том числе обучающиеся:
      за счет бюджетных ассигнований: 
      федерального бюджета / 2.0"	0	0	0	0	0	0	0	0
Калининградская область	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	   с организациями / 10.0	0	0	0	0	0	0	1	12
Калининградская область	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	   с органом государственной власти субъекта Российской Федерации / 8.0	0	0	0	0	0	0	0	0
Калининградская область	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	   с органом местного самоуправления / 9.0	0	0	0	0	0	0	0	0
Калининградская область	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"Из стр. 01 заключили договор: 
   с федеральным государственным органом / 7.0"	0	0	0	0	0	0	0	0
Калининградская область	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"Студенты, заключившие договор о целевом обучении - всего
(сумма стр. 02, 04-06; 07-10) / 1.0"	0	0	0	0	0	0	1	12
Калининградская область	Частные; Заочная	"          из них в рамках задания государственного плана подготовки
          кадров со средним профессиональным образованием для
          организаций оборонно-промышленного комплекса / 3.0"	0	0	0	0	0	0	0	0
Калининградская область	Частные; Заочная	       бюджета субъекта Российской Федерации / 4.0	0	0	0	0	0	0	0	0
Калининградская область	Частные; Заочная	       местного бюджета / 5.0	0	0	0	0	0	0	0	0
Калининградская область	Частные; Заочная	    по договорам об оказании платных образовательных услуг / 6.0	0	0	0	0	0	0	0	0
Калининградская область	Частные; Заочная	"   в том числе обучающиеся:
      за счет бюджетных ассигнований: 
      федерального бюджета / 2.0"	0	0	0	0	0	0	0	1
Калининградская область	Частные; Заочная	   с организациями / 10.0	0	0	0	0	0	0	0	1
Калининградская область	Частные; Заочная	   с органом государственной власти субъекта Российской Федерации / 8.0	0	0	0	0	0	0	0	0
Калининградская область	Частные; Заочная	   с органом местного самоуправления / 9.0	0	0	0	0	0	0	0	0
Калининградская область	Частные; Заочная	"Из стр. 01 заключили договор: 
   с федеральным государственным органом / 7.0"	0	0	0	0	0	0	0	0
Калининградская область	Частные; Заочная	"Студенты, заключившие договор о целевом обучении - всего
(сумма стр. 02, 04-06; 07-10) / 1.0"	0	0	0	0	0	0	0	1
Калининградская область	Частные; Очная	"          из них в рамках задания государственного плана подготовки
          кадров со средним профессиональным образованием для
          организаций оборонно-промышленного комплекса / 3.0"	0	0	0	0	0	0	0	0
Калининградская область	Частные; Очная	       бюджета субъекта Российской Федерации / 4.0	0	0	0	0	0	0	0	0
Калининградская область	Частные; Очная	       местного бюджета / 5.0	0	0	0	0	0	0	0	0
Калининградская область	Частные; Очная	    по договорам об оказании платных образовательных услуг / 6.0	0	0	0	0	0	0	0	0
Калининградская область	Частные; Очная	"   в том числе обучающиеся:
      за счет бюджетных ассигнований: 
      федерального бюджета / 2.0"	0	0	0	0	0	0	0	0
Калининградская область	Частные; Очная	   с организациями / 10.0	0	0	0	0	0	0	0	0
Калининградская область	Частные; Очная	   с органом государственной власти субъекта Российской Федерации / 8.0	0	0	0	0	0	0	0	0
Калининградская область	Частные; Очная	   с органом местного самоуправления / 9.0	0	0	0	0	0	0	0	0
Калининградская область	Частные; Очная	"Из стр. 01 заключили договор: 
   с федеральным государственным органом / 7.0"	0	0	0	0	0	0	0	0
Калининградская область	Частные; Очная	"Студенты, заключившие договор о целевом обучении - всего
(сумма стр. 02, 04-06; 07-10) / 1.0"	0	0	0	0	0	0	0	0
Калужская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	"          из них в рамках задания государственного плана подготовки
          кадров со средним профессиональным образованием для
          организаций оборонно-промышленного комплекса / 3.0"	0	0	0	0	0	0	0	0
Калужская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	       бюджета субъекта Российской Федерации / 4.0	0	0	0	0	0	0	0	0
Калужская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	       местного бюджета / 5.0	0	0	0	0	0	0	0	0
Калужская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	    по договорам об оказании платных образовательных услуг / 6.0	0	0	0	0	0	0	0	0
Калужская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	"   в том числе обучающиеся:
      за счет бюджетных ассигнований: 
      федерального бюджета / 2.0"	0	0	0	0	0	0	0	0
Калужская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	   с организациями / 10.0	0	0	0	0	0	0	0	0
Калужская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	   с органом государственной власти субъекта Российской Федерации / 8.0	0	0	0	0	0	0	0	0
Калужская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	   с органом местного самоуправления / 9.0	0	0	0	0	0	0	0	0
Калужская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	"Из стр. 01 заключили договор: 
   с федеральным государственным органом / 7.0"	0	0	0	0	0	0	0	0
Калужская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	"Студенты, заключившие договор о целевом обучении - всего
(сумма стр. 02, 04-06; 07-10) / 1.0"	0	0	0	0	0	0	0	0
Калужская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	"          из них в рамках задания государственного плана подготовки
          кадров со средним профессиональным образованием для
          организаций оборонно-промышленного комплекса / 3.0"	0	0	0	0	0	0	0	0
Калужская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	       бюджета субъекта Российской Федерации / 4.0	1	3	0	0	12	82	0	16
Калужская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	       местного бюджета / 5.0	0	0	0	0	0	0	0	0
Калужская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	    по договорам об оказании платных образовательных услуг / 6.0	0	0	0	0	0	4	0	1
Калужская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	"   в том числе обучающиеся:
      за счет бюджетных ассигнований: 
      федерального бюджета / 2.0"	0	0	0	0	10	56	0	0
Калужская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	   с организациями / 10.0	1	3	0	0	22	137	0	17
Калужская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	   с органом государственной власти субъекта Российской Федерации / 8.0	0	0	0	0	0	5	0	0
Калужская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	   с органом местного самоуправления / 9.0	0	0	0	0	0	0	0	0
Калужская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	"Из стр. 01 заключили договор: 
   с федеральным государственным органом / 7.0"	0	0	0	0	0	0	0	0
Калужская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	"Студенты, заключившие договор о целевом обучении - всего
(сумма стр. 02, 04-06; 07-10) / 1.0"	1	3	0	0	22	142	0	17
Камчатский край	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	"          из них в рамках задания государственного плана подготовки
          кадров со средним профессиональным образованием для
          организаций оборонно-промышленного комплекса / 3.0"	0	0	0	0	0	0	0	0
Камчатский край	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	       бюджета субъекта Российской Федерации / 4.0	0	0	0	0	0	0	0	0
Камчатский край	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	       местного бюджета / 5.0	0	0	0	0	0	0	0	0
Камчатский край	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	    по договорам об оказании платных образовательных услуг / 6.0	0	0	0	0	0	1	1	2
Камчатский край	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	"   в том числе обучающиеся:
      за счет бюджетных ассигнований: 
      федерального бюджета / 2.0"	0	0	0	0	0	0	0	0
Камчатский край	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	   с организациями / 10.0	0	0	0	0	0	1	1	2
Камчатский край	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	   с органом государственной власти субъекта Российской Федерации / 8.0	0	0	0	0	0	0	0	0
Камчатский край	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	   с органом местного самоуправления / 9.0	0	0	0	0	0	0	0	0
Камчатский край	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	"Из стр. 01 заключили договор: 
   с федеральным государственным органом / 7.0"	0	0	0	0	0	0	0	0
Камчатский край	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	"Студенты, заключившие договор о целевом обучении - всего
(сумма стр. 02, 04-06; 07-10) / 1.0"	0	0	0	0	0	1	1	2
Камчатский край	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	"          из них в рамках задания государственного плана подготовки
          кадров со средним профессиональным образованием для
          организаций оборонно-промышленного комплекса / 3.0"	0	0	0	0	0	0	0	0
Камчатский край	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	       бюджета субъекта Российской Федерации / 4.0	0	25	0	0	0	7	0	0
Камчатский край	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	       местного бюджета / 5.0	0	0	0	0	4	6	0	0
Камчатский край	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	    по договорам об оказании платных образовательных услуг / 6.0	0	0	0	0	0	1	0	0
Камчатский край	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	"   в том числе обучающиеся:
      за счет бюджетных ассигнований: 
      федерального бюджета / 2.0"	0	0	0	0	0	0	0	0
Камчатский край	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	   с организациями / 10.0	0	25	0	0	0	7	0	0
Камчатский край	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	   с органом государственной власти субъекта Российской Федерации / 8.0	0	0	0	0	0	1	0	0
Камчатский край	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	   с органом местного самоуправления / 9.0	0	0	0	0	4	6	0	0
Камчатский край	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	"Из стр. 01 заключили договор: 
   с федеральным государственным органом / 7.0"	0	0	0	0	0	0	0	0
Камчатский край	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	"Студенты, заключившие договор о целевом обучении - всего
(сумма стр. 02, 04-06; 07-10) / 1.0"	0	25	0	0	4	14	0	0
Камчатский край	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"          из них в рамках задания государственного плана подготовки
          кадров со средним профессиональным образованием для
          организаций оборонно-промышленного комплекса / 3.0"	0	0	0	0	0	0	0	0
Камчатский край	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	       бюджета субъекта Российской Федерации / 4.0	0	0	0	0	0	0	0	0
Камчатский край	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	       местного бюджета / 5.0	0	0	0	0	0	0	0	0
Камчатский край	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	    по договорам об оказании платных образовательных услуг / 6.0	0	0	0	0	0	0	0	17
Камчатский край	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"   в том числе обучающиеся:
      за счет бюджетных ассигнований: 
      федерального бюджета / 2.0"	0	0	0	0	0	0	0	0
Камчатский край	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	   с организациями / 10.0	0	0	0	0	0	0	0	17
Камчатский край	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	   с органом государственной власти субъекта Российской Федерации / 8.0	0	0	0	0	0	0	0	0
Камчатский край	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	   с органом местного самоуправления / 9.0	0	0	0	0	0	0	0	0
Камчатский край	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"Из стр. 01 заключили договор: 
   с федеральным государственным органом / 7.0"	0	0	0	0	0	0	0	0
Камчатский край	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"Студенты, заключившие договор о целевом обучении - всего
(сумма стр. 02, 04-06; 07-10) / 1.0"	0	0	0	0	0	0	0	17
Камчатский край	Частные; Заочная	"          из них в рамках задания государственного плана подготовки
          кадров со средним профессиональным образованием для
          организаций оборонно-промышленного комплекса / 3.0"	0	0	0	0	0	0	0	0
Камчатский край	Частные; Заочная	       бюджета субъекта Российской Федерации / 4.0	0	0	0	0	0	0	0	0
Камчатский край	Частные; Заочная	       местного бюджета / 5.0	0	0	0	0	0	0	0	0
Камчатский край	Частные; Заочная	    по договорам об оказании платных образовательных услуг / 6.0	0	0	0	0	0	0	1	1
Камчатский край	Частные; Заочная	"   в том числе обучающиеся:
      за счет бюджетных ассигнований: 
      федерального бюджета / 2.0"	0	0	0	0	0	0	0	0
Камчатский край	Частные; Заочная	   с организациями / 10.0	0	0	0	0	0	0	1	1
Камчатский край	Частные; Заочная	   с органом государственной власти субъекта Российской Федерации / 8.0	0	0	0	0	0	0	0	0
Камчатский край	Частные; Заочная	   с органом местного самоуправления / 9.0	0	0	0	0	0	0	0	0
Камчатский край	Частные; Заочная	"Из стр. 01 заключили договор: 
   с федеральным государственным органом / 7.0"	0	0	0	0	0	0	0	0
Камчатский край	Частные; Заочная	"Студенты, заключившие договор о целевом обучении - всего
(сумма стр. 02, 04-06; 07-10) / 1.0"	0	0	0	0	0	0	1	1
Камчатский край	Частные; Очная	"          из них в рамках задания государственного плана подготовки
          кадров со средним профессиональным образованием для
          организаций оборонно-промышленного комплекса / 3.0"	0	0	0	0	0	0	0	0
Камчатский край	Частные; Очная	       бюджета субъекта Российской Федерации / 4.0	0	0	0	0	3	0	0	2
Камчатский край	Частные; Очная	       местного бюджета / 5.0	0	0	0	0	0	0	0	0
Камчатский край	Частные; Очная	    по договорам об оказании платных образовательных услуг / 6.0	0	0	0	0	5	7	0	2
Камчатский край	Частные; Очная	"   в том числе обучающиеся:
      за счет бюджетных ассигнований: 
      федерального бюджета / 2.0"	0	0	0	0	0	0	0	0
Камчатский край	Частные; Очная	   с организациями / 10.0	0	0	0	0	8	7	0	4
Камчатский край	Частные; Очная	   с органом государственной власти субъекта Российской Федерации / 8.0	0	0	0	0	0	0	0	0
Камчатский край	Частные; Очная	   с органом местного самоуправления / 9.0	0	0	0	0	0	0	0	0
Камчатский край	Частные; Очная	"Из стр. 01 заключили договор: 
   с федеральным государственным органом / 7.0"	0	0	0	0	0	0	0	0
Камчатский край	Частные; Очная	"Студенты, заключившие договор о целевом обучении - всего
(сумма стр. 02, 04-06; 07-10) / 1.0"	0	0	0	0	8	7	0	4
Карачаево-Черкесская Республика	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	"          из них в рамках задания государственного плана подготовки
          кадров со средним профессиональным образованием для
          организаций оборонно-промышленного комплекса / 3.0"	0	0	0	0	0	0	0	0
Карачаево-Черкесская Республика	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	       бюджета субъекта Российской Федерации / 4.0	0	0	0	0	12	76	0	3
Карачаево-Черкесская Республика	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	       местного бюджета / 5.0	0	0	0	0	0	0	0	0
Карачаево-Черкесская Республика	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	    по договорам об оказании платных образовательных услуг / 6.0	0	0	0	0	0	0	0	0
Карачаево-Черкесская Республика	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	"   в том числе обучающиеся:
      за счет бюджетных ассигнований: 
      федерального бюджета / 2.0"	0	0	0	0	0	2	0	0
Карачаево-Черкесская Республика	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	   с организациями / 10.0	0	0	0	0	0	2	0	0
Карачаево-Черкесская Республика	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	   с органом государственной власти субъекта Российской Федерации / 8.0	0	0	0	0	12	76	0	3
Карачаево-Черкесская Республика	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	   с органом местного самоуправления / 9.0	0	0	0	0	0	0	0	0
Карачаево-Черкесская Республика	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	"Из стр. 01 заключили договор: 
   с федеральным государственным органом / 7.0"	0	0	0	0	0	0	0	0
Карачаево-Черкесская Республика	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	"Студенты, заключившие договор о целевом обучении - всего
(сумма стр. 02, 04-06; 07-10) / 1.0"	0	0	0	0	12	78	0	3
Кемеровская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Аттестация экстернов	"          из них в рамках задания государственного плана подготовки
          кадров со средним профессиональным образованием для
          организаций оборонно-промышленного комплекса / 3.0"	0	0	0	0	0	0	0	0
Кемеровская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Аттестация экстернов	       бюджета субъекта Российской Федерации / 4.0	0	0	0	0	0	0	0	0
Кемеровская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Аттестация экстернов	       местного бюджета / 5.0	0	0	0	0	0	0	0	0
Кемеровская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Аттестация экстернов	    по договорам об оказании платных образовательных услуг / 6.0	0	0	0	0	0	0	0	0
Кемеровская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Аттестация экстернов	"   в том числе обучающиеся:
      за счет бюджетных ассигнований: 
      федерального бюджета / 2.0"	0	0	0	0	0	0	0	0
Кемеровская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Аттестация экстернов	   с организациями / 10.0	0	0	0	0	0	0	0	0
Кемеровская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Аттестация экстернов	   с органом государственной власти субъекта Российской Федерации / 8.0	0	0	0	0	0	0	0	0
Кемеровская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Аттестация экстернов	   с органом местного самоуправления / 9.0	0	0	0	0	0	0	0	0
Кемеровская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Аттестация экстернов	"Из стр. 01 заключили договор: 
   с федеральным государственным органом / 7.0"	0	0	0	0	0	0	0	0
Кемеровская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Аттестация экстернов	"Студенты, заключившие договор о целевом обучении - всего
(сумма стр. 02, 04-06; 07-10) / 1.0"	0	0	0	0	0	0	0	0
Кемеровская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	"          из них в рамках задания государственного плана подготовки
          кадров со средним профессиональным образованием для
          организаций оборонно-промышленного комплекса / 3.0"	0	0	0	0	0	0	0	2
Кемеровская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	       бюджета субъекта Российской Федерации / 4.0	0	0	0	0	0	0	0	0
Кемеровская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	       местного бюджета / 5.0	0	0	0	0	0	0	0	0
Кемеровская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	    по договорам об оказании платных образовательных услуг / 6.0	0	0	0	0	1	4	0	6
Кемеровская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	"   в том числе обучающиеся:
      за счет бюджетных ассигнований: 
      федерального бюджета / 2.0"	0	0	0	0	0	3	3	16
Кемеровская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	   с организациями / 10.0	0	0	0	0	1	4	3	21
Кемеровская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	   с органом государственной власти субъекта Российской Федерации / 8.0	0	0	0	0	0	0	0	0
Кемеровская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	   с органом местного самоуправления / 9.0	0	0	0	0	0	0	0	0
Кемеровская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	"Из стр. 01 заключили договор: 
   с федеральным государственным органом / 7.0"	0	0	0	0	0	3	0	1
Кемеровская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	"Студенты, заключившие договор о целевом обучении - всего
(сумма стр. 02, 04-06; 07-10) / 1.0"	0	0	0	0	1	7	3	22
Кемеровская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	"          из них в рамках задания государственного плана подготовки
          кадров со средним профессиональным образованием для
          организаций оборонно-промышленного комплекса / 3.0"	0	0	0	0	0	0	0	0
Кемеровская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	       бюджета субъекта Российской Федерации / 4.0	97	134	7	6	196	765	12	87
Кемеровская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	       местного бюджета / 5.0	0	0	0	0	0	0	0	0
Кемеровская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	    по договорам об оказании платных образовательных услуг / 6.0	0	0	0	0	11	28	10	13
Кемеровская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	"   в том числе обучающиеся:
      за счет бюджетных ассигнований: 
      федерального бюджета / 2.0"	34	18	0	0	65	243	0	0
Кемеровская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	   с организациями / 10.0	131	152	7	6	271	1033	22	100
Кемеровская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	   с органом государственной власти субъекта Российской Федерации / 8.0	0	0	0	0	0	0	0	0
Кемеровская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	   с органом местного самоуправления / 9.0	0	0	0	0	1	1	0	0
Кемеровская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	"Из стр. 01 заключили договор: 
   с федеральным государственным органом / 7.0"	0	0	0	0	0	2	0	0
Кемеровская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	"Студенты, заключившие договор о целевом обучении - всего
(сумма стр. 02, 04-06; 07-10) / 1.0"	131	152	7	6	272	1036	22	100
Кемеровская область	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"          из них в рамках задания государственного плана подготовки
          кадров со средним профессиональным образованием для
          организаций оборонно-промышленного комплекса / 3.0"	0	0	0	0	0	0	0	0
Кемеровская область	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	       бюджета субъекта Российской Федерации / 4.0	0	0	0	0	0	0	16	16
Кемеровская область	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	       местного бюджета / 5.0	0	0	0	0	0	0	0	0
Кемеровская область	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	    по договорам об оказании платных образовательных услуг / 6.0	0	0	2	0	0	0	29	11
Кемеровская область	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"   в том числе обучающиеся:
      за счет бюджетных ассигнований: 
      федерального бюджета / 2.0"	0	0	0	0	0	0	0	0
Кемеровская область	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	   с организациями / 10.0	0	0	2	0	0	0	45	27
Кемеровская область	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	   с органом государственной власти субъекта Российской Федерации / 8.0	0	0	0	0	0	0	0	0
Кемеровская область	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	   с органом местного самоуправления / 9.0	0	0	0	0	0	0	0	0
Кемеровская область	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"Из стр. 01 заключили договор: 
   с федеральным государственным органом / 7.0"	0	0	0	0	0	0	0	0
Кемеровская область	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"Студенты, заключившие договор о целевом обучении - всего
(сумма стр. 02, 04-06; 07-10) / 1.0"	0	0	2	0	0	0	45	27
Кемеровская область	Частные; Очная	"          из них в рамках задания государственного плана подготовки
          кадров со средним профессиональным образованием для
          организаций оборонно-промышленного комплекса / 3.0"	0	0	0	0	0	0	0	0
Кемеровская область	Частные; Очная	       бюджета субъекта Российской Федерации / 4.0	0	0	0	0	0	0	0	0
Кемеровская область	Частные; Очная	       местного бюджета / 5.0	0	0	0	0	0	0	0	0
Кемеровская область	Частные; Очная	    по договорам об оказании платных образовательных услуг / 6.0	0	0	0	0	0	2	0	0
Кемеровская область	Частные; Очная	"   в том числе обучающиеся:
      за счет бюджетных ассигнований: 
      федерального бюджета / 2.0"	0	0	0	0	0	0	0	0
