region	tags	indicator	Программы подготовки квалифицированных рабочих, служащих > на базе основного общего образования > Выпуск > 11.0	Программы подготовки квалифицированных рабочих, служащих > на базе основного общего образования > Принято > 9.0	Программы подготовки квалифицированных рабочих, служащих > на базе основного общего образования > Численность студентов > 10.0	Программы подготовки квалифицированных рабочих, служащих > на базе среднего общего образования > Выпуск > 14.0	Программы подготовки квалифицированных рабочих, служащих > на базе среднего общего образования > Принято > 12.0	Программы подготовки квалифицированных рабочих, служащих > на базе среднего общего образования > Численность студентов > 13.0	Программы подготовки специалистов среднего звена > на базе основного общего образования > Выпуск > 5.0	Программы подготовки специалистов среднего звена > на базе основного общего образования > Принято > 3.0	Программы подготовки специалистов среднего звена > на базе основного общего образования > Численность студентов > 4.0	Программы подготовки специалистов среднего звена > на базе среднего общего образования > Выпуск > 8.0	Программы подготовки специалистов среднего звена > на базе среднего общего образования > Принято > 6.0	Программы подготовки специалистов среднего звена > на базе среднего общего образования > Численность студентов > 7.0
Курганская область	Частные; Заочная	"Из стр. 01 - студенты, использующие образовательный кредит
для оплаты обучения / 7.0"	0	0	0	0	0	0	0	0	0	0	0	0
Курганская область	Частные; Заочная	"Студенты, обучающиеся по договорам об оказании платных
образовательных услуг - всего (сумма стр. 02-04; 05, 06) / 1.0"	0	0	0	0	0	0	0	12	17	0	7	15
Курганская область	Частные; Очная	      иных физических лиц / 3.0	0	0	0	0	0	0	0	0	0	0	0	0
Курганская область	Частные; Очная	      юридических лиц / 4.0	0	0	0	0	0	0	0	0	0	0	0	0
Курганская область	Частные; Очная	"   в том числе: 
   за счет средств: 
      лиц, зачисляемых на обучение (родителей (законных
      представителей) несовершеннолетних обучающихся) / 2.0"	0	0	0	0	0	0	0	32	62	0	14	21
Курганская область	Частные; Очная	"   получают второе или последующее среднее профессиональное
   образование / 6.0"	0	0	0	0	0	0	0	0	0	0	0	0
Курганская область	Частные; Очная	   получают среднее профессиональное образование впервые / 5.0	0	0	0	0	0	0	0	32	62	0	14	21
Курганская область	Частные; Очная	"Из стр. 01 - студенты, использующие образовательный кредит
для оплаты обучения / 7.0"	0	0	0	0	0	0	0	0	0	0	0	0
Курганская область	Частные; Очная	"Студенты, обучающиеся по договорам об оказании платных
образовательных услуг - всего (сумма стр. 02-04; 05, 06) / 1.0"	0	0	0	0	0	0	0	32	62	0	14	21
Курская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	      иных физических лиц / 3.0	0	0	0	0	0	0	0	0	0	55	21	117
Курская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	      юридических лиц / 4.0	0	0	0	0	0	0	0	0	0	8	0	9
Курская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	"   в том числе: 
   за счет средств: 
      лиц, зачисляемых на обучение (родителей (законных
      представителей) несовершеннолетних обучающихся) / 2.0"	0	0	0	0	0	0	0	13	13	96	47	238
Курская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	"   получают второе или последующее среднее профессиональное
   образование / 6.0"	0	0	0	0	0	0	0	0	0	41	17	134
Курская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	   получают среднее профессиональное образование впервые / 5.0	0	0	0	0	0	0	0	13	13	118	51	230
Курская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	"Из стр. 01 - студенты, использующие образовательный кредит
для оплаты обучения / 7.0"	0	0	0	0	0	0	0	0	0	0	0	0
Курская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	"Студенты, обучающиеся по договорам об оказании платных
образовательных услуг - всего (сумма стр. 02-04; 05, 06) / 1.0"	0	0	0	0	0	0	0	13	13	159	68	364
Курская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	      иных физических лиц / 3.0	0	0	1	0	0	0	6	11	29	1	11	16
Курская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	      юридических лиц / 4.0	0	0	0	0	0	0	0	7	21	0	3	3
Курская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	"   в том числе: 
   за счет средств: 
      лиц, зачисляемых на обучение (родителей (законных
      представителей) несовершеннолетних обучающихся) / 2.0"	38	29	66	0	0	0	851	1750	4922	221	241	704
Курская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	"   получают второе или последующее среднее профессиональное
   образование / 6.0"	0	0	0	0	0	0	0	3	6	4	9	27
Курская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	   получают среднее профессиональное образование впервые / 5.0	38	29	67	0	0	0	857	1765	4966	218	246	696
Курская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	"Из стр. 01 - студенты, использующие образовательный кредит
для оплаты обучения / 7.0"	0	0	0	0	0	0	0	1	7	0	2	3
Курская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	"Студенты, обучающиеся по договорам об оказании платных
образовательных услуг - всего (сумма стр. 02-04; 05, 06) / 1.0"	38	29	67	0	0	0	857	1768	4972	222	255	723
Курская область	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	      иных физических лиц / 3.0	0	0	0	0	0	0	0	0	0	0	3	3
Курская область	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	      юридических лиц / 4.0	0	0	0	0	0	0	0	0	0	0	0	0
Курская область	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"   в том числе: 
   за счет средств: 
      лиц, зачисляемых на обучение (родителей (законных
      представителей) несовершеннолетних обучающихся) / 2.0"	0	0	0	0	0	0	0	19	0	17	63	133
Курская область	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"   получают второе или последующее среднее профессиональное
   образование / 6.0"	0	0	0	0	0	0	0	0	0	9	35	59
Курская область	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	   получают среднее профессиональное образование впервые / 5.0	0	0	0	0	0	0	0	19	0	8	31	77
Курская область	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"Из стр. 01 - студенты, использующие образовательный кредит
для оплаты обучения / 7.0"	0	0	0	0	0	0	0	0	0	0	0	0
Курская область	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"Студенты, обучающиеся по договорам об оказании платных
образовательных услуг - всего (сумма стр. 02-04; 05, 06) / 1.0"	0	0	0	0	0	0	0	19	0	17	66	136
Курская область	Частные; Заочная	      иных физических лиц / 3.0	0	0	0	0	0	0	0	0	0	0	0	0
Курская область	Частные; Заочная	      юридических лиц / 4.0	0	0	0	0	0	0	0	2	2	0	6	6
Курская область	Частные; Заочная	"   в том числе: 
   за счет средств: 
      лиц, зачисляемых на обучение (родителей (законных
      представителей) несовершеннолетних обучающихся) / 2.0"	0	0	0	0	0	0	128	130	342	117	80	188
Курская область	Частные; Заочная	"   получают второе или последующее среднее профессиональное
   образование / 6.0"	0	0	0	0	0	0	0	0	0	0	0	0
Курская область	Частные; Заочная	   получают среднее профессиональное образование впервые / 5.0	0	0	0	0	0	0	128	132	344	117	86	194
Курская область	Частные; Заочная	"Из стр. 01 - студенты, использующие образовательный кредит
для оплаты обучения / 7.0"	0	0	0	0	0	0	0	0	0	0	0	0
Курская область	Частные; Заочная	"Студенты, обучающиеся по договорам об оказании платных
образовательных услуг - всего (сумма стр. 02-04; 05, 06) / 1.0"	0	0	0	0	0	0	128	132	344	117	86	194
Курская область	Частные; Очная	      иных физических лиц / 3.0	0	0	0	0	0	0	0	0	0	0	0	0
Курская область	Частные; Очная	      юридических лиц / 4.0	0	0	0	0	0	0	0	2	2	0	0	0
Курская область	Частные; Очная	"   в том числе: 
   за счет средств: 
      лиц, зачисляемых на обучение (родителей (законных
      представителей) несовершеннолетних обучающихся) / 2.0"	0	0	0	0	0	0	279	260	770	77	60	116
Курская область	Частные; Очная	"   получают второе или последующее среднее профессиональное
   образование / 6.0"	0	0	0	0	0	0	0	0	0	0	0	0
Курская область	Частные; Очная	   получают среднее профессиональное образование впервые / 5.0	0	0	0	0	0	0	279	262	772	77	60	116
Курская область	Частные; Очная	"Из стр. 01 - студенты, использующие образовательный кредит
для оплаты обучения / 7.0"	0	0	0	0	0	0	0	0	0	0	0	0
Курская область	Частные; Очная	"Студенты, обучающиеся по договорам об оказании платных
образовательных услуг - всего (сумма стр. 02-04; 05, 06) / 1.0"	0	0	0	0	0	0	279	262	772	77	60	116
Курская область	Частные; Очно-заочная	      иных физических лиц / 3.0	0	0	0	0	0	0	0	0	0	0	0	0
Курская область	Частные; Очно-заочная	      юридических лиц / 4.0	0	0	0	0	0	0	0	0	0	0	0	0
Курская область	Частные; Очно-заочная	"   в том числе: 
   за счет средств: 
      лиц, зачисляемых на обучение (родителей (законных
      представителей) несовершеннолетних обучающихся) / 2.0"	0	0	0	0	0	0	0	0	0	0	6	6
Курская область	Частные; Очно-заочная	"   получают второе или последующее среднее профессиональное
   образование / 6.0"	0	0	0	0	0	0	0	0	0	0	0	0
Курская область	Частные; Очно-заочная	   получают среднее профессиональное образование впервые / 5.0	0	0	0	0	0	0	0	0	0	0	6	6
Курская область	Частные; Очно-заочная	"Из стр. 01 - студенты, использующие образовательный кредит
для оплаты обучения / 7.0"	0	0	0	0	0	0	0	0	0	0	0	0
Курская область	Частные; Очно-заочная	"Студенты, обучающиеся по договорам об оказании платных
образовательных услуг - всего (сумма стр. 02-04; 05, 06) / 1.0"	0	0	0	0	0	0	0	0	0	0	6	6
Ленинградская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	      иных физических лиц / 3.0	0	0	0	0	0	0	0	3	7	74	64	234
Ленинградская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	      юридических лиц / 4.0	0	0	0	0	0	0	0	0	0	0	0	0
Ленинградская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	"   в том числе: 
   за счет средств: 
      лиц, зачисляемых на обучение (родителей (законных
      представителей) несовершеннолетних обучающихся) / 2.0"	0	0	0	0	0	0	0	0	0	102	99	248
Ленинградская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	"   получают второе или последующее среднее профессиональное
   образование / 6.0"	0	0	0	0	0	0	0	0	0	38	26	58
Ленинградская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	   получают среднее профессиональное образование впервые / 5.0	0	0	0	0	0	0	0	3	7	138	137	424
Ленинградская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	"Из стр. 01 - студенты, использующие образовательный кредит
для оплаты обучения / 7.0"	0	0	0	0	0	0	0	0	0	0	0	0
Ленинградская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	"Студенты, обучающиеся по договорам об оказании платных
образовательных услуг - всего (сумма стр. 02-04; 05, 06) / 1.0"	0	0	0	0	0	0	0	3	7	176	163	482
Ленинградская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	      иных физических лиц / 3.0	3	5	8	0	16	16	31	66	89	1	2	2
Ленинградская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	      юридических лиц / 4.0	0	1	1	0	0	0	0	5	9	0	3	3
Ленинградская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	"   в том числе: 
   за счет средств: 
      лиц, зачисляемых на обучение (родителей (законных
      представителей) несовершеннолетних обучающихся) / 2.0"	16	137	210	9	14	14	242	890	1939	30	118	180
Ленинградская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	"   получают второе или последующее среднее профессиональное
   образование / 6.0"	1	29	32	9	12	12	6	185	343	5	25	38
Ленинградская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	   получают среднее профессиональное образование впервые / 5.0	18	114	187	0	18	18	267	776	1694	26	98	147
Ленинградская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	"Из стр. 01 - студенты, использующие образовательный кредит
для оплаты обучения / 7.0"	0	0	0	0	0	0	0	0	3	0	1	2
Ленинградская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	"Студенты, обучающиеся по договорам об оказании платных
образовательных услуг - всего (сумма стр. 02-04; 05, 06) / 1.0"	19	143	219	9	30	30	273	961	2037	31	123	185
Ленинградская область	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	      иных физических лиц / 3.0	0	0	0	0	0	0	0	0	0	0	10	30
Ленинградская область	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	      юридических лиц / 4.0	0	0	0	0	0	0	0	0	0	0	0	0
Ленинградская область	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"   в том числе: 
   за счет средств: 
      лиц, зачисляемых на обучение (родителей (законных
      представителей) несовершеннолетних обучающихся) / 2.0"	0	0	0	0	0	0	0	11	11	10	18	26
Ленинградская область	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"   получают второе или последующее среднее профессиональное
   образование / 6.0"	0	0	0	0	0	0	0	0	0	2	10	30
Ленинградская область	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	   получают среднее профессиональное образование впервые / 5.0	0	0	0	0	0	0	0	11	11	8	18	26
Ленинградская область	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"Из стр. 01 - студенты, использующие образовательный кредит
для оплаты обучения / 7.0"	0	0	0	0	0	0	0	0	0	0	0	0
Ленинградская область	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"Студенты, обучающиеся по договорам об оказании платных
образовательных услуг - всего (сумма стр. 02-04; 05, 06) / 1.0"	0	0	0	0	0	0	0	11	11	10	28	56
Ленинградская область	Частные; Заочная	      иных физических лиц / 3.0	0	0	0	0	0	0	0	0	0	0	0	0
Ленинградская область	Частные; Заочная	      юридических лиц / 4.0	0	0	0	0	0	0	0	0	0	0	0	0
Ленинградская область	Частные; Заочная	"   в том числе: 
   за счет средств: 
      лиц, зачисляемых на обучение (родителей (законных
      представителей) несовершеннолетних обучающихся) / 2.0"	0	0	0	0	0	0	0	0	0	16	7	14
Ленинградская область	Частные; Заочная	"   получают второе или последующее среднее профессиональное
   образование / 6.0"	0	0	0	0	0	0	0	0	0	0	0	0
Ленинградская область	Частные; Заочная	   получают среднее профессиональное образование впервые / 5.0	0	0	0	0	0	0	0	0	0	16	7	14
Ленинградская область	Частные; Заочная	"Из стр. 01 - студенты, использующие образовательный кредит
для оплаты обучения / 7.0"	0	0	0	0	0	0	0	0	0	0	0	0
Ленинградская область	Частные; Заочная	"Студенты, обучающиеся по договорам об оказании платных
образовательных услуг - всего (сумма стр. 02-04; 05, 06) / 1.0"	0	0	0	0	0	0	0	0	0	16	7	14
Ленинградская область	Частные; Очная	      иных физических лиц / 3.0	0	0	0	0	0	0	0	0	0	0	0	0
Ленинградская область	Частные; Очная	      юридических лиц / 4.0	0	0	0	0	0	0	0	0	0	0	0	0
Ленинградская область	Частные; Очная	"   в том числе: 
   за счет средств: 
      лиц, зачисляемых на обучение (родителей (законных
      представителей) несовершеннолетних обучающихся) / 2.0"	0	0	0	0	0	0	87	69	265	0	0	0
Ленинградская область	Частные; Очная	"   получают второе или последующее среднее профессиональное
   образование / 6.0"	0	0	0	0	0	0	0	0	0	0	0	0
Ленинградская область	Частные; Очная	   получают среднее профессиональное образование впервые / 5.0	0	0	0	0	0	0	87	69	265	0	0	0
Ленинградская область	Частные; Очная	"Из стр. 01 - студенты, использующие образовательный кредит
для оплаты обучения / 7.0"	0	0	0	0	0	0	0	0	0	0	0	0
Ленинградская область	Частные; Очная	"Студенты, обучающиеся по договорам об оказании платных
образовательных услуг - всего (сумма стр. 02-04; 05, 06) / 1.0"	0	0	0	0	0	0	87	69	265	0	0	0
Липецкая область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	      иных физических лиц / 3.0	0	0	0	0	0	0	18	23	71	6	0	2
Липецкая область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	      юридических лиц / 4.0	0	0	0	0	0	0	0	0	2	0	0	3
Липецкая область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	"   в том числе: 
   за счет средств: 
      лиц, зачисляемых на обучение (родителей (законных
      представителей) несовершеннолетних обучающихся) / 2.0"	0	0	0	0	0	0	45	65	206	111	72	292
Липецкая область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	"   получают второе или последующее среднее профессиональное
   образование / 6.0"	0	0	0	0	0	0	0	1	1	17	15	52
Липецкая область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	   получают среднее профессиональное образование впервые / 5.0	0	0	0	0	0	0	63	87	278	100	57	245
Липецкая область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	"Из стр. 01 - студенты, использующие образовательный кредит
для оплаты обучения / 7.0"	0	0	0	0	0	0	0	0	0	0	0	0
Липецкая область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	"Студенты, обучающиеся по договорам об оказании платных
образовательных услуг - всего (сумма стр. 02-04; 05, 06) / 1.0"	0	0	0	0	0	0	63	88	279	117	72	297
Липецкая область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	      иных физических лиц / 3.0	0	0	0	0	0	0	2	0	5	0	0	1
Липецкая область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	      юридических лиц / 4.0	0	0	0	0	0	0	3	2	8	0	0	1
Липецкая область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	"   в том числе: 
   за счет средств: 
      лиц, зачисляемых на обучение (родителей (законных
      представителей) несовершеннолетних обучающихся) / 2.0"	89	139	452	0	0	0	947	1550	4605	166	299	490
Липецкая область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	"   получают второе или последующее среднее профессиональное
   образование / 6.0"	0	0	0	0	0	0	0	3	6	3	69	75
Липецкая область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	   получают среднее профессиональное образование впервые / 5.0	89	139	452	0	0	0	952	1549	4612	163	230	417
Липецкая область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	"Из стр. 01 - студенты, использующие образовательный кредит
для оплаты обучения / 7.0"	0	0	0	0	0	0	0	5	8	0	1	1
Липецкая область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	"Студенты, обучающиеся по договорам об оказании платных
образовательных услуг - всего (сумма стр. 02-04; 05, 06) / 1.0"	89	139	452	0	0	0	952	1552	4618	166	299	492
Липецкая область	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	      иных физических лиц / 3.0	0	0	0	0	0	0	8	0	0	34	34	98
Липецкая область	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	      юридических лиц / 4.0	0	0	0	0	0	0	0	0	0	1	0	7
Липецкая область	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"   в том числе: 
   за счет средств: 
      лиц, зачисляемых на обучение (родителей (законных
      представителей) несовершеннолетних обучающихся) / 2.0"	0	0	0	0	0	0	0	0	0	114	100	315
Липецкая область	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"   получают второе или последующее среднее профессиональное
   образование / 6.0"	0	0	0	0	0	0	0	0	0	73	86	198
Липецкая область	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	   получают среднее профессиональное образование впервые / 5.0	0	0	0	0	0	0	8	0	0	76	48	222
Липецкая область	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"Из стр. 01 - студенты, использующие образовательный кредит
для оплаты обучения / 7.0"	0	0	0	0	0	0	0	0	0	0	0	0
Липецкая область	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"Студенты, обучающиеся по договорам об оказании платных
образовательных услуг - всего (сумма стр. 02-04; 05, 06) / 1.0"	0	0	0	0	0	0	8	0	0	149	134	420
Липецкая область	Частные; Заочная	      иных физических лиц / 3.0	0	0	0	0	0	0	0	0	0	0	0	0
Липецкая область	Частные; Заочная	      юридических лиц / 4.0	0	0	0	0	0	0	0	0	0	0	0	0
Липецкая область	Частные; Заочная	"   в том числе: 
   за счет средств: 
      лиц, зачисляемых на обучение (родителей (законных
      представителей) несовершеннолетних обучающихся) / 2.0"	0	0	0	0	0	0	7	58	85	10	19	42
Липецкая область	Частные; Заочная	"   получают второе или последующее среднее профессиональное
   образование / 6.0"	0	0	0	0	0	0	0	0	0	0	0	0
Липецкая область	Частные; Заочная	   получают среднее профессиональное образование впервые / 5.0	0	0	0	0	0	0	7	58	85	10	19	42
Липецкая область	Частные; Заочная	"Из стр. 01 - студенты, использующие образовательный кредит
для оплаты обучения / 7.0"	0	0	0	0	0	0	0	0	0	0	0	0
Липецкая область	Частные; Заочная	"Студенты, обучающиеся по договорам об оказании платных
образовательных услуг - всего (сумма стр. 02-04; 05, 06) / 1.0"	0	0	0	0	0	0	7	58	85	10	19	42
Липецкая область	Частные; Очная	      иных физических лиц / 3.0	0	0	0	0	0	0	0	0	0	0	0	0
Липецкая область	Частные; Очная	      юридических лиц / 4.0	0	0	0	0	0	0	0	0	0	0	0	0
Липецкая область	Частные; Очная	"   в том числе: 
   за счет средств: 
      лиц, зачисляемых на обучение (родителей (законных
      представителей) несовершеннолетних обучающихся) / 2.0"	0	0	0	0	0	0	157	253	675	79	72	135
Липецкая область	Частные; Очная	"   получают второе или последующее среднее профессиональное
   образование / 6.0"	0	0	0	0	0	0	0	0	0	0	0	0
Липецкая область	Частные; Очная	   получают среднее профессиональное образование впервые / 5.0	0	0	0	0	0	0	157	253	675	79	72	135
Липецкая область	Частные; Очная	"Из стр. 01 - студенты, использующие образовательный кредит
для оплаты обучения / 7.0"	0	0	0	0	0	0	0	0	0	0	0	0
Липецкая область	Частные; Очная	"Студенты, обучающиеся по договорам об оказании платных
образовательных услуг - всего (сумма стр. 02-04; 05, 06) / 1.0"	0	0	0	0	0	0	157	253	675	79	72	135
Липецкая область	Частные; Очно-заочная	      иных физических лиц / 3.0	0	0	0	0	0	0	0	0	0	0	1	1
Липецкая область	Частные; Очно-заочная	      юридических лиц / 4.0	0	0	0	0	0	0	0	0	0	0	18	18
Липецкая область	Частные; Очно-заочная	"   в том числе: 
   за счет средств: 
      лиц, зачисляемых на обучение (родителей (законных
      представителей) несовершеннолетних обучающихся) / 2.0"	0	0	0	0	0	0	0	0	0	0	0	0
Липецкая область	Частные; Очно-заочная	"   получают второе или последующее среднее профессиональное
   образование / 6.0"	0	0	0	0	0	0	0	0	0	0	0	0
Липецкая область	Частные; Очно-заочная	   получают среднее профессиональное образование впервые / 5.0	0	0	0	0	0	0	0	0	0	0	19	19
Липецкая область	Частные; Очно-заочная	"Из стр. 01 - студенты, использующие образовательный кредит
для оплаты обучения / 7.0"	0	0	0	0	0	0	0	0	0	0	0	0
Липецкая область	Частные; Очно-заочная	"Студенты, обучающиеся по договорам об оказании платных
образовательных услуг - всего (сумма стр. 02-04; 05, 06) / 1.0"	0	0	0	0	0	0	0	0	0	0	19	19
Магаданская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	      иных физических лиц / 3.0	0	0	0	0	0	0	0	0	0	29	8	37
Магаданская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	      юридических лиц / 4.0	0	0	0	0	0	0	0	0	0	0	0	0
Магаданская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	"   в том числе: 
   за счет средств: 
      лиц, зачисляемых на обучение (родителей (законных
      представителей) несовершеннолетних обучающихся) / 2.0"	0	0	0	0	0	0	0	0	0	1	1	10
Магаданская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	"   получают второе или последующее среднее профессиональное
   образование / 6.0"	0	0	0	0	0	0	0	0	0	11	2	11
Магаданская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	   получают среднее профессиональное образование впервые / 5.0	0	0	0	0	0	0	0	0	0	19	7	36
Магаданская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	"Из стр. 01 - студенты, использующие образовательный кредит
для оплаты обучения / 7.0"	0	0	0	0	0	0	0	0	0	0	0	0
Магаданская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	"Студенты, обучающиеся по договорам об оказании платных
образовательных услуг - всего (сумма стр. 02-04; 05, 06) / 1.0"	0	0	0	0	0	0	0	0	0	30	9	47
Магаданская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	      иных физических лиц / 3.0	0	1	1	0	0	0	0	0	0	0	0	0
Магаданская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	      юридических лиц / 4.0	0	0	0	0	0	0	0	0	0	0	0	0
Магаданская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	"   в том числе: 
   за счет средств: 
      лиц, зачисляемых на обучение (родителей (законных
      представителей) несовершеннолетних обучающихся) / 2.0"	4	1	1	0	0	0	26	10	76	3	23	55
Магаданская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	"   получают второе или последующее среднее профессиональное
   образование / 6.0"	0	1	1	0	0	0	0	0	4	3	10	27
Магаданская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	   получают среднее профессиональное образование впервые / 5.0	4	1	1	0	0	0	26	10	72	0	13	28
Магаданская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	"Из стр. 01 - студенты, использующие образовательный кредит
для оплаты обучения / 7.0"	0	0	0	0	0	0	0	0	0	0	0	0
Магаданская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	"Студенты, обучающиеся по договорам об оказании платных
образовательных услуг - всего (сумма стр. 02-04; 05, 06) / 1.0"	4	2	2	0	0	0	26	10	76	3	23	55
Магаданская область	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	      иных физических лиц / 3.0	0	0	0	0	0	0	0	0	0	0	0	0
Магаданская область	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	      юридических лиц / 4.0	0	0	0	0	0	0	0	0	0	0	0	0
Магаданская область	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"   в том числе: 
   за счет средств: 
      лиц, зачисляемых на обучение (родителей (законных
      представителей) несовершеннолетних обучающихся) / 2.0"	0	0	0	0	0	0	0	0	0	0	7	24
Магаданская область	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"   получают второе или последующее среднее профессиональное
   образование / 6.0"	0	0	0	0	0	0	0	0	0	0	7	24
Магаданская область	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	   получают среднее профессиональное образование впервые / 5.0	0	0	0	0	0	0	0	0	0	0	0	0
Магаданская область	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"Из стр. 01 - студенты, использующие образовательный кредит
для оплаты обучения / 7.0"	0	0	0	0	0	0	0	0	0	0	0	0
Магаданская область	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"Студенты, обучающиеся по договорам об оказании платных
образовательных услуг - всего (сумма стр. 02-04; 05, 06) / 1.0"	0	0	0	0	0	0	0	0	0	0	7	24
Московская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Аттестация экстернов	      иных физических лиц / 3.0	0	0	0	0	0	0	0	0	0	0	0	0
Московская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Аттестация экстернов	      юридических лиц / 4.0	0	0	0	0	0	0	0	0	0	0	0	0
Московская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Аттестация экстернов	"   в том числе: 
   за счет средств: 
      лиц, зачисляемых на обучение (родителей (законных
      представителей) несовершеннолетних обучающихся) / 2.0"	0	0	0	0	0	0	0	0	0	0	0	0
