region	tags	indicator	 Выбыло работников, человек > всего > 10.0	" Выбыло работников, человек > из них по собственному желанию
 > 11.0"	Принято работников, человек > всего > 7.0	Принято работников, человек > из них выпускники: > с высшим образованием > 9.0	Принято работников, человек > из них выпускники: > со средним профессиональ-ным образованием по программам подготовки специалистов среднего звена > 8.0	Фактически занято, единиц > всего > 4.0	"Фактически занято, единиц > работниками списочного состава
 > 5.0"	Численность работников на начало отчетного учебного года (без совместителей и работающих по договорам гражданско-правового характера), человек > 12.0	Численность работников на начало предыдущего учебного года (без внешних совместителей и работавших по договорам гражданско-правового характера), человек > 6.0	Число ставок по штату, единиц > 3.0
Кабардино-Балкарская Республика	Частные; Сведения об организации, реализуемых программах и персонале	"       преподаватели-организаторы
       (основ безопасности
       жизнедеятельности, 
       допризывной подготовки) / 16.0"	0.0	0.0	0.0	0.0	0.0	0.5	0.5	1.0	1.0	0.5
Кабардино-Балкарская Республика	Частные; Сведения об организации, реализуемых программах и персонале	       прочие / 20.0	0.0	0.0	0.0	0.0	0.0	3.5	3.5	8.0	8.0	4.0
Кабардино-Балкарская Республика	Частные; Сведения об организации, реализуемых программах и персонале	"       руководители физического
       воспитания / 17.0"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5
Кабардино-Балкарская Республика	Частные; Сведения об организации, реализуемых программах и персонале	       руководитель филиала / 5.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0
Кабардино-Балкарская Республика	Частные; Сведения об организации, реализуемых программах и персонале	       социальные педагоги / 13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Кабардино-Балкарская Республика	Частные; Сведения об организации, реализуемых программах и персонале	       тьюторы / 19.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Кабардино-Балкарская Республика	Частные; Сведения об организации, реализуемых программах и персонале	"    в том числе: 
    руководящие работники - всего / 2.0"	4.0	4.0	6.0	6.0	0.0	9.5	6.0	13.0	11.0	10.0
Кабардино-Балкарская Республика	Частные; Сведения об организации, реализуемых программах и персонале	    обслуживающий персонал / 22.0	3.0	3.0	4.0	2.0	2.0	6.5	4.0	9.0	8.0	8.5
Кабардино-Балкарская Республика	Частные; Сведения об организации, реализуемых программах и персонале	"    педагогические работники - всего
    (сумма строк 07,12-20) / 6.0"	9.0	9.0	12.0	11.0	1.0	64.9	63.4	58.0	55.0	90.0
Кабардино-Балкарская Республика	Частные; Сведения об организации, реализуемых программах и персонале	"    учебно-вспомогательный
    персонал / 21.0"	3.0	3.0	2.0	1.0	1.0	4.25	2.25	8.0	9.0	5.0
Кабардино-Балкарская Республика	Частные; Сведения об организации, реализуемых программах и персонале	Из строки 07 преподаватели, осуществляющие деятельность по реализации образовательных программ: подготовки квалифицированных рабочих, служащих / 23.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Кабардино-Балкарская Республика	Частные; Сведения об организации, реализуемых программах и персонале	Из строки 07 преподаватели, осуществляющие деятельность по реализации образовательных программ: подготовки специалистов среднего звена / 24.0	9.0	9.0	12.0	11.0	1.0	59.9	58.4	47.0	44.0	83.5
Кабардино-Балкарская Республика	Частные; Сведения об организации, реализуемых программах и персонале	Из строки 12 мастера производственного обучения, осуществляющие деятельность по реализации образовательных программ: подготовки квалифицированных рабочих, служащих / 25.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Кабардино-Балкарская Республика	Частные; Сведения об организации, реализуемых программах и персонале	Из строки 12 мастера производственного обучения, осуществляющие деятельность по реализации образовательных программ: подготовки специалистов среднего звена / 26.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Кабардино-Балкарская Республика	Частные; Сведения об организации, реализуемых программах и персонале	Численность работников - всего (сумма строк 02, 06, 21, 22) / 1.0	19.0	19.0	24.0	20.0	4.0	85.15	75.65	88.0	83.0	113.5
Калининградская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"          из них: 
          общеобразовательных
          дисциплин / 8.0"	46.0	46.0	41.0	21.0	1.0	257.3	217.99999999999997	202.0	206.0	373.73
Калининградская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"          математического и общего
          естественнонаучного учебного
          цикла / 10.0"	21.0	21.0	7.0	4.0	0.0	84.39999999999999	64.4	64.0	78.0	116.92
Калининградская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"          общего гуманитарного и
          социально-экономического
           учебного цикла / 9.0"	12.0	12.0	16.0	9.0	0.0	170.0	129.4	127.0	129.0	227.33999999999997
Калининградская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"          профессионального учебного
          цикла / 11.0"	53.0	52.0	61.0	31.0	9.0	745.1	594.12	534.0	527.0	993.3199999999998
Калининградская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"       в том числе: 
       преподаватели - всего
       (сумма строк 8-11) / 7.0"	132.0	131.0	125.0	65.0	10.0	1256.7999999999997	1005.92	927.0	940.0	1711.3099999999997
Калининградская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"       заместители директора
       (начальника) / 4.0"	8.0	8.0	10.0	7.0	0.0	64.0	64.0	66.0	62.0	70.0
Калининградская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"       из них: 
       директор (начальник) / 3.0"	3.0	2.0	1.0	0.0	0.0	18.0	18.0	18.0	19.0	19.0
Калининградская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"       мастера производственного
       обучения / 12.0"	18.0	17.0	14.0	1.0	7.0	41.6	40.85	40.0	44.0	63.1
Калининградская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	       методисты / 18.0	8.0	8.0	10.0	6.0	2.0	39.0	37.0	38.0	37.0	45.5
Калининградская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	       педагоги-организаторы / 15.0	7.0	6.0	3.0	1.0	2.0	13.0	12.0	13.0	18.0	19.5
Калининградская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	       педагоги-психологи / 14.0	0.0	0.0	2.0	2.0	0.0	17.5	17.0	19.0	17.0	20.5
Калининградская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"       преподаватели-организаторы
       (основ безопасности
       жизнедеятельности, 
       допризывной подготовки) / 16.0"	0.0	0.0	0.0	0.0	0.0	5.7	5.7	6.0	6.0	7.0
Калининградская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	       прочие / 20.0	17.0	17.0	18.0	5.0	7.0	83.02	69.02	72.0	68.0	125.16
Калининградская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"       руководители физического
       воспитания / 17.0"	1.0	1.0	2.0	2.0	0.0	10.8	10.8	12.0	11.0	11.0
Калининградская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	       руководитель филиала / 5.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0
Калининградская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	       социальные педагоги / 13.0	5.0	5.0	6.0	4.0	1.0	16.5	16.0	17.0	17.0	16.5
Калининградская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	       тьюторы / 19.0	0.0	0.0	0.0	0.0	0.0	5.0	5.0	4.0	4.0	5.5
Калининградская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"    в том числе: 
    руководящие работники - всего / 2.0"	19.0	18.0	17.0	12.0	0.0	159.0	156.0	168.0	165.0	173.0
Калининградская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	    обслуживающий персонал / 22.0	66.0	66.0	56.0	5.0	28.0	393.85	378.49	380.0	387.0	509.0
Калининградская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"    педагогические работники - всего
    (сумма строк 07,12-20) / 6.0"	188.0	185.0	180.0	86.0	29.0	1488.92	1219.29	1148.0	1162.0	2025.07
Калининградская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"    учебно-вспомогательный
    персонал / 21.0"	27.0	24.0	36.0	19.0	14.0	160.5	146.9	169.0	162.0	183.05
Калининградская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Из строки 07 преподаватели, осуществляющие деятельность по реализации образовательных программ: подготовки квалифицированных рабочих, служащих / 23.0	35.0	35.0	24.0	4.0	4.0	167.8	128.5	107.0	105.0	212.10000000000002
Калининградская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Из строки 07 преподаватели, осуществляющие деятельность по реализации образовательных программ: подготовки специалистов среднего звена / 24.0	61.0	60.0	69.0	33.0	3.0	958.15	806.55	759.0	750.0	1218.79
Калининградская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Из строки 12 мастера производственного обучения, осуществляющие деятельность по реализации образовательных программ: подготовки квалифицированных рабочих, служащих / 25.0	11.0	10.0	8.0	0.0	4.0	27.1	27.1	26.0	31.0	42.1
Калининградская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Из строки 12 мастера производственного обучения, осуществляющие деятельность по реализации образовательных программ: подготовки специалистов среднего звена / 26.0	6.0	6.0	4.0	1.0	1.0	14.5	13.75	14.0	12.0	18.0
Калининградская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Численность работников - всего (сумма строк 02, 06, 21, 22) / 1.0	300.0	293.0	289.0	122.0	71.0	2202.27	1900.6799999999998	1865.0	1876.0	2890.1200000000003
Калининградская область	Частные; Сведения об организации, реализуемых программах и персонале	"          из них: 
          общеобразовательных
          дисциплин / 8.0"	13.0	8.0	14.0	0.0	0.0	23.400000000000002	20.2	24.0	23.0	26.2
Калининградская область	Частные; Сведения об организации, реализуемых программах и персонале	"          математического и общего
          естественнонаучного учебного
          цикла / 10.0"	4.0	1.0	3.0	2.0	1.0	11.25	11.200000000000001	12.0	13.0	14.700000000000001
Калининградская область	Частные; Сведения об организации, реализуемых программах и персонале	"          общего гуманитарного и
          социально-экономического
           учебного цикла / 9.0"	6.0	4.0	6.0	3.0	0.0	21.65	21.099999999999998	22.0	22.0	21.65
Калининградская область	Частные; Сведения об организации, реализуемых программах и персонале	"          профессионального учебного
          цикла / 11.0"	9.0	5.0	18.0	5.0	2.0	60.449999999999996	57.199999999999996	52.0	43.0	61.25
Калининградская область	Частные; Сведения об организации, реализуемых программах и персонале	"       в том числе: 
       преподаватели - всего
       (сумма строк 8-11) / 7.0"	32.0	18.0	41.0	10.0	3.0	116.75	109.7	110.0	101.0	123.80000000000001
Калининградская область	Частные; Сведения об организации, реализуемых программах и персонале	"       заместители директора
       (начальника) / 4.0"	2.0	2.0	3.0	3.0	0.0	13.0	13.0	14.0	13.0	13.0
Калининградская область	Частные; Сведения об организации, реализуемых программах и персонале	"       из них: 
       директор (начальник) / 3.0"	0.0	0.0	0.0	0.0	0.0	3.5	3.5	4.0	4.0	3.5
Калининградская область	Частные; Сведения об организации, реализуемых программах и персонале	"       мастера производственного
       обучения / 12.0"	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0
Калининградская область	Частные; Сведения об организации, реализуемых программах и персонале	       методисты / 18.0	1.0	1.0	1.0	1.0	0.0	3.8	3.8	5.0	5.0	3.8
Калининградская область	Частные; Сведения об организации, реализуемых программах и персонале	       педагоги-организаторы / 15.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0
Калининградская область	Частные; Сведения об организации, реализуемых программах и персонале	       педагоги-психологи / 14.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0
Калининградская область	Частные; Сведения об организации, реализуемых программах и персонале	"       преподаватели-организаторы
       (основ безопасности
       жизнедеятельности, 
       допризывной подготовки) / 16.0"	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0
Калининградская область	Частные; Сведения об организации, реализуемых программах и персонале	       прочие / 20.0	3.0	2.0	1.0	1.0	0.0	1.0	1.0	2.0	4.0	1.0
Калининградская область	Частные; Сведения об организации, реализуемых программах и персонале	"       руководители физического
       воспитания / 17.0"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Калининградская область	Частные; Сведения об организации, реализуемых программах и персонале	       руководитель филиала / 5.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0
Калининградская область	Частные; Сведения об организации, реализуемых программах и персонале	       социальные педагоги / 13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Калининградская область	Частные; Сведения об организации, реализуемых программах и персонале	       тьюторы / 19.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Калининградская область	Частные; Сведения об организации, реализуемых программах и персонале	"    в том числе: 
    руководящие работники - всего / 2.0"	2.0	2.0	3.0	3.0	0.0	17.5	17.5	19.0	18.0	17.5
Калининградская область	Частные; Сведения об организации, реализуемых программах и персонале	    обслуживающий персонал / 22.0	3.0	3.0	1.0	0.0	1.0	9.25	9.25	11.0	13.0	9.25
Калининградская область	Частные; Сведения об организации, реализуемых программах и персонале	"    педагогические работники - всего
    (сумма строк 07,12-20) / 6.0"	36.0	21.0	43.0	12.0	3.0	125.55	118.5	121.0	114.0	132.6
Калининградская область	Частные; Сведения об организации, реализуемых программах и персонале	"    учебно-вспомогательный
    персонал / 21.0"	4.0	4.0	0.0	0.0	0.0	11.0	11.0	10.0	14.0	11.0
Калининградская область	Частные; Сведения об организации, реализуемых программах и персонале	Из строки 07 преподаватели, осуществляющие деятельность по реализации образовательных программ: подготовки квалифицированных рабочих, служащих / 23.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Калининградская область	Частные; Сведения об организации, реализуемых программах и персонале	Из строки 07 преподаватели, осуществляющие деятельность по реализации образовательных программ: подготовки специалистов среднего звена / 24.0	6.0	6.0	13.0	10.0	3.0	116.75	109.7	110.0	101.0	123.80000000000001
Калининградская область	Частные; Сведения об организации, реализуемых программах и персонале	Из строки 12 мастера производственного обучения, осуществляющие деятельность по реализации образовательных программ: подготовки квалифицированных рабочих, служащих / 25.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Калининградская область	Частные; Сведения об организации, реализуемых программах и персонале	Из строки 12 мастера производственного обучения, осуществляющие деятельность по реализации образовательных программ: подготовки специалистов среднего звена / 26.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0
Калининградская область	Частные; Сведения об организации, реализуемых программах и персонале	Численность работников - всего (сумма строк 02, 06, 21, 22) / 1.0	45.0	30.0	47.0	15.0	4.0	163.29999999999998	156.25	161.0	159.0	170.35
Калужская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"          из них: 
          общеобразовательных
          дисциплин / 8.0"	36.0	28.0	38.0	22.0	9.0	348.54	310.7	233.0	241.0	454.09000000000003
Калужская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"          математического и общего
          естественнонаучного учебного
          цикла / 10.0"	19.0	18.0	9.0	8.0	1.0	139.41000000000003	115.84	89.0	101.0	181.73
Калужская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"          общего гуманитарного и
          социально-экономического
           учебного цикла / 9.0"	22.0	14.0	21.0	19.0	2.0	180.77	154.30999999999997	110.0	94.0	230.43
Калужская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"          профессионального учебного
          цикла / 11.0"	61.0	60.0	62.0	36.0	14.0	782.33	640.25	550.0	547.0	1006.1999999999999
Калужская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"       в том числе: 
       преподаватели - всего
       (сумма строк 8-11) / 7.0"	138.0	120.0	130.0	85.0	26.0	1451.05	1221.1	982.0	983.0	1872.45
Калужская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"       заместители директора
       (начальника) / 4.0"	7.0	7.0	3.0	2.0	0.0	73.0	71.0	73.0	62.0	76.5
Калужская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"       из них: 
       директор (начальник) / 3.0"	4.0	4.0	2.0	2.0	0.0	22.0	21.0	22.0	22.0	22.0
Калужская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"       мастера производственного
       обучения / 12.0"	5.0	5.0	4.0	1.0	3.0	59.790000000000006	47.0	44.0	47.0	70.79
Калужская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	       методисты / 18.0	4.0	4.0	2.0	2.0	0.0	15.5	13.5	12.0	16.0	36.0
Калужская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	       педагоги-организаторы / 15.0	1.0	1.0	2.0	1.0	1.0	9.5	7.0	7.0	5.0	16.5
Калужская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	       педагоги-психологи / 14.0	2.0	1.0	3.0	3.0	0.0	13.0	11.5	11.0	12.0	19.0
Калужская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"       преподаватели-организаторы
       (основ безопасности
       жизнедеятельности, 
       допризывной подготовки) / 16.0"	2.0	2.0	2.0	2.0	0.0	14.0	13.0	13.0	13.0	21.0
Калужская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	       прочие / 20.0	2.0	2.0	9.0	4.0	5.0	65.8	64.42	55.0	47.0	94.37
Калужская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"       руководители физического
       воспитания / 17.0"	2.0	2.0	0.0	0.0	0.0	5.8	5.8	6.0	9.0	11.0
Калужская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	       руководитель филиала / 5.0	1.0	1.0	1.0	0.0	0.0	2.0	2.0	2.0	2.0	2.0
Калужская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	       социальные педагоги / 13.0	3.0	1.0	2.0	2.0	0.0	15.25	14.5	14.0	18.0	21.0
Калужская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	       тьюторы / 19.0	1.0	1.0	0.0	0.0	0.0	1.5	1.5	1.0	2.0	3.0
Калужская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"    в том числе: 
    руководящие работники - всего / 2.0"	16.0	16.0	7.0	5.0	0.0	134.0	130.5	132.0	136.0	157.0
Калужская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	    обслуживающий персонал / 22.0	95.0	91.0	79.0	23.0	46.0	600.2	488.2	481.0	502.0	912.7
Калужская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"    педагогические работники - всего
    (сумма строк 07,12-20) / 6.0"	160.0	139.0	154.0	100.0	35.0	1651.19	1399.32	1145.0	1152.0	2165.1099999999997
Калужская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"    учебно-вспомогательный
    персонал / 21.0"	23.0	23.0	25.0	5.0	18.0	206.0	173.75	145.0	142.0	269.75
Калужская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Из строки 07 преподаватели, осуществляющие деятельность по реализации образовательных программ: подготовки квалифицированных рабочих, служащих / 23.0	11.0	8.0	12.0	4.0	1.0	216.89999999999998	179.7	123.0	107.0	270.94
Калужская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Из строки 07 преподаватели, осуществляющие деятельность по реализации образовательных программ: подготовки специалистов среднего звена / 24.0	65.0	50.0	46.0	28.0	12.0	1034.58	867.1500000000001	809.0	760.0	1421.28
Калужская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Из строки 12 мастера производственного обучения, осуществляющие деятельность по реализации образовательных программ: подготовки квалифицированных рабочих, служащих / 25.0	3.0	3.0	1.0	0.0	1.0	22.119999999999997	19.0	16.0	24.0	24.119999999999997
Калужская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Из строки 12 мастера производственного обучения, осуществляющие деятельность по реализации образовательных программ: подготовки специалистов среднего звена / 26.0	0.0	0.0	0.0	0.0	0.0	23.0	16.0	16.0	17.0	23.0
Калужская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Численность работников - всего (сумма строк 02, 06, 21, 22) / 1.0	294.0	269.0	265.0	133.0	99.0	2591.3899999999994	2191.77	1903.0	1932.0	3504.56
Калужская область	Частные; Сведения об организации, реализуемых программах и персонале	"          из них: 
          общеобразовательных
          дисциплин / 8.0"	0.0	0.0	5.0	5.0	0.0	17.65	9.05	18.0	14.0	18.900000000000002
Калужская область	Частные; Сведения об организации, реализуемых программах и персонале	"          математического и общего
          естественнонаучного учебного
          цикла / 10.0"	0.0	0.0	2.0	2.0	0.0	9.3	5.5	8.0	6.0	9.3
Калужская область	Частные; Сведения об организации, реализуемых программах и персонале	"          общего гуманитарного и
          социально-экономического
           учебного цикла / 9.0"	1.0	1.0	1.0	1.0	0.0	10.75	6.25	10.0	10.0	11.75
Калужская область	Частные; Сведения об организации, реализуемых программах и персонале	"          профессионального учебного
          цикла / 11.0"	4.0	4.0	7.0	7.0	0.0	54.65	27.75	50.0	47.0	61.9
Калужская область	Частные; Сведения об организации, реализуемых программах и персонале	"       в том числе: 
       преподаватели - всего
       (сумма строк 8-11) / 7.0"	5.0	5.0	15.0	15.0	0.0	92.35	48.55	86.0	77.0	101.85
Калужская область	Частные; Сведения об организации, реализуемых программах и персонале	"       заместители директора
       (начальника) / 4.0"	1.0	1.0	1.0	0.0	0.0	8.8	8.5	9.0	9.0	8.8
Калужская область	Частные; Сведения об организации, реализуемых программах и персонале	"       из них: 
       директор (начальник) / 3.0"	0.0	0.0	0.0	0.0	0.0	6.5	6.5	7.0	6.0	6.5
Калужская область	Частные; Сведения об организации, реализуемых программах и персонале	"       мастера производственного
       обучения / 12.0"	0.0	0.0	0.0	0.0	0.0	1.0	1.0	2.0	2.0	1.0
Калужская область	Частные; Сведения об организации, реализуемых программах и персонале	       методисты / 18.0	0.0	0.0	2.0	1.0	1.0	6.0	5.0	6.0	4.0	6.0
Калужская область	Частные; Сведения об организации, реализуемых программах и персонале	       педагоги-организаторы / 15.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0
Калужская область	Частные; Сведения об организации, реализуемых программах и персонале	       педагоги-психологи / 14.0	1.0	1.0	0.0	0.0	0.0	1.5	0.5	2.0	3.0	1.5
Калужская область	Частные; Сведения об организации, реализуемых программах и персонале	"       преподаватели-организаторы
       (основ безопасности
       жизнедеятельности, 
       допризывной подготовки) / 16.0"	1.0	1.0	0.0	0.0	0.0	4.0	1.5	4.0	5.0	4.0
Калужская область	Частные; Сведения об организации, реализуемых программах и персонале	       прочие / 20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Калужская область	Частные; Сведения об организации, реализуемых программах и персонале	"       руководители физического
       воспитания / 17.0"	0.0	0.0	2.0	2.0	0.0	3.6	3.0	4.0	2.0	3.6
Калужская область	Частные; Сведения об организации, реализуемых программах и персонале	       руководитель филиала / 5.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0
Калужская область	Частные; Сведения об организации, реализуемых программах и персонале	       социальные педагоги / 13.0	0.0	0.0	0.0	0.0	0.0	0.5	0.5	1.0	1.0	0.5
Калужская область	Частные; Сведения об организации, реализуемых программах и персонале	       тьюторы / 19.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Калужская область	Частные; Сведения об организации, реализуемых программах и персонале	"    в том числе: 
    руководящие работники - всего / 2.0"	1.0	1.0	1.0	0.0	0.0	17.3	15.0	18.0	18.0	17.3
Калужская область	Частные; Сведения об организации, реализуемых программах и персонале	    обслуживающий персонал / 22.0	2.0	2.0	1.0	1.0	0.0	17.5	13.5	18.0	18.0	18.5
Калужская область	Частные; Сведения об организации, реализуемых программах и персонале	"    педагогические работники - всего
    (сумма строк 07,12-20) / 6.0"	7.0	7.0	20.0	19.0	1.0	109.95	61.05	106.0	94.0	119.45
Калужская область	Частные; Сведения об организации, реализуемых программах и персонале	"    учебно-вспомогательный
    персонал / 21.0"	2.0	2.0	0.0	0.0	0.0	23.9	13.0	22.0	24.0	24.9
Калужская область	Частные; Сведения об организации, реализуемых программах и персонале	Из строки 07 преподаватели, осуществляющие деятельность по реализации образовательных программ: подготовки квалифицированных рабочих, служащих / 23.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
Калужская область	Частные; Сведения об организации, реализуемых программах и персонале	Из строки 07 преподаватели, осуществляющие деятельность по реализации образовательных программ: подготовки специалистов среднего звена / 24.0	4.0	4.0	13.0	13.0	0.0	56.75	47.25	48.0	39.0	61.25
