region	tags	indicator	Программы подготовки квалифицированных рабочих, служащих > на базе основного общего образования > Выпуск > 15.0	Программы подготовки квалифицированных рабочих, служащих > на базе основного общего образования > Принято > 13.0	Программы подготовки квалифицированных рабочих, служащих > на базе основного общего образования > Числен-ность студентов > 14.0	Программы подготовки квалифицированных рабочих, служащих > на базе основного общего образования > из гр. 15 > продолжили профессиональное образование > 17.0	Программы подготовки квалифицированных рабочих, служащих > на базе основного общего образования > из гр. 15 > трудоустро-ены > 16.0	Программы подготовки квалифицированных рабочих, служащих > на базе среднего общего образования > Выпуск > 20.0	Программы подготовки квалифицированных рабочих, служащих > на базе среднего общего образования > Принято > 18.0	Программы подготовки квалифицированных рабочих, служащих > на базе среднего общего образования > Числен-ность студентов > 19.0	Программы подготовки квалифицированных рабочих, служащих > на базе среднего общего образования > из гр. 20 > продолжили профессиональное образование > 22.0	Программы подготовки квалифицированных рабочих, служащих > на базе среднего общего образования > из гр. 20 > трудоустро-ены > 21.0	Программы подготовки специалистов среднего звена > на базе основного общего образования > Выпуск > 5.0	Программы подготовки специалистов среднего звена > на базе основного общего образования > Принято > 3.0	Программы подготовки специалистов среднего звена > на базе основного общего образования > Числен-ность студентов > 4.0	Программы подготовки специалистов среднего звена > на базе основного общего образования > из гр. 5 > продолжили профессиональное образование > 7.0	Программы подготовки специалистов среднего звена > на базе основного общего образования > из гр. 5 > трудоустро-ены > 6.0	Программы подготовки специалистов среднего звена > на базе среднего общего образования > Выпуск > 10.0	Программы подготовки специалистов среднего звена > на базе среднего общего образования > Принято > 8.0	Программы подготовки специалистов среднего звена > на базе среднего общего образования > Числен-ность студентов > 9.0	Программы подготовки специалистов среднего звена > на базе среднего общего образования > из гр. 10 > продолжили профессиональное образование > 12.0	Программы подготовки специалистов среднего звена > на базе среднего общего образования > из гр. 10 > трудоустро-ены > 11.0
Калужская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Из общей численности (из стр. 06) с нарушениями: с множественными нарушениями / 22.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Калужская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Из общей численности (из стр. 06) с нарушениями: слуха / 18.0	2	2	2	0	2	0	0	0	0	0	1	6	13	0	1	0	0	0	0	0
Калужская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Из общей численности (из стр.01) обучаются по адаптированным образовательным программам: Студенты с ограниченными возможностями здоровья / 7.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Калужская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Из общей численности (из стр.02) обучаются по адаптированным образовательным программам:     из них: инвалиды / 8.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Калужская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Из общей численности (из стр.03) обучаются по адаптированным образовательным программам:     из них: дети-инвалиды / 9.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Калужская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Из общей численности (из стр.04) обучаются по адаптированным образовательным программам: Инвалиды (кроме учтенных в стр. 08) / 10.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Калужская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Из общей численности (из стр.05) обучаются по адаптированным образовательным программам: Дети-инвалиды (кроме учтенных в стр. 09) / 11.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Калужская область	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Всего:    из них: дети-инвалиды / 3.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Калужская область	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Всего:    из них: инвалиды / 2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Калужская область	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Всего:  Всего студентов с ограниченными возможностями здоровья, инвалидов, детей-инвалидов (сумма стр. 01, 04 и 05) / 6.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1
Калужская область	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Всего:  Дети-инвалиды (кроме учтенных в стр. 03) / 5.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Калужская область	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Всего:  Инвалиды (кроме учтенных в стр. 02) / 4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1
Калужская область	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Всего: Студенты с ограниченными возможностями здоровья / 1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Калужская область	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Из них (из строк 07-11) обучаются в отдельных группах для обучающихся с ОВЗ :   из них: дети-инвалиды / 14.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Калужская область	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Из них (из строк 07-11) обучаются в отдельных группах для обучающихся с ОВЗ:    из них: инвалиды / 13.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Калужская область	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Из них (из строк 07-11) обучаются в отдельных группах для обучающихся с ОВЗ: Дети-инвалиды (кроме учтенных в стр. 14) / 16.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Калужская область	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Из них (из строк 07-11) обучаются в отдельных группах для обучающихся с ОВЗ: Инвалиды (кроме учтенных в стр. 13) / 15.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Калужская область	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Из них (из строк 07-11) обучаются в отдельных группах для обучающихся с ОВЗ: Студенты с ограниченными возможностями здоровья / 12.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Калужская область	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Из общей численности (из стр. 06) с нарушениями: зрения / 17.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Калужская область	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Из общей численности (из стр. 06) с нарушениями: интеллектуального развития / 20.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Калужская область	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Из общей численности (из стр. 06) с нарушениями: опорно-двигательного аппарата / 19.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Калужская область	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Из общей численности (из стр. 06) с нарушениями: с другими нарушениями / 21.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1
Калужская область	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Из общей численности (из стр. 06) с нарушениями: с множественными нарушениями / 22.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Калужская область	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Из общей численности (из стр. 06) с нарушениями: слуха / 18.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Калужская область	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Из общей численности (из стр.01) обучаются по адаптированным образовательным программам: Студенты с ограниченными возможностями здоровья / 7.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Калужская область	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Из общей численности (из стр.02) обучаются по адаптированным образовательным программам:     из них: инвалиды / 8.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Калужская область	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Из общей численности (из стр.03) обучаются по адаптированным образовательным программам:     из них: дети-инвалиды / 9.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Калужская область	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Из общей численности (из стр.04) обучаются по адаптированным образовательным программам: Инвалиды (кроме учтенных в стр. 08) / 10.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Калужская область	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Из общей численности (из стр.05) обучаются по адаптированным образовательным программам: Дети-инвалиды (кроме учтенных в стр. 09) / 11.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Калужская область	Частные; Заочная	Всего:    из них: дети-инвалиды / 3.0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Калужская область	Частные; Заочная	Всего:    из них: инвалиды / 2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Калужская область	Частные; Заочная	Всего:  Всего студентов с ограниченными возможностями здоровья, инвалидов, детей-инвалидов (сумма стр. 01, 04 и 05) / 6.0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Калужская область	Частные; Заочная	Всего:  Дети-инвалиды (кроме учтенных в стр. 03) / 5.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Калужская область	Частные; Заочная	Всего:  Инвалиды (кроме учтенных в стр. 02) / 4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Калужская область	Частные; Заочная	Всего: Студенты с ограниченными возможностями здоровья / 1.0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Калужская область	Частные; Заочная	Из них (из строк 07-11) обучаются в отдельных группах для обучающихся с ОВЗ :   из них: дети-инвалиды / 14.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Калужская область	Частные; Заочная	Из них (из строк 07-11) обучаются в отдельных группах для обучающихся с ОВЗ:    из них: инвалиды / 13.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Калужская область	Частные; Заочная	Из них (из строк 07-11) обучаются в отдельных группах для обучающихся с ОВЗ: Дети-инвалиды (кроме учтенных в стр. 14) / 16.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Калужская область	Частные; Заочная	Из них (из строк 07-11) обучаются в отдельных группах для обучающихся с ОВЗ: Инвалиды (кроме учтенных в стр. 13) / 15.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Калужская область	Частные; Заочная	Из них (из строк 07-11) обучаются в отдельных группах для обучающихся с ОВЗ: Студенты с ограниченными возможностями здоровья / 12.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Калужская область	Частные; Заочная	Из общей численности (из стр. 06) с нарушениями: зрения / 17.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Калужская область	Частные; Заочная	Из общей численности (из стр. 06) с нарушениями: интеллектуального развития / 20.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Калужская область	Частные; Заочная	Из общей численности (из стр. 06) с нарушениями: опорно-двигательного аппарата / 19.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Калужская область	Частные; Заочная	Из общей численности (из стр. 06) с нарушениями: с другими нарушениями / 21.0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Калужская область	Частные; Заочная	Из общей численности (из стр. 06) с нарушениями: с множественными нарушениями / 22.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Калужская область	Частные; Заочная	Из общей численности (из стр. 06) с нарушениями: слуха / 18.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Калужская область	Частные; Заочная	Из общей численности (из стр.01) обучаются по адаптированным образовательным программам: Студенты с ограниченными возможностями здоровья / 7.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Калужская область	Частные; Заочная	Из общей численности (из стр.02) обучаются по адаптированным образовательным программам:     из них: инвалиды / 8.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Калужская область	Частные; Заочная	Из общей численности (из стр.03) обучаются по адаптированным образовательным программам:     из них: дети-инвалиды / 9.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Калужская область	Частные; Заочная	Из общей численности (из стр.04) обучаются по адаптированным образовательным программам: Инвалиды (кроме учтенных в стр. 08) / 10.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Калужская область	Частные; Заочная	Из общей численности (из стр.05) обучаются по адаптированным образовательным программам: Дети-инвалиды (кроме учтенных в стр. 09) / 11.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Калужская область	Частные; Очная	Всего:    из них: дети-инвалиды / 3.0	0	0	0	0	0	0	0	0	0	0	1	2	7	0	0	0	0	0	0	0
Калужская область	Частные; Очная	Всего:    из них: инвалиды / 2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Калужская область	Частные; Очная	Всего:  Всего студентов с ограниченными возможностями здоровья, инвалидов, детей-инвалидов (сумма стр. 01, 04 и 05) / 6.0	0	0	0	0	0	0	0	0	0	0	1	2	7	0	0	0	0	0	0	0
Калужская область	Частные; Очная	Всего:  Дети-инвалиды (кроме учтенных в стр. 03) / 5.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Калужская область	Частные; Очная	Всего:  Инвалиды (кроме учтенных в стр. 02) / 4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Калужская область	Частные; Очная	Всего: Студенты с ограниченными возможностями здоровья / 1.0	0	0	0	0	0	0	0	0	0	0	1	2	7	0	0	0	0	0	0	0
Калужская область	Частные; Очная	Из них (из строк 07-11) обучаются в отдельных группах для обучающихся с ОВЗ :   из них: дети-инвалиды / 14.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Калужская область	Частные; Очная	Из них (из строк 07-11) обучаются в отдельных группах для обучающихся с ОВЗ:    из них: инвалиды / 13.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Калужская область	Частные; Очная	Из них (из строк 07-11) обучаются в отдельных группах для обучающихся с ОВЗ: Дети-инвалиды (кроме учтенных в стр. 14) / 16.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Калужская область	Частные; Очная	Из них (из строк 07-11) обучаются в отдельных группах для обучающихся с ОВЗ: Инвалиды (кроме учтенных в стр. 13) / 15.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Калужская область	Частные; Очная	Из них (из строк 07-11) обучаются в отдельных группах для обучающихся с ОВЗ: Студенты с ограниченными возможностями здоровья / 12.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Калужская область	Частные; Очная	Из общей численности (из стр. 06) с нарушениями: зрения / 17.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Калужская область	Частные; Очная	Из общей численности (из стр. 06) с нарушениями: интеллектуального развития / 20.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Калужская область	Частные; Очная	Из общей численности (из стр. 06) с нарушениями: опорно-двигательного аппарата / 19.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Калужская область	Частные; Очная	Из общей численности (из стр. 06) с нарушениями: с другими нарушениями / 21.0	0	0	0	0	0	0	0	0	0	0	1	2	7	0	0	0	0	0	0	0
Калужская область	Частные; Очная	Из общей численности (из стр. 06) с нарушениями: с множественными нарушениями / 22.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Калужская область	Частные; Очная	Из общей численности (из стр. 06) с нарушениями: слуха / 18.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Калужская область	Частные; Очная	Из общей численности (из стр.01) обучаются по адаптированным образовательным программам: Студенты с ограниченными возможностями здоровья / 7.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Калужская область	Частные; Очная	Из общей численности (из стр.02) обучаются по адаптированным образовательным программам:     из них: инвалиды / 8.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Калужская область	Частные; Очная	Из общей численности (из стр.03) обучаются по адаптированным образовательным программам:     из них: дети-инвалиды / 9.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Калужская область	Частные; Очная	Из общей численности (из стр.04) обучаются по адаптированным образовательным программам: Инвалиды (кроме учтенных в стр. 08) / 10.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Калужская область	Частные; Очная	Из общей численности (из стр.05) обучаются по адаптированным образовательным программам: Дети-инвалиды (кроме учтенных в стр. 09) / 11.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Камчатский край	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	Всего:    из них: дети-инвалиды / 3.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Камчатский край	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	Всего:    из них: инвалиды / 2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Камчатский край	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	Всего:  Всего студентов с ограниченными возможностями здоровья, инвалидов, детей-инвалидов (сумма стр. 01, 04 и 05) / 6.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Камчатский край	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	Всего:  Дети-инвалиды (кроме учтенных в стр. 03) / 5.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Камчатский край	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	Всего:  Инвалиды (кроме учтенных в стр. 02) / 4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Камчатский край	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	Всего: Студенты с ограниченными возможностями здоровья / 1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Камчатский край	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	Из них (из строк 07-11) обучаются в отдельных группах для обучающихся с ОВЗ :   из них: дети-инвалиды / 14.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Камчатский край	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	Из них (из строк 07-11) обучаются в отдельных группах для обучающихся с ОВЗ:    из них: инвалиды / 13.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Камчатский край	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	Из них (из строк 07-11) обучаются в отдельных группах для обучающихся с ОВЗ: Дети-инвалиды (кроме учтенных в стр. 14) / 16.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Камчатский край	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	Из них (из строк 07-11) обучаются в отдельных группах для обучающихся с ОВЗ: Инвалиды (кроме учтенных в стр. 13) / 15.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Камчатский край	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	Из них (из строк 07-11) обучаются в отдельных группах для обучающихся с ОВЗ: Студенты с ограниченными возможностями здоровья / 12.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Камчатский край	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	Из общей численности (из стр. 06) с нарушениями: зрения / 17.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Камчатский край	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	Из общей численности (из стр. 06) с нарушениями: интеллектуального развития / 20.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Камчатский край	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	Из общей численности (из стр. 06) с нарушениями: опорно-двигательного аппарата / 19.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Камчатский край	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	Из общей численности (из стр. 06) с нарушениями: с другими нарушениями / 21.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Камчатский край	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	Из общей численности (из стр. 06) с нарушениями: с множественными нарушениями / 22.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Камчатский край	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	Из общей численности (из стр. 06) с нарушениями: слуха / 18.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Камчатский край	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	Из общей численности (из стр.01) обучаются по адаптированным образовательным программам: Студенты с ограниченными возможностями здоровья / 7.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Камчатский край	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	Из общей численности (из стр.02) обучаются по адаптированным образовательным программам:     из них: инвалиды / 8.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Камчатский край	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	Из общей численности (из стр.03) обучаются по адаптированным образовательным программам:     из них: дети-инвалиды / 9.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Камчатский край	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	Из общей численности (из стр.04) обучаются по адаптированным образовательным программам: Инвалиды (кроме учтенных в стр. 08) / 10.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Камчатский край	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	Из общей численности (из стр.05) обучаются по адаптированным образовательным программам: Дети-инвалиды (кроме учтенных в стр. 09) / 11.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Камчатский край	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Всего:    из них: дети-инвалиды / 3.0	1	2	5	0	1	0	0	0	0	0	1	5	4	0	0	0	0	0	0	0
Камчатский край	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Всего:    из них: инвалиды / 2.0	1	0	0	0	0	0	0	0	0	0	1	2	9	0	0	1	1	3	0	0
Камчатский край	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Всего:  Всего студентов с ограниченными возможностями здоровья, инвалидов, детей-инвалидов (сумма стр. 01, 04 и 05) / 6.0	4	6	12	0	1	0	0	0	0	0	3	11	22	0	1	2	1	3	0	0
Камчатский край	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Всего:  Дети-инвалиды (кроме учтенных в стр. 03) / 5.0	0	0	1	0	0	0	0	0	0	0	0	4	5	0	0	0	0	0	0	0
Камчатский край	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Всего:  Инвалиды (кроме учтенных в стр. 02) / 4.0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0
Камчатский край	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Всего: Студенты с ограниченными возможностями здоровья / 1.0	4	6	11	0	1	0	0	0	0	0	2	7	16	0	1	1	1	3	0	0
Камчатский край	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Из них (из строк 07-11) обучаются в отдельных группах для обучающихся с ОВЗ :   из них: дети-инвалиды / 14.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Камчатский край	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Из них (из строк 07-11) обучаются в отдельных группах для обучающихся с ОВЗ:    из них: инвалиды / 13.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Камчатский край	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Из них (из строк 07-11) обучаются в отдельных группах для обучающихся с ОВЗ: Дети-инвалиды (кроме учтенных в стр. 14) / 16.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Камчатский край	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Из них (из строк 07-11) обучаются в отдельных группах для обучающихся с ОВЗ: Инвалиды (кроме учтенных в стр. 13) / 15.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Камчатский край	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Из них (из строк 07-11) обучаются в отдельных группах для обучающихся с ОВЗ: Студенты с ограниченными возможностями здоровья / 12.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Камчатский край	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Из общей численности (из стр. 06) с нарушениями: зрения / 17.0	0	0	3	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
Камчатский край	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Из общей численности (из стр. 06) с нарушениями: интеллектуального развития / 20.0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Камчатский край	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Из общей численности (из стр. 06) с нарушениями: опорно-двигательного аппарата / 19.0	1	1	1	0	1	0	0	0	0	0	1	2	5	0	0	0	1	2	0	0
Камчатский край	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Из общей численности (из стр. 06) с нарушениями: с другими нарушениями / 21.0	2	4	6	0	0	0	0	0	0	0	2	6	11	0	1	2	0	1	0	0
Камчатский край	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Из общей численности (из стр. 06) с нарушениями: с множественными нарушениями / 22.0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Камчатский край	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Из общей численности (из стр. 06) с нарушениями: слуха / 18.0	1	0	1	0	0	0	0	0	0	0	0	2	4	0	0	0	0	0	0	0
Камчатский край	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Из общей численности (из стр.01) обучаются по адаптированным образовательным программам: Студенты с ограниченными возможностями здоровья / 7.0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Камчатский край	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Из общей численности (из стр.02) обучаются по адаптированным образовательным программам:     из них: инвалиды / 8.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
