region	tags	indicator	Всего, человек > 3.0	Из гр. 3 > жен-щины > 16.0	Из гр. 3 > имеют квалификацион-ные категории > высшую > 14.0	Из гр. 3 > имеют квалификацион-ные категории > первую > 15.0	Из них (из гр.3) имеют образование > Из гр.4 имеют: > ученое звание > доцента > 10.0	Из них (из гр.3) имеют образование > Из гр.4 имеют: > ученое звание > профессора > 9.0	Из них (из гр.3) имеют образование > Из гр.4 имеют: > ученую степень > PhD > 8.0	Из них (из гр.3) имеют образование > Из гр.4 имеют: > ученую степень > доктора наук > 6.0	Из них (из гр.3) имеют образование > Из гр.4 имеют: > ученую степень > кандидата наук > 7.0	Из них (из гр.3) имеют образование > высшее > 4.0	"Из них (из гр.3) имеют образование > из них (гр. 11) педаго-гическое
 > 12.0"	Из них (из гр.3) имеют образование > из них (из гр.4) педаго- гическое > 5.0	"Из них (из гр.3) имеют образование > среднее профес-сиональное образование по программам подготовки квалифици-
рованных рабочих (служащих) > 13.0"	Из них (из гр.3) имеют образование > среднее профес-сиональное образование по программам подготовки специалистов среднего звена > 11.0	численность работников в пересчете на полную занятость, единиц > 17.0
Кировская область	Частные; Сведения об организации, реализуемых программах и персонале	"       из них: 
       директор (начальник) / 3.0"	10.0	6.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	4.0	0.0	0.0	0.0
Кировская область	Частные; Сведения об организации, реализуемых программах и персонале	       мастера производственного обучения / 12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Кировская область	Частные; Сведения об организации, реализуемых программах и персонале	       методисты / 18.0	6.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	5.0	0.0	0.0	6.0
Кировская область	Частные; Сведения об организации, реализуемых программах и персонале	       педагоги-психологи / 14.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0
Кировская область	Частные; Сведения об организации, реализуемых программах и персонале	"       преподаватели-организаторы (основ безопасности 
       жизнедеятельности, допризывной подготовки) / 16.0"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Кировская область	Частные; Сведения об организации, реализуемых программах и персонале	       прочие / 20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Кировская область	Частные; Сведения об организации, реализуемых программах и персонале	       руководители физического воспитания / 17.0	3.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	3.0
Кировская область	Частные; Сведения об организации, реализуемых программах и персонале	       руководитель филиала / 5.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
Кировская область	Частные; Сведения об организации, реализуемых программах и персонале	       социальные педагоги / 13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Кировская область	Частные; Сведения об организации, реализуемых программах и персонале	       тьюторы / 19.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Кировская область	Частные; Сведения об организации, реализуемых программах и персонале	"    в том числе: 
    руководящие работники - всего / 2.0"	37.0	28.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	35.0	0.0	11.0	0.0	2.0	0.0
Кировская область	Частные; Сведения об организации, реализуемых программах и персонале	    обслуживающий персонал / 22.0	13.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	1.0	0.0
Кировская область	Частные; Сведения об организации, реализуемых программах и персонале	    педагогические работники - всего (сумма строк 07,12-20) / 6.0	96.0	72.0	3.0	3.0	0.0	0.0	0.0	0.0	6.0	88.0	1.0	52.0	0.0	2.0	108.80000000000001
Кировская область	Частные; Сведения об организации, реализуемых программах и персонале	    учебно-вспомогательный персонал / 21.0	15.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	7.0	0.0	1.0	0.0
Кировская область	Частные; Сведения об организации, реализуемых программах и персонале	Из строки 07 преподаватели, осуществляющие деятельность по реализации образовательных программ: подготовки квалифицированных рабочих, служащих / 23.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Кировская область	Частные; Сведения об организации, реализуемых программах и персонале	Из строки 07 преподаватели, осуществляющие деятельность по реализации образовательных программ: подготовки специалистов среднего звена / 24.0	31.0	27.0	1.0	2.0	0.0	0.0	0.0	0.0	1.0	31.0	0.0	20.0	0.0	0.0	27.3
Кировская область	Частные; Сведения об организации, реализуемых программах и персонале	Из строки 12 мастера производственного обучения, осуществляющие деятельность по реализации образовательных программ: подготовки квалифицированных рабочих, служащих / 25.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Кировская область	Частные; Сведения об организации, реализуемых программах и персонале	Из строки 12 мастера производственного обучения, осуществляющие деятельность по реализации образовательных программ: подготовки специалистов среднего звена / 26.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Кировская область	Частные; Сведения об организации, реализуемых программах и персонале	Справка 7. (заполняется за прошлый учебный год): Численность преподавателей, направленных для преподавания в другие профессиональные образовательные организации России / 27.0	0.0														
Кировская область	Частные; Сведения об организации, реализуемых программах и персонале	Справка 7. (заполняется за прошлый учебный год): Численность преподавателей, направленных для преподавания за рубеж / 28.0	0.0														
Кировская область	Частные; Сведения об организации, реализуемых программах и персонале	Справка 8.     из них реализующие образовательные программы: подготовки квалифицированных рабочих, служащих / 30.0	0.0														
Кировская область	Частные; Сведения об организации, реализуемых программах и персонале	Справка 8.     из них реализующие образовательные программы: подготовки специалистов среднего звена / 31.0	30.0														
Кировская область	Частные; Сведения об организации, реализуемых программах и персонале	Справка 8. Численность преподавателей, использующих в учебном процессе персональные компьютеры / 29.0	55.0														
Кировская область	Частные; Сведения об организации, реализуемых программах и персонале	Справка 9.    из них преподавателей и мастеров производственного обучения / 33.0	0.0														
Кировская область	Частные; Сведения об организации, реализуемых программах и персонале	Справка 9.    из них преподавателей и мастеров производственного обучения / 35.0	0.0														
Кировская область	Частные; Сведения об организации, реализуемых программах и персонале	Справка 9. Численность работников, имеющих свидетельство Союза «Молодые профессионалы»                  (Worldskills Russia) с правом на участие в оценке демонстрационного экзамена по стандартам Ворлдскиллс / 34.0	0.0														
Кировская область	Частные; Сведения об организации, реализуемых программах и персонале	Справка 9. Численность работников, имеющих сертификат эксперта Ворлдскиллс / 32.0	0.0														
Кировская область	Частные; Сведения об организации, реализуемых программах и персонале	Численность работников - всего (сумма строк 02, 06, 21, 22) / 1.0	161.0	121.0	4.0	4.0	0.0	0.0	0.0	0.0	6.0	143.0	1.0	70.0	0.0	6.0	0.0
Костромская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"          из них: 
          по общеобразовательных дисциплин / 8.0"	196.0	162.0	65.0	43.0	2.0	1.0	0.0	0.0	9.0	188.0	6.0	175.0	0.0	8.0	211.2
Костромская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	          математического и общего естественнонаучного учебного цикла / 10.0	49.0	41.0	20.0	10.0	0.0	0.0	0.0	0.0	1.0	45.0	2.0	33.0	0.0	4.0	52.5
Костромская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"          общего гуманитарного и социально-экономического учебного
          цикла / 9.0"	57.0	49.0	18.0	11.0	1.0	2.0	0.0	0.0	6.0	52.0	4.0	35.0	0.0	5.0	61.0
Костромская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	          профессионального учебного цикла / 11.0	334.0	245.0	126.0	61.0	3.0	1.0	0.0	0.0	6.0	292.0	9.0	175.0	0.0	42.0	388.29999999999995
Костромская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"       в том числе: 
       преподаватели - всего (сумма строк 8-11) / 7.0"	636.0	497.0	229.0	125.0	6.0	4.0	0.0	0.0	22.0	577.0	21.0	418.0	0.0	59.0	713.0
Костромская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	       в том числе: педагоги-организаторы / 15.0	9.0	9.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	6.0	1.0	5.0	0.0	3.0	8.5
Костромская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	       заместители директора (начальника) / 4.0	64.0	54.0	14.0	3.0	0.0	0.0	0.0	0.0	2.0	63.0	0.0	40.0	0.0	1.0	0.0
Костромская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"       из них: 
       директор (начальник) / 3.0"	26.0	17.0	3.0	0.0	0.0	0.0	0.0	0.0	1.0	26.0	0.0	17.0	0.0	0.0	0.0
Костромская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	       мастера производственного обучения / 12.0	135.0	58.0	21.0	22.0	0.0	0.0	0.0	0.0	0.0	59.0	20.0	33.0	11.0	61.0	134.5
Костромская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	       методисты / 18.0	19.0	18.0	3.0	1.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	13.0	0.0	3.0	22.0
Костромская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	       педагоги-психологи / 14.0	14.0	12.0	1.0	3.0	0.0	0.0	0.0	0.0	1.0	14.0	0.0	13.0	0.0	0.0	14.0
Костромская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"       преподаватели-организаторы (основ безопасности 
       жизнедеятельности, допризывной подготовки) / 16.0"	12.0	3.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	11.0	1.0	4.0	0.0	1.0	11.5
Костромская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	       прочие / 20.0	82.0	72.0	7.0	5.0	1.0	0.0	0.0	0.0	1.0	57.0	17.0	37.0	3.0	20.0	83.0
Костромская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	       руководители физического воспитания / 17.0	10.0	4.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	1.0	7.0	0.0	2.0	10.0
Костромская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	       руководитель филиала / 5.0	5.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	3.0	0.0	0.0	0.0
Костромская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	       социальные педагоги / 13.0	12.0	12.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	8.0	0.0	1.0	12.0
Костромская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	       тьюторы / 19.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Костромская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"    в том числе: 
    руководящие работники - всего / 2.0"	193.0	148.0	29.0	4.0	0.0	0.0	0.0	0.0	5.0	168.0	0.0	95.0	1.0	21.0	0.0
Костромская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	    обслуживающий персонал / 22.0	546.0	419.0	10.0	2.0	0.0	0.0	0.0	0.0	0.0	154.0	4.0	25.0	121.0	211.0	0.0
Костромская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	    педагогические работники - всего (сумма строк 07,12-20) / 6.0	929.0	685.0	271.0	161.0	7.0	4.0	0.0	0.0	24.0	759.0	61.0	538.0	14.0	150.0	1008.5
Костромская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	    учебно-вспомогательный персонал / 21.0	116.0	102.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	60.0	6.0	25.0	7.0	41.0	0.0
Костромская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Из строки 07 преподаватели, осуществляющие деятельность по реализации образовательных программ: подготовки квалифицированных рабочих, служащих / 23.0	115.0	95.0	25.0	17.0	0.0	3.0	0.0	0.0	4.0	102.0	4.0	77.0	0.0	13.0	128.4
Костромская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Из строки 07 преподаватели, осуществляющие деятельность по реализации образовательных программ: подготовки специалистов среднего звена / 24.0	478.0	375.0	107.0	47.0	4.0	1.0	0.0	0.0	10.0	404.0	17.0	300.0	0.0	45.0	512.9
Костромская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Из строки 12 мастера производственного обучения, осуществляющие деятельность по реализации образовательных программ: подготовки квалифицированных рабочих, служащих / 25.0	84.0	40.0	7.0	16.0	0.0	0.0	0.0	0.0	0.0	30.0	14.0	17.0	9.0	39.0	81.5
Костромская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Из строки 12 мастера производственного обучения, осуществляющие деятельность по реализации образовательных программ: подготовки специалистов среднего звена / 26.0	44.0	16.0	7.0	2.0	0.0	0.0	0.0	0.0	0.0	22.0	2.0	14.0	1.0	15.0	40.0
Костромская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Справка 7. (заполняется за прошлый учебный год): Численность преподавателей, направленных для преподавания в другие профессиональные образовательные организации России / 27.0	0.0														
Костромская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Справка 7. (заполняется за прошлый учебный год): Численность преподавателей, направленных для преподавания за рубеж / 28.0	0.0														
Костромская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Справка 8.     из них реализующие образовательные программы: подготовки квалифицированных рабочих, служащих / 30.0	148.0														
Костромская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Справка 8.     из них реализующие образовательные программы: подготовки специалистов среднего звена / 31.0	410.0														
Костромская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Справка 8. Численность преподавателей, использующих в учебном процессе персональные компьютеры / 29.0	541.0														
Костромская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Справка 9.    из них преподавателей и мастеров производственного обучения / 33.0	0.0														
Костромская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Справка 9.    из них преподавателей и мастеров производственного обучения / 35.0	0.0														
Костромская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Справка 9. Численность работников, имеющих свидетельство Союза «Молодые профессионалы»                  (Worldskills Russia) с правом на участие в оценке демонстрационного экзамена по стандартам Ворлдскиллс / 34.0	0.0														
Костромская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Справка 9. Численность работников, имеющих сертификат эксперта Ворлдскиллс / 32.0	0.0														
Костромская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Численность работников - всего (сумма строк 02, 06, 21, 22) / 1.0	1784.0	1354.0	311.0	168.0	7.0	4.0	0.0	0.0	30.0	1141.0	71.0	683.0	143.0	423.0	0.0
Костромская область	Частные; Сведения об организации, реализуемых программах и персонале	"          из них: 
          по общеобразовательных дисциплин / 8.0"	4.0	4.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	4.0	0.0	0.0	4.0
Костромская область	Частные; Сведения об организации, реализуемых программах и персонале	          математического и общего естественнонаучного учебного цикла / 10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Костромская область	Частные; Сведения об организации, реализуемых программах и персонале	"          общего гуманитарного и социально-экономического учебного
          цикла / 9.0"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Костромская область	Частные; Сведения об организации, реализуемых программах и персонале	          профессионального учебного цикла / 11.0	5.0	4.0	3.0	0.0	1.0	0.0	0.0	0.0	0.0	4.0	0.0	4.0	0.0	1.0	5.0
Костромская область	Частные; Сведения об организации, реализуемых программах и персонале	"       в том числе: 
       преподаватели - всего (сумма строк 8-11) / 7.0"	9.0	8.0	3.0	2.0	1.0	0.0	0.0	0.0	0.0	8.0	0.0	8.0	0.0	1.0	9.0
Костромская область	Частные; Сведения об организации, реализуемых программах и персонале	       в том числе: педагоги-организаторы / 15.0	3.0	3.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	1.0	0.0	2.0	3.0
Костромская область	Частные; Сведения об организации, реализуемых программах и персонале	       заместители директора (начальника) / 4.0	6.0	6.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0	0.0	0.0	0.0
Костромская область	Частные; Сведения об организации, реализуемых программах и персонале	"       из них: 
       директор (начальник) / 3.0"	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0
Костромская область	Частные; Сведения об организации, реализуемых программах и персонале	       мастера производственного обучения / 12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Костромская область	Частные; Сведения об организации, реализуемых программах и персонале	       методисты / 18.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Костромская область	Частные; Сведения об организации, реализуемых программах и персонале	       педагоги-психологи / 14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Костромская область	Частные; Сведения об организации, реализуемых программах и персонале	"       преподаватели-организаторы (основ безопасности 
       жизнедеятельности, допризывной подготовки) / 16.0"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Костромская область	Частные; Сведения об организации, реализуемых программах и персонале	       прочие / 20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Костромская область	Частные; Сведения об организации, реализуемых программах и персонале	       руководители физического воспитания / 17.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Костромская область	Частные; Сведения об организации, реализуемых программах и персонале	       руководитель филиала / 5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Костромская область	Частные; Сведения об организации, реализуемых программах и персонале	       социальные педагоги / 13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Костромская область	Частные; Сведения об организации, реализуемых программах и персонале	       тьюторы / 19.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Костромская область	Частные; Сведения об организации, реализуемых программах и персонале	"    в том числе: 
    руководящие работники - всего / 2.0"	14.0	12.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	3.0	0.0	0.0	0.0
Костромская область	Частные; Сведения об организации, реализуемых программах и персонале	    обслуживающий персонал / 22.0	12.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0	2.0	8.0	0.0
Костромская область	Частные; Сведения об организации, реализуемых программах и персонале	    педагогические работники - всего (сумма строк 07,12-20) / 6.0	12.0	11.0	5.0	2.0	1.0	0.0	0.0	0.0	0.0	9.0	2.0	9.0	0.0	3.0	12.0
Костромская область	Частные; Сведения об организации, реализуемых программах и персонале	    учебно-вспомогательный персонал / 21.0	7.0	7.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	3.0	0.0	1.0	0.0
Костромская область	Частные; Сведения об организации, реализуемых программах и персонале	Из строки 07 преподаватели, осуществляющие деятельность по реализации образовательных программ: подготовки квалифицированных рабочих, служащих / 23.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Костромская область	Частные; Сведения об организации, реализуемых программах и персонале	Из строки 07 преподаватели, осуществляющие деятельность по реализации образовательных программ: подготовки специалистов среднего звена / 24.0	9.0	8.0	1.0	2.0	1.0	0.0	0.0	0.0	0.0	5.0	0.0	3.0	0.0	1.0	9.0
Костромская область	Частные; Сведения об организации, реализуемых программах и персонале	Из строки 12 мастера производственного обучения, осуществляющие деятельность по реализации образовательных программ: подготовки квалифицированных рабочих, служащих / 25.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Костромская область	Частные; Сведения об организации, реализуемых программах и персонале	Из строки 12 мастера производственного обучения, осуществляющие деятельность по реализации образовательных программ: подготовки специалистов среднего звена / 26.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Костромская область	Частные; Сведения об организации, реализуемых программах и персонале	Справка 7. (заполняется за прошлый учебный год): Численность преподавателей, направленных для преподавания в другие профессиональные образовательные организации России / 27.0	0.0														
Костромская область	Частные; Сведения об организации, реализуемых программах и персонале	Справка 7. (заполняется за прошлый учебный год): Численность преподавателей, направленных для преподавания за рубеж / 28.0	0.0														
Костромская область	Частные; Сведения об организации, реализуемых программах и персонале	Справка 8.     из них реализующие образовательные программы: подготовки квалифицированных рабочих, служащих / 30.0	0.0														
Костромская область	Частные; Сведения об организации, реализуемых программах и персонале	Справка 8.     из них реализующие образовательные программы: подготовки специалистов среднего звена / 31.0	8.0														
Костромская область	Частные; Сведения об организации, реализуемых программах и персонале	Справка 8. Численность преподавателей, использующих в учебном процессе персональные компьютеры / 29.0	8.0														
Костромская область	Частные; Сведения об организации, реализуемых программах и персонале	Справка 9.    из них преподавателей и мастеров производственного обучения / 33.0	0.0														
Костромская область	Частные; Сведения об организации, реализуемых программах и персонале	Справка 9.    из них преподавателей и мастеров производственного обучения / 35.0	0.0														
Костромская область	Частные; Сведения об организации, реализуемых программах и персонале	Справка 9. Численность работников, имеющих свидетельство Союза «Молодые профессионалы»                  (Worldskills Russia) с правом на участие в оценке демонстрационного экзамена по стандартам Ворлдскиллс / 34.0	0.0														
Костромская область	Частные; Сведения об организации, реализуемых программах и персонале	Справка 9. Численность работников, имеющих сертификат эксперта Ворлдскиллс / 32.0	0.0														
Костромская область	Частные; Сведения об организации, реализуемых программах и персонале	Численность работников - всего (сумма строк 02, 06, 21, 22) / 1.0	45.0	40.0	11.0	4.0	1.0	0.0	0.0	0.0	0.0	20.0	3.0	15.0	2.0	12.0	0.0
Краснодарский край	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"          из них: 
          по общеобразовательных дисциплин / 8.0"	1422.0	1133.0	317.0	277.0	18.0	1.0	0.0	2.0	83.0	1355.0	36.0	1222.0	0.0	49.0	1448.9
Краснодарский край	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	          математического и общего естественнонаучного учебного цикла / 10.0	394.0	325.0	128.0	77.0	4.0	1.0	0.0	1.0	14.0	379.0	7.0	328.0	1.0	14.0	408.49999999999994
Краснодарский край	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"          общего гуманитарного и социально-экономического учебного
          цикла / 9.0"	651.0	560.0	168.0	132.0	9.0	0.0	0.0	2.0	40.0	638.0	5.0	570.0	0.0	9.0	675.4999999999999
Краснодарский край	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	          профессионального учебного цикла / 11.0	2433.0	1823.0	727.0	433.0	14.0	1.0	0.0	0.0	97.0	2232.0	68.0	1431.0	1.0	181.0	2595.5
Краснодарский край	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"       в том числе: 
       преподаватели - всего (сумма строк 8-11) / 7.0"	4900.0	3841.0	1340.0	919.0	45.0	3.0	0.0	5.0	234.0	4604.0	116.0	3551.0	2.0	253.0	5128.4
Краснодарский край	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	       в том числе: педагоги-организаторы / 15.0	51.0	49.0	5.0	6.0	0.0	0.0	0.0	0.0	1.0	37.0	10.0	30.0	0.0	14.0	50.5
Краснодарский край	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	       заместители директора (начальника) / 4.0	358.0	280.0	68.0	19.0	4.0	0.0	0.0	0.0	18.0	354.0	0.0	211.0	0.0	3.0	0.0
Краснодарский край	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"       из них: 
       директор (начальник) / 3.0"	84.0	42.0	16.0	5.0	4.0	1.0	0.0	3.0	15.0	84.0	0.0	56.0	0.0	0.0	0.0
Краснодарский край	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	       мастера производственного обучения / 12.0	562.0	249.0	65.0	68.0	0.0	0.0	0.0	1.0	0.0	321.0	108.0	190.0	24.0	213.0	558.7
Краснодарский край	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	       методисты / 18.0	205.0	200.0	32.0	15.0	1.0	0.0	0.0	0.0	4.0	197.0	3.0	138.0	0.0	6.0	205.2
Краснодарский край	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	       педагоги-психологи / 14.0	122.0	120.0	10.0	9.0	0.0	0.0	0.0	0.0	5.0	118.0	1.0	102.0	0.0	1.0	119.0
Краснодарский край	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"       преподаватели-организаторы (основ безопасности 
       жизнедеятельности, допризывной подготовки) / 16.0"	72.0	5.0	9.0	10.0	0.0	0.0	0.0	0.0	1.0	66.0	2.0	43.0	1.0	4.0	71.5
Краснодарский край	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	       прочие / 20.0	272.0	239.0	20.0	14.0	0.0	0.0	0.0	0.0	1.0	204.0	36.0	151.0	0.0	63.0	272.4
Краснодарский край	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	       руководители физического воспитания / 17.0	71.0	34.0	17.0	14.0	0.0	0.0	0.0	0.0	0.0	68.0	2.0	56.0	0.0	2.0	73.2
